SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE,ADDRESS,ZIP_CODE,LAT_LON,CITY_STATE,LOCATION,CITY,STATE,LATITUDE,LONGITUDE,PROPERTY.SIZE,metro_distance
PAST SALE,September-22-2017,Single Family Residential,92e4,4,3,1980,8050,1950,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6309-Winston-Dr-20817/home/10676370,MRIS,MC10049910,N,Y,"Tuesday- Sep 12, 2017",6309 Winston Dr,20817,38.9745876&-77.1293021,"Bethesda, MD",Country Club Village,Bethesda,MD,38.9745876,-77.1293021,8050,1.922754685753837
PAST SALE,September-26-2017,Single Family Residential,865e3,4,3,1461,20001,1958,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7514-Nevis-Rd-20817/home/10667144,MRIS,MC9943646,N,Y,"Wednesday- Sep 20, 2017",7514 Nevis Rd,20817,38.9857103&-77.144049,"Bethesda, MD",Bannockburn,Bethesda,MD,38.9857103,-77.144049,20001,2.5934554110650794
PAST SALE,NA,Single Family Residential,116e4,NA,3.5,2731,16985,1981,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/7700-Zulima-Ct-20817/home/10687770,NA,NA,N,Y,NA,7700 Zulima Ct,20817,38.9870697&-77.1527891,"Bethesda, MD",NA,Bethesda,MD,38.9870697,-77.1527891,16985,3.0673440389418314
PAST SALE,NA,Single Family Residential,642500,4,3,1497,8613,1962,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/10135-Ashburton-Ln-20817/home/10671019,NA,NA,N,Y,NA,10135 Ashburton Ln,20817,39.023649&-77.125319,"Bethesda, MD",NA,Bethesda,MD,39.023649,-77.125319,8613,1.138118951434865
PAST SALE,September-15-2017,Single Family Residential,1e6,5,3.5,5106,26403,1967,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/10010-Carter-Rd-20817/home/10888114,MRIS,MC9980614,N,Y,"Tuesday- Aug 29, 2017",10010 Carter Rd,20817,39.0211156&-77.1567396,"Bethesda, MD",Ashleigh,Bethesda,MD,39.0211156,-77.1567396,26403,2.835134343161735
PAST SALE,September-15-2017,Single Family Residential,155e4,6,4.5,3847,9023,2006,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/8609-Rayburn-Rd-20817/home/10662515,MRIS,MC9953303,N,Y,"Tuesday- Aug 29, 2017",8609 Rayburn Rd,20817,38.997387&-77.120158,"Bethesda, MD",Bradmoor,Bethesda,MD,38.997387,-77.120158,9023,1.254660404686895
PAST SALE,September-14-2017,Single Family Residential,131e4,5,4,3783,74470,1983,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6825-Capri-Pl-20817/home/10911872,MRIS,MC9997062,N,Y,"Sunday- Aug 27, 2017",6825 Capri Pl,20817,38.9807512&-77.1801498,"Bethesda, MD",The Palisades,Bethesda,MD,38.9807512,-77.1801498,74470,4.221591498204536
PAST SALE,September-15-2017,Single Family Residential,845e3,6,4.5,4194,10478,1938,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7904-Radnor-Rd-20817/home/10646123,MRIS,MC10060224,N,Y,"Tuesday- Aug 29, 2017",7904 Radnor Rd,20817,38.9889988&-77.11782,"Bethesda, MD",English Village,Bethesda,MD,38.9889988,-77.11782,10478,1.223733331062853
PAST SALE,September-21-2017,Single Family Residential,1599e3,6,4.5,5502,7541,2017,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/9508-Milstead-Dr-20817/home/10659134,MRIS,MC9765967,N,Y,"Sunday- Sep 10, 2017",9508 Milstead Dr,20817,39.011304&-77.122012,"Bethesda, MD",Wyngate,Bethesda,MD,39.011304,-77.122012,7541,1.39066748977401
PAST SALE,September-21-2017,Townhouse,665e3,3,3.5,2160,2160,1994,377,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5423-Whitley-Park-Ter-20814/unit-41/home/10701163,MRIS,MC10022928,N,Y,"Sunday- Sep 10, 2017",5423 Whitley Park Ter #41,20814,39.014898&-77.1110315,"Bethesda, MD",Whitley Park Codm,Bethesda,MD,39.014898,-77.1110315,2160,0.8477516336797746
PAST SALE,September-22-2017,Single Family Residential,1265e3,4,4,3680,57652,1939,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6719-Selkirk-Dr-20817/home/10679188,MRIS,MC9846136,N,Y,"Tuesday- Sep 12, 2017",6719 Selkirk Dr,20817,38.9791979&-77.1371831,"Bethesda, MD",Bannockburn Heights,Bethesda,MD,38.9791979,-77.1371831,57652,2.2516848860835643
PAST SALE,September-22-2017,Single Family Residential,699900,4,3,1302,6790,1960,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5604-Alta-Vista-Rd-20817/home/10656366,MRIS,MC10035255,N,Y,"Tuesday- Sep 12, 2017",5604 Alta Vista Rd,20817,39.0059261&-77.1124508,"Bethesda, MD",Alta Vista,Bethesda,MD,39.0059261,-77.1124508,6790,0.9367745976599545
PAST SALE,NA,Single Family Residential,121e4,NA,4,3025,23617,1954,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/6809-Selkirk-Dr-20817/home/10679116,NA,NA,N,Y,NA,6809 Selkirk Dr,20817,38.9805113&-77.1390704,"Bethesda, MD",NA,Bethesda,MD,38.9805113,-77.1390704,23617,2.3397337058514185
PAST SALE,NA,Townhouse,69e4,NA,3,2792,9082,1990,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/9703-Whitley-Park-Pl-20814/unit-TH-17/home/10700594,NA,NA,N,Y,NA,9703 Whitley Park Pl Unit TH-17,20814,39.0147502&-77.1090519,"Bethesda, MD",NA,Bethesda,MD,39.0147502,-77.1090519,9082,0.8182286251310403
PAST SALE,NA,Single Family Residential,1075e3,NA,2,1152,8805,1953,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/9517-Singleton-Dr-20817/home/10659479,NA,NA,N,Y,NA,9517 Singleton Dr,20817,39.012366&-77.117681,"Bethesda, MD",NA,Bethesda,MD,39.012366,-77.117681,8805,1.1842602762205952
PAST SALE,NA,Single Family Residential,789e3,NA,3,1544,7176,1953,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/9303-Wadsworth-Dr-20817/home/10659198,NA,NA,N,Y,NA,9303 Wadsworth Dr,20817,39.0088927&-77.1272066,"Bethesda, MD",NA,Bethesda,MD,39.0088927,-77.1272066,7176,1.705480899281795
PAST SALE,NA,Single Family Residential,11e5,NA,4,2751,24393,1953,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/7609-Glennon-Dr-20817/home/10887712,NA,NA,N,Y,NA,7609 Glennon Dr,20817,39.0087521&-77.156814,"Bethesda, MD",NA,Bethesda,MD,39.0087521,-77.156814,24393,3.0612866041499918
PAST SALE,NA,Single Family Residential,835e3,4,2.5,2461,15080,1963,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/8809-Honeybee-Ln-20817/home/10890068,NA,NA,N,Y,NA,8809 Honeybee Ln,20817,38.9990362&-77.1612929,"Bethesda, MD",NA,Bethesda,MD,38.9990362,-77.1612929,15080,3.4562946148900044
PAST SALE,September-14-2017,Townhouse,15e5,3,3.5,2582,1131,1999,441,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7447-Arlington-Rd-20814/home/10701893,MRIS,MC9936952,N,Y,"Sunday- Aug 27, 2017",7447 Arlington Rd,20814,38.984236&-77.097865,"Bethesda, MD",Edgemoor,Bethesda,MD,38.984236,-77.097865,1131,0.10923634714730186
PAST SALE,NA,Single Family Residential,155e4,NA,4.5,3644,7006,2004,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/5108-Saratoga-Ave-20816/home/10674333,NA,NA,N,Y,NA,5108 Saratoga Ave,20816,38.9584742&-77.0972786,"Bethesda, MD",NA,Bethesda,MD,38.9584742,-77.0972786,7006,0.6431928773610506
PAST SALE,NA,Single Family Residential,175e4,NA,5,2547,21500,1956,NA,NA,NA,NA,http://www.redfin.com/MD/Chevy-Chase/5300-Chamberlin-Ave-20815/home/10650525,NA,NA,N,Y,NA,5300 Chamberlin Ave,20815,38.9742017&-77.1079068,"Chevy Chase, MD",NA,Chevy Chase,MD,38.9742017,-77.1079068,21500,0.9580669868295741
PAST SALE,September-8-2017,Single Family Residential,138e4,5,4.5,2560,6295,1940,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7201-Clarendon-Rd-20814/home/10645876,MRIS,MC9916222,N,Y,"Tuesday- Aug 15, 2017",7201 Clarendon Rd,20814,38.9821381&-77.1005028,"Bethesda, MD",Edgemoor,Bethesda,MD,38.9821381,-77.1005028,6295,0.29517708421149325
PAST SALE,September-14-2017,Single Family Residential,899e3,3,3.5,3163,12486,1949,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/4822-Broad-Brook-Dr-20814/home/10664427,MRIS,MC10030579,N,Y,"Sunday- Aug 27, 2017",4822 Broad Brook Dr,20814,39.0127593&-77.0961944,"Bethesda, MD",Locust Hill Estates,Bethesda,MD,39.0127593,-77.0961944,12486,0.907231468246592
PAST SALE,September-8-2017,Single Family Residential,1627e3,6,4.5,4685,5087,2007,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/4613-Sleaford-Rd-20814/home/10654126,MRIS,MC9958575,N,Y,"Tuesday- Aug 15, 2017",4613 Sleaford Rd,20814,38.9879931&-77.0930037,"Bethesda, MD",Westboro,Bethesda,MD,38.9879931,-77.0930037,5087,0.29198544369831736
PAST SALE,September-15-2017,Townhouse,69e4,3,3.5,1408,1408,1979,490,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6660-Hillandale-Rd-20815/unit-43/home/142944139,MRIS,MC10008954,N,Y,"Tuesday- Aug 29, 2017",6660 Hillandale Rd #43,20815,38.9760044&-77.0984322,"Chevy Chase, MD",Kenwood Forest Ii,Chevy Chase,MD,38.9760044,-77.0984322,1408,0.5968468281803945
PAST SALE,September-27-2017,Single Family Residential,1521608,5,5.5,4158,5018,2017,185,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/10005-Fleming-Ave-20814/home/114081483,MRIS,MC9963563,N,Y,"Friday- Sep 22, 2017",10005 Fleming Ave,20814,39.0188022&-77.1118228,"Bethesda, MD",Grosvenor Heights,Bethesda,MD,39.0188022,-77.1118228,5018,0.6395580339967875
PAST SALE,September-14-2017,Single Family Residential,1028e3,5,3.5,2264,10687,1959,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6024-Onondaga-Rd-20816/home/10648072,MRIS,MC10005214,N,Y,"Sunday- Aug 27, 2017",6024 Onondaga Rd,20816,38.96435&-77.124677,"Bethesda, MD",Glen Echo Heights,Bethesda,MD,38.96435,-77.124677,10687,2.080043108164564
PAST SALE,NA,Single Family Residential,949e3,NA,2.5,1450,8569,1941,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/6008-Wynnwood-Rd-20816/home/10658894,NA,NA,N,Y,NA,6008 Wynnwood Rd,20816,38.9670997&-77.1226307,"Bethesda, MD",NA,Bethesda,MD,38.9670997,-77.1226307,8569,1.8724611304251595
PAST SALE,NA,Single Family Residential,221e4,NA,7,5170,12000,2012,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/5313-Wehawken-Rd-20816/home/10648980,NA,NA,N,Y,NA,5313 Wehawken Rd,20816,38.961272&-77.123671,"Bethesda, MD",NA,Bethesda,MD,38.961272,-77.123671,12000,2.0416341492815007
PAST SALE,NA,Single Family Residential,84e4,NA,3,1708,19150,1959,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/6604-Virginia-View-Ct-20816/home/10648593,NA,NA,N,Y,NA,6604 Virginia View Ct,20816,38.9629785&-77.1329068,"Bethesda, MD",NA,Bethesda,MD,38.9629785,-77.1329068,19150,2.483340574180976
PAST SALE,NA,Single Family Residential,179e4,NA,6.5,7117,44047,1990,NA,NA,NA,NA,http://www.redfin.com/MD/Bethesda/7013-Mountain-Gate-Dr-20817/home/10917988,NA,NA,N,Y,NA,7013 Mountain Gate Dr,20817,38.983158&-77.193213,"Bethesda, MD",NA,Bethesda,MD,38.983158,-77.193213,44047,4.166352208306501
PAST SALE,September-8-2017,Single Family Residential,1135e3,3,3.5,2979,11250,1938,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5137-Massachusetts-Ave-20816/home/10655454,MRIS,MC9989808,N,Y,"Tuesday- Aug 15, 2017",5137 Massachusetts Ave,20816,38.950444&-77.101149,"Bethesda, MD",Westmoreland Hills,Bethesda,MD,38.950444,-77.101149,11250,1.0985716495564244
PAST SALE,September-8-2017,Single Family Residential,285e4,5,6.5,6700,27274,1967,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5416-Falmouth-Rd-20816/home/10680510,MRIS,MC9946017,N,Y,"Tuesday- Aug 15, 2017",5416 Falmouth Rd,20816,38.95585&-77.1072352,"Bethesda, MD",Spring Hill,Bethesda,MD,38.95585,-77.1072352,27274,1.2079567083926641
PAST SALE,September-8-2017,Single Family Residential,21e5,5,6.5,4878,11628,1980,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5111-Cape-Cod-Ct-20816/home/10655210,MRIS,MC9993068,N,Y,"Tuesday- Aug 15, 2017",5111 Cape Cod Ct,20816,38.9527105&-77.1037728,"Bethesda, MD",Westmoreland Hills,Bethesda,MD,38.9527105,-77.1037728,11628,1.1225111267832075
PAST SALE,September-7-2017,Single Family Residential,12e5,4,3.5,3330,12983,1961,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6129-Overlea-Rd-20816/home/10675456,MRIS,MC9974728,N,Y,"Sunday- Aug 13, 2017",6129 Overlea Rd,20816,38.954004&-77.123472,"Bethesda, MD",Fort Sumner,Bethesda,MD,38.954004,-77.123472,12983,2.0852453265127977
PAST SALE,September-18-2017,Single Family Residential,67e4,3,2.5,2428,6505,1956,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5003-Rodman-Rd-20816/home/10654445,MRIS,MC10035911,N,Y,"Monday- Sep 04, 2017",5003 Rodman Rd,20816,38.95488&-77.09849,"Bethesda, MD",Westgate,Bethesda,MD,38.95488,-77.09849,6505,0.8015028656812099
PAST SALE,September-29-2017,Townhouse,114e4,3,2.5,3050,1166,1999,321,Sold,NA,NA,http://www.redfin.com/DC/Washington/5346-43rd-St-NW-20015/home/9957243,MRIS,DC9982257,N,Y,"Tuesday- Sep 26, 2017",5346 43rd St NW,20015,38.960439&-77.083909,"Washington, DC",Chevy Chase,Washington,DC,38.960439,-77.083909,1166,0.10119359280075989
PAST SALE,September-29-2017,Townhouse,114e4,3,2.5,3050,1166,1999,321,Sold,NA,NA,http://www.redfin.com/DC/Washington/5346-43rd-St-NW-20015/home/9957243,MRIS,DC9982257,N,Y,"Tuesday- Sep 26, 2017",5346 43rd St NW,20015,38.960439&-77.083909,"Washington, DC",Chevy Chase,Washington,DC,38.960439,-77.083909,1166,0.10119359280075989
PAST SALE,September-2-2017,Single Family Residential,1102e3,8,6,4242,25521,1983,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6409-Wiscasset-Rd-20816/home/10649221,MRIS,MC9912542,N,Y,"Thursday- Aug 03, 2017",6409 Wiscasset Rd,20816,38.9669218&-77.1302962,"Bethesda, MD",Glen Echo Heights,Bethesda,MD,38.9669218,-77.1302962,25521,2.2120466189379617
PAST SALE,September-15-2017,Single Family Residential,1193e3,4,4,2500,23796,1938,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6520-Hillmead-Rd-20817/home/10661807,MRIS,MC9947385,N,Y,"Tuesday- Aug 29, 2017",6520 Hillmead Rd,20817,39.0006098&-77.133608,"Bethesda, MD",Bradley Hills Grove,Bethesda,MD,39.0006098,-77.133608,23796,1.9688683685492925
PAST SALE,September-18-2017,Single Family Residential,84e4,4,3,2733,13011,1963,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/9815-Inglemere-Dr-20817/home/10672074,MRIS,MC10020891,N,Y,"Monday- Sep 04, 2017",9815 Inglemere Dr,20817,39.0176&-77.135354,"Bethesda, MD",Fernwood,Bethesda,MD,39.0176,-77.135354,13011,1.7642291768875042
PAST SALE,September-26-2017,Single Family Residential,835e3,4,3,3120,9443,1957,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6821-Algonquin-Ave-20817/home/10674061,MRIS,MC10010404,N,Y,"Wednesday- Sep 20, 2017",6821 Algonquin Ave,20817,38.986509&-77.1379277,"Bethesda, MD",Cohasset,Bethesda,MD,38.986509,-77.1379277,9443,2.2674415495416786
PAST SALE,September-18-2017,Single Family Residential,895e3,3,3,1691,16614,1954,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5906-Wilson-Ln-20817/home/10672780,MRIS,MC10036404,N,Y,"Monday- Sep 04, 2017",5906 Wilson Ln,20817,38.9892305&-77.1206703,"Bethesda, MD",Pineview,Bethesda,MD,38.9892305,-77.1206703,16614,1.3760873947776038
PAST SALE,September-28-2017,Single Family Residential,14e5,4,5.5,7150,30443,1939,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6730-Greentree-Rd-20817/home/10661797,MRIS,MC9767111,N,Y,"Sunday- Sep 24, 2017",6730 Greentree Rd,20817,39.0073357&-77.1365864,"Bethesda, MD",Bradley Hills Grove,Bethesda,MD,39.0073357,-77.1365864,30443,2.1604161111668043
PAST SALE,September-15-2017,Condo/Co-op,679e3,2,2,1027,1027,2005,681,Sold,NA,NA,http://www.redfin.com/DC/Washington/2020-12th-St-NW-20009/unit-410/home/10347289,MRIS,DC10034164,N,Y,"Tuesday- Aug 29, 2017",2020 12th St NW #410,20009,38.9176592&-77.028445,"Washington, DC",Old City #2,Washington,DC,38.9176592,-77.028445,1027,0.054407459311932735
PAST SALE,September-28-2017,Condo/Co-op,315e3,1,1,448,448,1910,241,Sold,NA,NA,http://www.redfin.com/DC/Washington/2611-Adams-Mill-Rd-NW-20009/unit-307/home/10006713,MRIS,DC10034549,N,Y,"Sunday- Sep 24, 2017",2611 Adams Mill Rd NW #307,20009,38.923836&-77.0438469,"Washington, DC",Mount Pleasant,Washington,DC,38.923836,-77.0438469,448,0.5326406855936825
PAST SALE,September-25-2017,Condo/Co-op,815e3,2,2,1044,1044,1991,212,Sold,NA,NA,http://www.redfin.com/DC/Washington/1501-Swann-St-NW-20009/unit-B/home/9868152,MRIS,DC10039223,N,Y,"Monday- Sep 18, 2017",1501 Swann St NW Unit B,20009,38.9149588&-77.0351675,"Washington, DC",Dupont,Washington,DC,38.9149588,-77.0351675,1044,0.36189804744133586
PAST SALE,September-15-2017,Condo/Co-op,515e3,1,1,880,880,2006,448,Sold,NA,NA,http://www.redfin.com/DC/Washington/929-Florida-Ave-NW-20001/unit-4001/home/21644110,MRIS,DC10003252,N,Y,"Tuesday- Aug 29, 2017",929 Florida Ave NW #4001,20001,38.918672&-77.0242293,"Washington, DC",Columbia Heights/u St,Washington,DC,38.918672,-77.0242293,880,0.2804508314126751
PAST SALE,September-25-2017,Condo/Co-op,45e4,1,1,714,714,1900,285,Sold,NA,NA,http://www.redfin.com/DC/Washington/2902-Porter-St-NW-20008/unit-51/home/10190691,MRIS,DC10033826,N,Y,"Monday- Sep 18, 2017",2902 Porter St NW #51,20008,38.9365947&-77.0595632,"Washington, DC",Cleveland Park,Washington,DC,38.9365947,-77.0595632,714,0.056881650490072766
PAST SALE,September-11-2017,Condo/Co-op,597500,1,2,852,852,2006,450,Sold,NA,NA,http://www.redfin.com/DC/Washington/1451-Belmont-St-NW-20009/unit-000305/home/11747756,MRIS,DC9997111,N,Y,"Monday- Aug 21, 2017",1451 Belmont St NW #305,20009,38.9207268&-77.0339589,"Washington, DC",Columbia Heights,Washington,DC,38.9207268,-77.0339589,852,0.3729119723418624
PAST SALE,September-15-2017,Condo/Co-op,366500,0,1,552,552,2003,299,Sold,NA,NA,http://www.redfin.com/DC/Washington/1441-Rhode-Island-Ave-NW-20005/unit-915/home/21648156,MRIS,DC10022935,N,Y,"Tuesday- Aug 29, 2017",1441 Rhode Island Ave NW #915,20005,38.9085968&-77.0337574,"Washington, DC",Old City #2,Washington,DC,38.9085968,-77.0337574,552,0.49026344755400403
PAST SALE,September-7-2017,Condo/Co-op,95e4,2,2.5,2036,2036,1985,1524,Sold,NA,NA,http://www.redfin.com/DC/Washington/1015-33rd-St-NW-20007/unit-707/home/9923051,MRIS,DC9881628,N,Y,"Sunday- Aug 13, 2017",1015 33rd St NW #707,20007,38.9038172&-77.0656245,"Washington, DC",Georgetown,Washington,DC,38.9038172,-77.0656245,2036,0.5907304388577157
PAST SALE,September-8-2017,Townhouse,919900,2,2,1365,1365,2016,175,Sold,NA,NA,http://www.redfin.com/DC/Washington/2464-Ontario-Rd-NW-20009/unit-4/home/108441866,MRIS,DC9972309,N,Y,"Tuesday- Aug 15, 2017",2464 Ontario Rd NW #4,20009,38.9223733&-77.0403517,"Washington, DC",Adams Morgan / Dupont,Washington,DC,38.9223733,-77.0403517,1365,0.5871615038423804
PAST SALE,NA,Condo/Co-op,213600,1,1,540,540,2016,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/1011-M-St-NW-20001/unit-205/home/113745561,NA,NA,N,Y,NA,1011 M St NW Unit 205,20001,38.905853&-77.0263797,"Washington, DC",NA,Washington,DC,38.905853,-77.0263797,540,0.2399268516200551
PAST SALE,September-8-2017,Condo/Co-op,709500,2,2,1610,1610,1925,275,Sold,NA,NA,http://www.redfin.com/DC/Washington/440-M-St-NW-20001/unit-1/home/9884484,MRIS,DC9952923,N,Y,"Tuesday- Aug 15, 2017",440 M St NW #1,20001,38.9054193&-77.0179789,"Washington, DC",Old City #2,Washington,DC,38.9054193,-77.0179789,1610,0.2132606675875811
PAST SALE,NA,Condo/Co-op,52e4,1,2,957,957,2003,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/1425-Euclid-St-NW-20009/unit-2/home/21647650,NA,NA,N,Y,NA,1425 Euclid St NW Apt 2,20009,38.9238171&-77.0330915,"Washington, DC",NA,Washington,DC,38.9238171,-77.0330915,957,0.33119162463307744
PAST SALE,NA,Condo/Co-op,506e3,2,3,1910,1910,2002,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/2328-Champlain-St-NW-20009/unit-417/home/10187779,NA,NA,N,Y,NA,2328 Champlain St NW Apt 417,20009,38.9206586&-77.0413024,"Washington, DC",NA,Washington,DC,38.9206586,-77.0413024,1910,0.6931522224607967
PAST SALE,September-9-2017,Condo/Co-op,195e3,0,1,322,322,1974,298,Sold,NA,NA,http://www.redfin.com/DC/Washington/2141-I-St-NW-20037/unit-407/home/9054506,MRIS,DC10039702,N,Y,"Thursday- Aug 17, 2017",2141 I St NW #407,20037,38.9010038&-77.048227,"Washington, DC",Foggy Bottom,Washington,DC,38.9010038,-77.048227,322,0.12413650618178299
PAST SALE,September-5-2017,Condo/Co-op,619900,2,2,1080,1080,1949,768,Sold,NA,NA,http://www.redfin.com/DC/Washington/1312-Massachusetts-Ave-NW-20005/unit-601/home/9873300,MRIS,DC9949603,N,Y,"Wednesday- Aug 09, 2017",1312 Massachusetts Ave NW #601,20005,38.9048619&-77.0303387,"Washington, DC",Central,Washington,DC,38.9048619,-77.0303387,1080,0.2838912620702661
PAST SALE,September-11-2017,Townhouse,766e3,2,2,1400,1440,1900,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1548-3rd-St-NW-20001/home/9884704,MRIS,DC10020578,N,Y,"Monday- Aug 21, 2017",1548 3rd St NW,20001,38.9108328&-77.0154703,"Washington, DC",Old City #2,Washington,DC,38.9108328,-77.0154703,1440,0.4087653634789547
PAST SALE,September-8-2017,Condo/Co-op,399999,2,1,992,992,1967,905,Sold,NA,NA,http://www.redfin.com/DC/Washington/700-7th-St-SW-20024/unit-533/home/9880692,MRIS,DC10036558,N,Y,"Tuesday- Aug 15, 2017",700 7th St SW #533,20024,38.8802668&-77.0215354,"Washington, DC",Rla (sw),Washington,DC,38.8802668,-77.0215354,992,0.3686699440155888
PAST SALE,September-5-2017,Condo/Co-op,116e4,2,2.5,1412,1412,2008,880,Sold,NA,NA,http://www.redfin.com/DC/Washington/1515-15th-St-NW-20005/unit-419/home/21645323,MRIS,DC10029571,N,Y,"Wednesday- Aug 09, 2017",1515 15th St NW #419,20005,38.909944&-77.0341615,"Washington, DC",Logan Circle,Washington,DC,38.909944,-77.0341615,1412,0.5595171278548333
PAST SALE,September-12-2017,Condo/Co-op,78e4,2,2.5,1667,1667,2006,816,Sold,NA,NA,http://www.redfin.com/DC/Washington/2501-Wisconsin-Ave-NW-20007/unit-7/home/11747359,MRIS,DC10025227,N,Y,"Wednesday- Aug 23, 2017",2501 Wisconsin Ave NW #7,20007,38.922841&-77.0725987,"Washington, DC",Observatory Circle,Washington,DC,38.922841,-77.0725987,1667,1.0571168562707893
PAST SALE,NA,Condo/Co-op,594500,1,1,730,730,1917,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/1801-16th-St-NW-20009/unit-209/home/96401468,NA,NA,N,Y,NA,1801 16th St NW Apt 209,20009,38.9143561&-77.0363653,"Washington, DC",NA,Washington,DC,38.9143561,-77.0363653,730,0.4376897742876371
PAST SALE,September-5-2017,Condo/Co-op,314e3,1,1,750,750,1949,458,Sold,NA,NA,http://www.redfin.com/DC/Washington/3025-Ontario-Rd-NW-20009/unit-105/home/119139131,MRIS,DC9967169,N,Y,"Wednesday- Aug 09, 2017",3025 Ontario Rd NW #105,20009,38.9260638&-77.0439265,"Washington, DC",Lanier Heights/adams Morgan,Washington,DC,38.9260638,-77.0439265,750,0.5079658898191809
PAST SALE,September-8-2017,Condo/Co-op,585e3,2,1,900,900,2008,541,Sold,NA,NA,http://www.redfin.com/DC/Washington/475-K-St-NW-20001/unit-319/home/21645387,MRIS,DC10017684,N,Y,"Tuesday- Aug 15, 2017",475 K St NW #319,20001,38.9031638&-77.0182534,"Washington, DC",Old City #2,Washington,DC,38.9031638,-77.0182534,900,0.26128116299107507
PAST SALE,September-7-2017,Condo/Co-op,365e3,1,1,650,650,1929,481,Sold,NA,NA,http://www.redfin.com/DC/Washington/2440-16th-St-NW-20009/unit-412/home/10005795,MRIS,DC10029347,N,Y,"Sunday- Aug 13, 2017",2440 16th St NW #412,20009,38.92196&-77.0371949,"Washington, DC",Mount Pleasant,Washington,DC,38.92196,-77.0371949,650,0.5134071337156699
PAST SALE,NA,Condo/Co-op,517e3,1,1,821,821,2009,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/1025-First-St-SE-20003/unit-904/home/39900708,NA,NA,N,Y,NA,1025 First St SE Apt 904,20003,38.8777481&-77.0063567,"Washington, DC",NA,Washington,DC,38.8777481,-77.0063567,821,0.18032268381625077
PAST SALE,September-13-2017,Condo/Co-op,321500,0,1,385,385,2006,199,Sold,NA,NA,http://www.redfin.com/DC/Washington/929-Florida-Ave-NW-20001/unit-4006/home/22057665,MRIS,DC10004936,N,Y,"Friday- Aug 25, 2017",929 Florida Ave NW #4006,20001,38.918672&-77.0242293,"Washington, DC",Shaw,Washington,DC,38.918672,-77.0242293,385,0.2804508314126751
PAST SALE,NA,Condo/Co-op,264900,1,1,463,463,1959,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/4840-MacArthur-Blvd-NW-20007/unit-606/home/12531173,NA,NA,N,Y,NA,4840 MacArthur Blvd NW Apt 606,20007,38.9170973&-77.0968538,"Washington, DC",NA,Washington,DC,38.9170973,-77.0968538,463,1.8818012443046819
