SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE
PAST SALE,September-8-2017,propertytype:Condo/Co-op,USD371500,2,2.0,1467,NA,1980,1088,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5101-River-Rd-20816/unit-502/home/113751394,MRIS,MC9980491,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-12-2017,propertytype:Condo/Co-op,USD209900,0,1.0,456,NA,1982,373,Sold,NA,NA,http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1124N/home/10692608,MRIS,MC10022062,N,Y,"Wednesday- Aug 23, 2017"
PAST SALE,September-13-2017,propertytype:Condo/Co-op,USD510000,2,2.0,1850,NA,1975,1064,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/4978-Sentinel-Dr-20816/unit-12-102/home/136949015,MRIS,MC9992334,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-14-2017,propertytype:Condo/Co-op,USD480000,2,2.0,1377,NA,1975,1293,Sold,NA,NA,http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-419/home/143730271,MRIS,MC10017237,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD845000,2,2.0,1448,NA,2007,983,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6820-Wisconsin-Ave-20815/unit-4014/home/12450113,MRIS,MC10018564,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD329000,1,1.5,1050,NA,1975,1043,Sold,NA,NA,http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-421-W/home/118516599,MRIS,MC9973544,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD470000,2,2.0,1408,NA,1989,790,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5000-Battery-Ln-20814/unit-308/home/10698674,MRIS,MC9792050,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD319900,1,1.0,629,NA,2000,466,Sold,NA,NA,http://www.redfin.com/MD/Chevy-Chase/7111-Woodmont-Ave-20815/unit-307/home/11202985,MRIS,MC9948831,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD475000,2,2.0,1553,NA,1973,1132,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/4920-Sentinel-Dr-20816/unit-3-405/home/143319840,MRIS,MC10034161,N,Y,"Friday- Sep 22, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD342000,NA,NA,712,NA,2000,NA,,NA,NA,http://www.redfin.com/MD/Chevy-Chase/7111-Woodmont-Ave-20815/unit-316/home/11203004,,,N,Y,NA
PAST SALE,,propertytype:Condo/Co-op,USD380000,NA,NA,723,NA,2000,NA,,NA,NA,http://www.redfin.com/MD/Chevy-Chase/7111-Woodmont-Ave-20815/unit-801/home/11203142,,,N,Y,NA
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD214000,2,1.0,922,NA,1975,468,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7557-Spring-Lake-Dr-20817/unit-C1/home/10904058,MRIS,MC9965551,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD270000,1,1.0,1040,NA,1980,782,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5101-River-Rd-20816/unit-1607/home/10690134,MRIS,MC9881506,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,,propertytype:Townhouse,USD605000,NA,NA,1679,3005,1977,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/6741-Kenwood-Forest-Ln-20815/unit-37/home/10687647,,,N,Y,NA
PAST SALE,,propertytype:Condo/Co-op,USD210000,0,1.0,773,NA,1981,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/10513-Montrose-Ave-20814/unit-10513/home/10535540,,,N,Y,NA
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD1025000,2,2.0,1733,NA,2008,1161,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7710-Woodmont-Ave-20814/unit-513/home/17487295,MRIS,MC10029386,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD167000,1,1.0,981,NA,1973,945,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5225-Pooks-Hill-Rd-20814/unit-108N/home/142182778,MRIS,MC10002921,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-26-2017,propertytype:Condo/Co-op,USD329000,1,1.0,626,NA,2000,466,Sold,NA,NA,http://www.redfin.com/MD/Chevy-Chase/7111-Woodmont-Ave-20815/unit-507/home/11205238,MRIS,MC9957643,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD590000,2,2.0,1750,NA,1975,1111,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/4974-Sentinel-Dr-20816/unit-13-104/home/130772378,MRIS,MC9986353,N,Y,"Monday- Sep 04, 2017"
