SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD226000,2,2.0,1480,NA,1984,710,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/15107-Interlachen-Dr-20906/unit-2-618/home/11128243,MRIS,MC10022698,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD115000,1,1.0,946,NA,1977,587,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/15100-Glade-Dr-20906/unit-11-1F/home/11100738,MRIS,MC10020402,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD275000,2,2.0,1280,NA,2002,624,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3200-N-Leisure-World-Blvd-20906/unit-309/home/11193694,MRIS,MC9955573,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD105000,2,2.0,1016,NA,1976,705,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3972-Bel-Pre-Rd-20906/unit-7/home/11095294,MRIS,MC10026723,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD54000,1,1.0,635,NA,1967,686,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3376-Chiswick-Ct-20906/unit-52-1B/home/28961977,MRIS,MC10029422,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD56000,1,1.0,635,NA,1967,655,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3378-Chiswick-Ct-20906/unit-52-1H/home/28961969,MRIS,MC10042029,N,Y,"Friday- Sep 22, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD187500,NA,NA,1035,NA,2004,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/3100-N-Leisure-World-Blvd-20906/unit-316/home/11205811,,,N,Y,NA
PAST SALE,,propertytype:Townhouse,USD140000,NA,NA,1385,5677,1975,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/3124-Beckenham-Ct-20906/unit-250-G/home/11091562,,,N,Y,NA
PAST SALE,September-12-2017,propertytype:Condo/Co-op,USD182000,0,1.0,598,NA,1965,331,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/8914-16th-St-20910/unit-8914/home/11096747,MRIS,MC9930017,N,Y,"Wednesday- Aug 23, 2017"
PAST SALE,September-14-2017,propertytype:Condo/Co-op,USD185000,2,2.0,1115,NA,1991,537,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3310-N-Leisure-World-Blvd-20906/unit-317/home/11138881,MRIS,MC10033902,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD125000,2,2.0,1148,NA,1982,742,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1121-University-Blvd-W-20902/unit-719-B/home/28431786,MRIS,MC9992757,N,Y,"Monday- Sep 04, 2017"
PAST SALE,,propertytype:Single Family Residential,USD411000,2,2.0,920,5164,1943,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/502-E-Wayne-Ave-20901/home/11027630,,,N,Y,NA
PAST SALE,,propertytype:Condo/Co-op,USD217000,NA,NA,1144,NA,1984,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/13113-Conductor-Way-20904/unit-239/home/10589925,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD530100,NA,2.0,956,5002,1941,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/8406-Houston-St-20910/home/10967936,,,N,Y,NA
PAST SALE,September-28-2017,propertytype:Townhouse,USD215000,2,2.0,915,1558,1983,75,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1450-Farmcrest-Way-20905/home/10587258,MRIS,MC9892508,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,,propertytype:Townhouse,USD217000,NA,NA,576,6055,1983,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/13814-Carter-House-Way-20904/unit-16-149/home/10588473,,,N,Y,NA
PAST SALE,September-22-2017,propertytype:Single Family Residential,USD330000,2,2.0,695,6000,1946,NA,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/11823-Idlewood-Rd-20906/home/11003870,MRIS,MC10031091,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-26-2017,propertytype:Condo/Co-op,USD458000,2,2.0,1257,NA,2006,586,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1201-East-West-Hwy-20910/unit-117/home/11759279,MRIS,MC10066077,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD163000,1,1.0,927,NA,1965,602,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/9039-Sligo-Creek-Pkwy-20901/unit-310/home/11113878,MRIS,MC10028519,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD374000,2,2.0,1590,NA,2006,1141,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-805/home/11760738,MRIS,MC9848361,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD119500,1,1.0,776,NA,1982,536,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1121-University-Blvd-W-20902/unit-1310-B/home/95959484,MRIS,MC9967231,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-18-2017,propertytype:Townhouse,USD196000,2,2.0,1050,NA,1980,756,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1900-Lyttonsville-Rd-20910/unit-1306/home/11108029,MRIS,MC10019146,N,Y,"Monday- Sep 04, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD196000,NA,NA,892,NA,1965,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/9039-Sligo-Creek-Pkwy-20901/unit-1406/home/11114327,,,N,Y,NA
PAST SALE,September-26-2017,propertytype:Single Family Residential,USD300000,2,2.0,1734,5181,1950,NA,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/308-Ladson-Rd-20901/home/11014912,MRIS,MC9772951,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD310000,2,2.0,1198,NA,2008,346,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/10864-Bucknell-Dr-20902/unit-302/home/12450900,MRIS,MC10037449,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD245000,2,1.0,832,3942,1952,NA,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1023-Ruatan-St-20903/home/10993536,MRIS,MC9948866,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Single Family Residential,USD367500,2,1.5,1040,6071,1950,NA,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/2500-Kimberly-St-20902/home/11030487,MRIS,MC9981893,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-26-2017,propertytype:Condo/Co-op,USD267000,2,1.0,824,NA,1948,385,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/8203-Grubb-Rd-20910/unit-G-101/home/21943240,MRIS,MC10033903,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD189000,2,2.0,1317,NA,1984,757,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/15100-Interlachen-Dr-20906/unit-917/home/114015052,MRIS,MC9955446,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD330000,1,1.0,880,NA,2006,354,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1201-East-West-Hwy-20910/unit-250/home/11760603,MRIS,MC10017777,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD175000,2,2.5,1445,NA,1970,727,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3204-Gleneagles-Dr-20906/unit-109C/home/11088460,MRIS,MC10042226,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD249900,1,1.0,860,NA,2006,689,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-1202/home/11760762,MRIS,MC10029424,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-6-2017,propertytype:Condo/Co-op,USD205000,2,2.0,938,NA,1992,243,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/2700-Snowbird-Ter-20906/unit-7-13/home/11140198,MRIS,MC10015883,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-5-2017,propertytype:Condo/Co-op,USD83000,1,1.0,990,NA,1967,716,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3320-Gleneagles-Dr-20906/unit-68-1B/home/28962263,MRIS,MC9988732,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD157000,2,2.0,980,NA,1991,486,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3310-N-Leisure-World-Blvd-20906/unit-518/home/141529071,MRIS,MC10000892,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD332000,2,2.0,1305,NA,2002,632,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3200-N-Leisure-World-Blvd-20906/unit-804/home/11193730,MRIS,MC9995269,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-14-2017,propertytype:Condo/Co-op,USD140000,2,2.0,1273,NA,1977,688,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3500-Forest-Edge-Dr-20906/unit-15-1C/home/11100991,MRIS,MC10027031,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD186000,NA,NA,1053,NA,1991,NA,,NA,NA,http://www.redfin.com/MD/Silver-Spring/6-Valleyfield-Ct-20906/unit-3-6/home/11139876,,,N,Y,NA
PAST SALE,September-26-2017,propertytype:Townhouse,USD147700,2,2.0,1600,NA,1967,824,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3486-Chiswick-Ct-20906/unit-41-H/home/28961611,MRIS,MC9979808,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD152500,2,2.5,1359,NA,1975,618,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3184-Adderley-Ct-20906/unit-240-F/home/11091337,MRIS,MC10069025,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD135000,1,1.5,946,NA,1996,525,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/14809-Pennfield-Cir-20906/unit-314/home/11145493,MRIS,MC9944574,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-15-2017,propertytype:Townhouse,USD160000,1,1.0,900,NA,1984,240,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/13213-Conductor-Way-20904/unit-258/home/10590790,MRIS,MC10016977,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD147000,2,2.0,1600,NA,1968,843,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3673-S-Leisure-World-Blvd-20906/unit-15-D/home/28961802,MRIS,MC9999752,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-15-2017,propertytype:Townhouse,USD220000,2,1.0,946,3750,1950,NA,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/8442-New-Hampshire-Ave-20903/home/10971460,MRIS,PG10013586,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD190000,2,2.0,1090,NA,2001,581,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/3210-N-Leisure-World-Blvd-20906/unit-202/home/11186384,MRIS,MC9968728,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD62000,1,1.0,759,NA,1973,391,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/20904-Cherry-Hill-Rd-20904/unit-ME-203/home/113911055,MRIS,MC9945257,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-11-2017,propertytype:Condo/Co-op,USD149000,2,1.5,950,NA,1984,510,Sold,NA,NA,http://www.redfin.com/MD/Silver-Spring/15107-Interlachen-Dr-20906/unit-2-1005/home/11128451,MRIS,MC9920144,N,Y,"Monday- Aug 21, 2017"
