URL,ADDRESS,ZIP_CODE,LAT_LON,CITY_STATE,LOCATION
http://www.redfin.com/VA/Arlington/1967-N-Adams-St-22201/home/11246892,1967 Adams St N,'222010000,38.896253&-77.088678,"Arlington, Virginia",Potomac Ridge
http://www.redfin.com/VA/Arlington/2416-S-Culpeper-St-22206/home/11265914,2416 Culpeper St S,'222060000,38.843885&-77.104742,"Arlington, Virginia",Claremont
http://www.redfin.com/VA/Arlington/4901-11th-St-N-22205/home/11235927,4901 11th St N,'222050000,38.883945&-77.122131,"Arlington, Virginia",Waycroft-woodlawn
http://www.redfin.com/VA/Arlington/908-N-Lexington-St-22205/home/11241807,908 Lexington St,'222050000,38.8778975&-77.1340135,"Arlington, Virginia",Bon Air / Bluemont
http://www.redfin.com/VA/Arlington/5924-Washington-Blvd-22205/home/11238432,5924 Washington Blvd,'222050000,38.8860056&-77.1431117,"Arlington, Virginia","Fostoria, Highland Park"
http://www.redfin.com/VA/Arlington/2080-N-Oakland-St-22207/home/11279135,2080 Oakland St N,'222070000,38.896024&-77.1067489,"Arlington, Virginia",Bromptons At Cherrydale
http://www.redfin.com/VA/Arlington/5714-9th-Rd-N-22205/home/11241817,5714 9th Rd N,'222050000,38.8782293&-77.133137,"Arlington, Virginia",Bon Air
http://www.redfin.com/VA/Arlington/5919-1st-St-S-22204/home/11258517,5919 1st St S,'222040000,38.8655332&-77.1337365,"Arlington, Virginia",Carlin Springs
http://www.redfin.com/VA/Arlington/2416-N-Quantico-St-22207/home/11226025,2416 Quantico St,'222070000,38.8936228&-77.1539838,"Arlington, Virginia",Arlington
http://www.redfin.com/VA/McLean/6125-Old-Dominion-Dr-22101/home/9847501,6125 Old Dominion Dr,'221010000,38.914366&-77.147967,"Mclean, Virginia",Woodland Acres
http://www.redfin.com/VA/Arlington/Undisclosed-address-22207/home/11226553,,'222070000,38.9080191&-77.1495742,"Arlington, Virginia",Crescent Hills
http://www.redfin.com/VA/Arlington/6316-26th-St-N-22207/home/11226017,6316 26th St N,'222070000,38.894337&-77.1550199,"Arlington, Virginia",Somerset
http://www.redfin.com/VA/Arlington/4659-34th-St-N-22207/home/11229652,4659 34th St N,'222070000,38.9131069&-77.129605,"Arlington, Virginia",
http://www.redfin.com/VA/Arlington/1110-18th-St-S-22202/home/11276724,1110 18th St S,'222020000,38.8566626&-77.0657543,"Arlington, Virginia",Addison Heights
http://www.redfin.com/VA/Arlington/2527-S-Kenmore-Ct-22206/home/28681802,2527 Kenmore Ct,'222060000,38.8462168&-77.085183,"Arlington, Virginia",Shirlington Crest
http://www.redfin.com/VA/Arlington/3942-9th-Rd-S-22204/home/11261592,3942 9th Rd S,'222040000,38.8605986&-77.0962023,"Arlington, Virginia",Dundree Knolls
http://www.redfin.com/VA/Arlington/2353-S-Meade-St-22202/home/11277637,2353 Meade St S,'222020000,38.8510411&-77.0681251,"Arlington, Virginia",Club Manor Est
http://www.redfin.com/VA/Arlington/1924-S-Langley-St-22204/home/11271502,1924 Langley St,'222040000,38.8522958&-77.0889555,"Arlington, Virginia",Nauck
http://www.redfin.com/VA/Arlington/969-S-Randolph-St-22204/home/18395475,969 Randolph St S,'222040000,38.8596256&-77.1002295,"Arlington, Virginia",Alcova Row
http://www.redfin.com/VA/Arlington/829-S-Utah-St-22204/home/109522279,829 Utah St S,'222040000,38.8596929&-77.1060209,"Arlington, Virginia",Belmont Pointe
http://www.redfin.com/VA/Arlington/3923-7th-St-S-22204/home/11260954,3923 7th St S,'222040000,38.863995&-77.100115,"Arlington, Virginia",Alcova Heights
http://www.redfin.com/VA/Arlington/3020-S-Hill-St-22202/home/11277050,3020 Hill St,'222020000,38.8455319&-77.0608697,"Arlington, Virginia",Aurora Hills
http://www.redfin.com/VA/Arlington/2840-S-Meade-St-22206/home/11277807,2840 Meade St,'222060000,38.845323&-77.070373,"Arlington, Virginia",Olde Factory
http://www.redfin.com/VA/Arlington/825-S-Utah-St-22204/home/109522288,825 Utah St S,'222040000,38.8600309&-77.1061353,"Arlington, Virginia",Belmont Pointe
