SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD527500,2,1.5,1232,NA,1979,395,Sold,NA,NA,http://www.redfin.com/VA/Arlington/706-15th-St-S-22202/unit-5-E-1/home/11275537,MRIS,AR9990339,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-19-2017,propertytype:Townhouse,USD420000,2,2.0,2030,NA,1944,426,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2873-S-Abingdon-St-22206/unit-B1/home/11266819,MRIS,AR10038577,N,Y,"Wednesday- Sep 06, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD385000,1,2.0,1490,NA,1940,NA,,NA,NA,http://www.redfin.com/VA/Arlington/4437-36th-St-S-22206/unit-A1/home/11269816,,,N,Y,NA
PAST SALE,,propertytype:Condo/Co-op,USD100000,1,1.0,633,NA,1967,NA,,NA,NA,http://www.redfin.com/VA/Arlington/3404-25th-St-S-22206/unit-41/home/11272309,,,N,Y,NA
PAST SALE,September-13-2017,propertytype:Condo/Co-op,USD402500,1,1.0,872,NA,2006,371,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-231/home/143216439,MRIS,AR10029873,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-13-2017,propertytype:Condo/Co-op,USD522000,2,2.0,1186,NA,2005,562,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1001-N-Vermont-St-22201/unit-607/home/11280175,MRIS,AR10002235,N,Y,"Friday- Aug 25, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD205000,2,2.0,960,NA,1992,NA,,NA,NA,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1627/home/11246661,,,N,Y,NA
PAST SALE,September-11-2017,propertytype:Condo/Co-op,USD485000,1,1.0,839,NA,2005,330,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-429/home/11281285,MRIS,AR9978007,N,Y,"Monday- Aug 21, 2017"
PAST SALE,September-8-2017,propertytype:Condo/Co-op,USD510000,2,2.0,1040,NA,2000,502,Sold,NA,NA,http://www.redfin.com/VA/Arlington/880-N-Pollard-St-22203/unit-925/home/11280667,MRIS,AR9952211,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-13-2017,propertytype:Condo/Co-op,USD335000,2,1.0,935,NA,1983,335,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2429-S-Walter-Reed-Dr-22206/unit-17-9/home/11267687,MRIS,AR10014298,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-5-2017,propertytype:Condo/Co-op,USD280000,2,1.5,1000,NA,1963,588,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4343-Lee-Hwy-22207/unit-305/home/11233382,MRIS,AR9934507,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,September-20-2017,propertytype:Townhouse,USD740000,2,3.5,2257,1618,1982,155,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1015-N-George-Mason-Dr-22205/home/11235861,MRIS,AR9998460,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD105000,1,1.0,887,NA,1992,310,Sold,NA,NA,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1431/home/11246623,MRIS,AR9821741,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD402500,1,1.0,872,NA,2006,NA,,NA,NA,http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-231/home/12040687,,,N,Y,NA
PAST SALE,September-6-2017,propertytype:Townhouse,USD610000,2,2.0,1400,620,1984,100,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1109-N-Vernon-St-22201/home/11244216,MRIS,AR10015880,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-14-2017,propertytype:Condo/Co-op,USD225000,1,1.0,690,NA,1965,474,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4201-Lee-Hwy-22207/unit-704/home/11233485,MRIS,AR9983011,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD542000,2,2.0,1166,NA,2006,425,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-417/home/12040737,MRIS,AR10035710,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD97000,1,1.0,634,NA,1992,219,Sold,NA,NA,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1609/home/11246649,MRIS,AR9835714,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-21-2017,propertytype:Condo/Co-op,USD210000,1,1.0,809,NA,1965,584,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4201-Lee-Hwy-22207/unit-803/home/11233494,MRIS,AR10016108,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,,propertytype:Single Family Residential,USD515000,2,1.5,1158,9438,1947,NA,,NA,NA,http://www.redfin.com/VA/Arlington/5220-11th-St-S-22204/home/11265151,,,N,Y,NA
PAST SALE,September-13-2017,propertytype:Single Family Residential,USD600000,2,2.0,1058,6200,1953,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5933-1st-St-N-22203/home/11241400,MRIS,AR9987969,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD260000,1,1.0,758,NA,1947,436,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1336-N-Ode-St-22209/unit-3/home/11251962,MRIS,AR9924134,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-6-2017,propertytype:Condo/Co-op,USD340000,1,1.0,721,NA,1987,491,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2100-Lee-Hwy-22201/unit-321/home/11249870,MRIS,AR10026661,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-8-2017,propertytype:Condo/Co-op,USD762000,2,2.0,947,NA,2008,725,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2001/home/16898372,MRIS,AR9996535,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD139000,0,1.0,383,NA,1955,313,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-1026/home/11254048,MRIS,AR9953400,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD370000,2,2.0,834,NA,2005,320,Sold,NA,NA,http://www.redfin.com/VA/Arlington/231-N-Thomas-St-22203/unit-304/home/11281556,MRIS,AR9972541,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-20-2017,propertytype:Townhouse,USD285000,2,1.0,756,NA,1939,387,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2600-16th-St-S-22204/unit-714/home/11273051,MRIS,AR9938409,N,Y,"Friday- Sep 08, 2017"
PAST SALE,,propertytype:Townhouse,USD452000,2,2.5,1315,NA,1984,NA,,NA,NA,http://www.redfin.com/VA/Arlington/4923-7th-Rd-S-22204/home/11259602,,,N,Y,NA
PAST SALE,September-19-2017,propertytype:Condo/Co-op,USD430000,1,1.0,781,NA,2006,370,Sold,NA,NA,http://www.redfin.com/VA/Arlington/820-N-Pollard-St-22203/unit-515/home/12040926,MRIS,AR10011387,N,Y,"Wednesday- Sep 06, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD250000,1,1.0,673,NA,1983,335,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4512-28th-Rd-S-22206/unit-11-13/home/11267788,MRIS,AR9951569,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD330000,2,1.0,875,NA,1950,325,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2657-S-Walter-Reed-Dr-22206/unit-B/home/11268024,MRIS,AR10039876,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-28-2017,propertytype:Townhouse,USD475000,2,2.0,1500,NA,1940,324,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4502-34th-St-S-22206/home/11269930,MRIS,AR10038344,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-6-2017,propertytype:Condo/Co-op,USD230000,2,2.0,981,NA,1992,355,Sold,NA,NA,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1220/home/11246595,MRIS,AR10009989,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD874900,2,2.5,1800,NA,2010,513,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1811-14th-St-N-22209/unit-C103/home/142516545,MRIS,AR10005568,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-21-2017,propertytype:Condo/Co-op,USD620000,2,2.0,1242,NA,2006,515,Sold,NA,NA,http://www.redfin.com/VA/Arlington/820-N-Pollard-St-22203/unit-408/home/12040904,MRIS,AR9964951,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-21-2017,propertytype:Condo/Co-op,USD622500,2,2.0,965,NA,2005,532,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1205-N-Garfield-St-22201/unit-405/home/11281042,MRIS,AR9977664,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-26-2017,propertytype:Condo/Co-op,USD465000,1,1.0,880,NA,1986,582,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1530-Key-Blvd-22209/unit-411/home/11250437,MRIS,AR10036801,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD360000,1,1.0,721,NA,1987,491,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2100-Lee-Hwy-22201/unit-234/home/11249836,MRIS,AR10022247,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD430000,2,2.0,1100,NA,1987,662,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2100-Lee-Hwy-22201/unit-517/home/11249964,MRIS,AR10031252,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD197000,2,1.0,835,NA,1947,564,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5005-10th-St-S-22204/unit-6/home/11265107,MRIS,AR10028176,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-22-2017,propertytype:Condo/Co-op,USD402500,1,2.0,1528,NA,1944,399,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2930-S-Buchanan-St-22206/unit-A2/home/11268789,MRIS,AR10030495,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-6-2017,propertytype:Condo/Co-op,USD108000,1,1.0,789,NA,1961,539,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5101-8th-Rd-S-22204/unit-414/home/11259174,MRIS,AR9959205,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD186000,2,1.0,763,NA,1948,471,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5224-8th-Rd-S-22204/unit-3/home/11281671,MRIS,AR9996277,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-28-2017,propertytype:Condo/Co-op,USD257000,2,1.5,1063,NA,1969,497,Sold,NA,NA,http://www.redfin.com/VA/Arlington/5001-7th-Rd-S-22204/unit-202/home/11259552,MRIS,AR10041417,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD172500,0,1.0,489,NA,1980,305,Sold,NA,NA,http://www.redfin.com/VA/Alexandria/1225-Martha-Custis-Dr-22302/unit-1502/home/11863235,MRIS,AX10037568,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD350000,2,1.0,1121,NA,1944,340,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3079-S-Buchanan-St-22206/unit-B1/home/11269200,MRIS,AR10039464,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD387500,2,2.0,1490,NA,1940,288,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3346-S-Wakefield-St-22206/unit-A2/home/11269452,MRIS,AR9933384,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD222000,1,1.0,815,NA,1980,508,Sold,NA,NA,http://www.redfin.com/VA/Alexandria/1225-Martha-Custis-Dr-22302/unit-1612/home/11863265,MRIS,AX10040306,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD490000,2,2.0,870,5937,1951,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2015-S-Oakland-St-22204/home/11271663,MRIS,AR9938293,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-5-2017,propertytype:Condo/Co-op,USD550000,2,2.0,1166,NA,2006,430,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-317/home/12040705,MRIS,AR10029566,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD233000,2,2.0,1067,NA,1972,662,Sold,NA,NA,http://www.redfin.com/VA/Falls-Church/3101-S-Manchester-St-22044/unit-516/home/9570397,MRIS,FX10009871,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD635000,2,2.0,864,2629,1938,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1061-N-Nelson-St-22201/home/11245258,MRIS,AR10035458,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-18-2017,propertytype:Condo/Co-op,USD255000,1,1.0,579,NA,1973,374,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4141-N-Henderson-Rd-22203/unit-920/home/11257396,MRIS,AR10010074,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD649608,2,2.0,998,NA,2005,522,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1205-N-Garfield-St-22201/unit-608/home/11281067,MRIS,AR9975012,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-27-2017,propertytype:Condo/Co-op,USD158500,1,1.0,785,NA,1970,487,Sold,NA,NA,http://www.redfin.com/VA/Falls-Church/6001-Arlington-Blvd-22044/unit-914/home/9569127,MRIS,FX9998149,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-8-2017,propertytype:Condo/Co-op,USD145000,1,1.0,514,NA,1955,352,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1121-Arlington-Blvd-22209/unit-604/home/113532210,MRIS,AR9895773,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD837400,2,2.0,1175,NA,2008,NA,,NA,NA,http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2008/home/16898366,,,N,Y,NA
PAST SALE,September-20-2017,propertytype:Condo/Co-op,USD1380000,2,2.5,2068,NA,2002,1643,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1201-N-Nash-St-22209/unit-402/home/11279041,MRIS,AR10056002,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-11-2017,propertytype:Condo/Co-op,USD234000,1,1.0,684,NA,1958,509,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1300-S-Arlington-Ridge-Rd-22202/unit-609/home/11275454,MRIS,AR9990705,N,Y,"Monday- Aug 21, 2017"
PAST SALE,September-29-2017,propertytype:Condo/Co-op,USD610000,2,2.0,1338,NA,1984,996,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1805-Crystal-Dr-22202/unit-908S/home/11274185,MRIS,AR9988932,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-7-2017,propertytype:Condo/Co-op,USD330000,1,1.0,676,NA,1984,498,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1805-Crystal-Dr-22202/unit-803S/home/11274162,MRIS,AR9951248,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD175000,1,1.0,643,NA,1980,401,Sold,NA,NA,http://www.redfin.com/VA/Alexandria/1225-Martha-Custis-Dr-22302/unit-415/home/11863047,MRIS,AX10005804,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-15-2017,propertytype:Condo/Co-op,USD264900,1,1.0,711,NA,1944,330,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4724-29th-St-S-22206/unit-C2/home/11268595,MRIS,AR9970497,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-19-2017,propertytype:Condo/Co-op,USD385000,2,2.0,1078,NA,1982,375,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2819-S-Woodrow-St-22206/unit-E/home/143204072,MRIS,AR10029196,N,Y,"Wednesday- Sep 06, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD580000,2,3.5,1836,NA,1979,440,Sold,NA,NA,http://www.redfin.com/VA/Arlington/2420-S-Walter-Reed-Dr-22206/unit-1/home/81825643,MRIS,AR10035744,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD495000,2,2.0,1500,NA,1940,410,Sold,NA,NA,http://www.redfin.com/VA/Arlington/4225-32nd-Rd-S-22206/unit-275/home/11269666,MRIS,AR10021644,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-21-2017,propertytype:Single Family Residential,USD450000,2,1.0,828,6031,1957,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/813-S-Quincy-St-22204/home/11261281,MRIS,AR10025309,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-22-2017,propertytype:Townhouse,USD523000,2,1.5,1232,NA,1979,359,Sold,NA,NA,http://www.redfin.com/VA/Arlington/1605-S-Hayes-St-22202/unit-A/home/143105003,MRIS,AR10024408,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-15-2017,propertytype:Townhouse,USD577000,2,2.5,1152,2553,1940,NA,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3617-1st-Rd-S-22204/home/11262062,MRIS,AR10034300,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-27-2017,propertytype:Townhouse,USD480000,2,2.0,1500,NA,1940,315,Sold,NA,NA,http://www.redfin.com/VA/Arlington/3534-S-Wakefield-St-22206/unit-N-A/home/143304508,MRIS,AR10029145,N,Y,"Friday- Sep 22, 2017"
