URL,ADDRESS,ZIP_CODE,LAT_LON,CITY_STATE,LOCATION
http://www.redfin.com/MD/Silver-Spring/1621-Whitehall-Dr-20904/home/35615526,1621 Whitehall Dr,'209040000,39.04136&-76.977825,"Silver Spring, MD",Montgomery-white Oak
http://www.redfin.com/MD/Silver-Spring/614-Pershing-Dr-20910/home/10951175,614 Pershing Dr,'209100000,39.0000198&-77.0214641,"Silver Spring, MD",Wheaton Out Res. (1)
http://www.redfin.com/MD/Silver-Spring/1127-Caddington-Ave-20901/home/11056358,1127 Caddington Ave,'209010000,39.0348036&-77.0201288,"Silver Spring, MD",Forest Knolls
http://www.redfin.com/MD/Silver-Spring/2146-Little-Sorrel-Way-20902/home/44617532,2146 Little Sorrel Way,'209020000,39.045806&-77.0498719,"Silver Spring, MD",Leesborough
http://www.redfin.com/MD/Silver-Spring/10709-Torrance-Dr-20902/home/11010902,10709 Torrance Dr,'209020000,39.0324036&-77.0527026,"Silver Spring, MD",Kensington Heights
http://www.redfin.com/MD/Silver-Spring/2419-Churchill-Rd-20902/home/10990735,2419 Churchill Rd,'209020000,39.0213799&-77.0523656,"Silver Spring, MD",Mckenny Hills
http://www.redfin.com/MD/Silver-Spring/2417-Evans-Dr-20902/home/10982440,2417 Evans Dr,'209020000,39.0263303&-77.0510741,"Silver Spring, MD",Carroll Knolls
http://www.redfin.com/MD/Silver-Spring/10420-Eastwood-Ave-20901/home/10965878,10420 Eastwood Ave,'209010000,39.028104&-77.013853,"Silver Spring, MD",Northwood Park
http://www.redfin.com/MD/Silver-Spring/10603-Huntley-Pl-20902/home/11017683,10603 Huntley Pl,'209020000,39.0304422&-77.0371662,"Silver Spring, MD",Chestnut Ridge Manor
http://www.redfin.com/MD/Silver-Spring/302-Normandy-Dr-20901/home/10961208,302 Normandy Dr,'209010000,39.0131138&-77.0151313,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/4018-Ingersol-Dr-20902/home/11028719,4018 Ingersol Dr,'209020000,39.04437&-77.079738,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/317-Saint-Lawrence-Dr-20901/home/11015526,317 Saint Lawrence Dr,'209010000,39.0217093&-77.0030593,"Silver Spring, MD",
http://www.redfin.com/MD/Fulton/11521-Green-St-20759/home/108438166,11521 Green St,'207590000,39.018142&-76.982254,"Fulton, MD",
http://www.redfin.com/MD/Silver-Spring/9872-Hollow-Glen-Pl-20910/unit-2524B/home/11097183,9872 Hollow Glen Pl Unit 2524B,'209100000,39.0160608&-77.0528133,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/1707-Sherwood-Rd-20902/home/10987115,1707 Sherwood Rd,'209020000,39.0176775&-77.03887,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/1301-Caddington-Ave-20901/home/11055981,1301 Caddington Ave,'209010000,39.0345129&-77.021357,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/8830-Piney-Branch-Rd-20903/unit-1107/home/11102391,8830 Piney Branch Rd Apt 1107,'209030000,39.0004495&-76.9930299,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/1814-Sherwood-Rd-20902/home/10986908,1814 Sherwood Rd,'209020000,39.017104&-77.041344,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/1109-W-Nolcrest-Dr-20903/home/10562456,1109 W Nolcrest Dr,'209030000,39.0320364&-76.9891656,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/424-Neale-Ave-20901/home/10562903,424 Neale Ave,'209010000,39.035182&-77.0023649,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/109-Claybrook-Dr-20902/home/11048597,109 Claybrook Dr,'209020000,39.0455786&-77.0125916,"Silver Spring, MD",
http://www.redfin.com/MD/Silver-Spring/301-Burnt-Mills-Ave-20901/home/10562924,301 Burnt Mills Ave,'209010000,39.0361339&-77.0054313,"Silver Spring, MD",Burnt Mills Manor
http://www.redfin.com/MD/Silver-Spring/8809-Maywood-Ave-20910/home/10997121,8809 Maywood Ave,'209100000,38.9997474&-77.0451811,"Silver Spring, MD",Rosemary Hills
http://www.redfin.com/MD/Silver-Spring/1005-Lanark-Way-20901/home/11007998,1005 Lanark Way,'209010000,39.0221029&-77.0251464,"Silver Spring, MD",Argyle Forest
http://www.redfin.com/MD/Silver-Spring/2307-Churchill-Rd-20902/home/10990289,2307 Churchill Rd,'209020000,39.0214686&-77.0490931,"Silver Spring, MD",Mckenny Hills
http://www.redfin.com/MD/Silver-Spring/2206-Ellis-St-20910/home/11071131,2206 Ellis St,'209100000,39.01457&-77.04673,"Silver Spring, MD",Forest Glen Knolls
http://www.redfin.com/MD/Silver-Spring/10416-Hemley-Ln-20902/home/10981108,10416 Hemley Ln,'209020000,39.02757&-77.0386879,"Silver Spring, MD",
