URL,ADDRESS,ZIP_CODE,LAT_LON,CITY_STATE,LOCATION
http://www.redfin.com/DC/Washington/1911-Sudbury-Rd-NW-20012/home/10020522,1911 Sudbury Rd NW,'200120000,38.9891099&-77.0452818,"Washington, COLORADO",Colonial Village
http://www.redfin.com/DC/Washington/3108-Apple-Rd-NE-20018/unit-12/home/10107617,3108 Apple Rd NE #12,'200180000,38.9246563&-76.9623769,"Washington, DC",Fort Lincoln
http://www.redfin.com/DC/Washington/5077-8th-St-NE-20017/home/10084077,5077 8th St NE,'200170000,38.951809&-76.993629,"Washington, DC",Riggs Park
http://www.redfin.com/DC/Washington/4917-Foote-St-NE-20019/home/10127272,4917 Foote St NE,'200190000,38.8967739&-76.9307744,"Washington, DC",Deanwood
http://www.redfin.com/DC/Washington/1110-Park-Rd-NW-20010/home/10028458,1110 Park Rd NW,'200100000,38.931403&-77.028578,"Washington, DC",Columbia Heights
http://www.redfin.com/DC/Washington/2415-E-St-NE-20002/home/10113069,2415 E St NE,'200020000,38.8959265&-76.9721738,"Washington, DC",Old City #1
http://www.redfin.com/DC/Washington/4928-Sargent-Rd-NE-20017/home/10089665,4928 Sargent Rd NE,'200170000,38.9488756&-76.9898016,"Washington, DC",Riggs Park
http://www.redfin.com/DC/Washington/1004-Monroe-St-NW-20010/home/10028187,1004 Monroe St NW,'200100000,38.932566&-77.027758,"Washington, DC",Columbia Heights
http://www.redfin.com/DC/Washington/4114-Jenifer-St-NW-20015/home/9961420,4114 Jenifer St NW,'200150000,38.9588427&-77.0812489,"Washington, DC",Chevy Chase
http://www.redfin.com/DC/Washington/3642-Wright-Ter-20018/home/96361032,3642 Wright Trl NE,'200180000,38.9234053&-76.9549073,"Washington, DC",Fort Lincoln
http://www.redfin.com/DC/Washington/3100-24th-St-SE-20020/home/10160501,3100 24th St SE,'200200000,38.852865&-76.971887,"Washington, COLORADO",Randle Heights
http://www.redfin.com/DC/Washington/1853-Bruce-Pl-SE-20020/home/11745598,1853 Bruce Pl SE,'200200000,38.851689&-76.977898,"Washington, DC",Randle Heights
http://www.redfin.com/DC/Washington/1608-Crittenden-St-NE-20017/home/10100721,1608 Crittenden St NE,'200170000,38.9472823&-76.9826827,"Washington, DC",Michigan Park
http://www.redfin.com/DC/Washington/5031-Just-St-NE-20019/home/10126701,5031 Just St NE,'200190000,38.90242&-76.9289,"Washington, DC",
http://www.redfin.com/DC/Washington/3049-Clinton-St-NE-20018/home/10106418,3049 Clinton St NE,'200180000,38.9311692&-76.9643812,"Washington, DC",Woodridge
http://www.redfin.com/DC/Washington/4312-Polk-St-NE-20019/home/10121737,4312 Polk St NE,'200190000,38.909863&-76.941424,"Washington, DC",
http://www.redfin.com/DC/Washington/525-21st-St-NE-20002/home/10112705,525 21st St NE,'200020000,38.8968475&-76.9741618,"Washington, DC",
http://www.redfin.com/DC/Washington/3904-Q-St-SE-20020/home/10138501,3904 Q St SE,'200200000,38.8683152&-76.9468954,"Washington, DC",
http://www.redfin.com/DC/Washington/5402-Blaine-St-NE-20019/home/10131131,5402 Blaine St NE,'200190000,38.8916576&-76.9236449,"Washington, DC",Deanwood
http://www.redfin.com/DC/Washington/1633-11th-Pl-NE-20002/home/10094825,1633 11th Pl NE,'200020000,38.9083488&-76.9870112,"Washington, DC",
http://www.redfin.com/DC/Washington/1226-Maryland-Ave-NE-20002/home/9910154,1226 Maryland Ave NE,'200020000,38.8980724&-76.9893247,"Washington, COLORADO",Old City #1
http://www.redfin.com/DC/Washington/3109-Apple-Rd-NE-20018/unit-1/home/10107471,3109 Apple Rd NE #1,'200180000,38.9246563&-76.9623769,"Washington, DC",Fort Lincoln
http://www.redfin.com/DC/Washington/1736-S-St-SE-20020/unit-3/home/10149780,1736 S St SE,'200200000,38.868431&-76.9793231,"Washington, DC",Randle Heights
