URL,ADDRESS,ZIP_CODE,LAT_LON,CITY_STATE,LOCATION
http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-820N/home/129808296,5500 Friendship Blvd Unit 820N,'208150000,38.9631191&-77.089318,"Chevy Chase, MD",Friendship Heights
http://www.redfin.com/MD/Bethesda/5101-River-Rd-20816/unit-815/home/10690159,5101 River Rd #815,'208160000,38.9641103&-77.101309,"Bethesda, MD",The Kenwood
http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1826N/home/10694366,5500 Friendship Blvd Unit 1826N,'208150000,38.9631191&-77.089318,"Chevy Chase, MD",Willoughby Of Ch Ch Codm
http://www.redfin.com/MD/Bethesda/7501-Democracy-Blvd-20817/unit-B223/home/10912582,7501 Democracy Blvd Unit B-223,'208170000,39.0239228&-77.1540936,"Bethesda, MD",Lakeside Terrace
http://www.redfin.com/MD/Bethesda/7401-Westlake-Ter-20817/unit-1406/home/10914190,7401 Westlake Ter #1406,'208170000,39.0273177&-77.1514756,"Bethesda, MD",Chelsea Towers Codm
http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1524N/home/143703061,5500 Friendship Blvd Unit 1524N,'208150000,38.9631191&-77.089318,"Chevy Chase, MD",Willoughby Of Ch Ch Codm
http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-409-J/home/143070653,4601 Park Ave Unit 409-J,'208150000,38.963867&-77.0913527,"Chevy Chase, MD",The Elizabeth
http://www.redfin.com/MD/Bethesda/4924-Sentinel-Dr-20816/unit-2-404/home/10682061,4924 Sentinel Dr Unit 2-404,'208160000,38.950114&-77.116342,"Bethesda, MD",
http://www.redfin.com/MD/Bethesda/7500-Woodmont-Ave-20814/unit-S409/home/11760142,7500 Woodmont Ave Unit S409,'208140000,38.9840481&-77.0966947,"Bethesda, MD",The Chase At Bethesda
http://www.redfin.com/MD/Bethesda/5009-Greenway-Dr-20816/home/10687291,5009 Greenway Dr,'208160000,38.9615912&-77.0999737,"Bethesda, MD",Green Acres
http://www.redfin.com/MD/Bethesda/10600-Weymouth-St-20814/unit-W-103/home/10535901,10600 Weymouth St Unit W-103,'208140000,39.0286477&-77.0951648,"Bethesda, MD",
http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-720-V/home/113897734,4601 Park Ave Unit 720-V,'208150000,38.963867&-77.0913528,"Chevy Chase, MD",The Elizabeth
