Date,Open,High,Low,Close,Adj Close,Volume
5/17/1999,10.48,10.48,10.48,10.48,3.892042,0
5/18/1999,10.48,10.48,10.48,10.48,3.892042,0
5/19/1999,10.54,10.54,10.54,10.54,3.914329,0
5/20/1999,10.51,10.51,10.51,10.51,3.903181,0
5/21/1999,10.55,10.55,10.55,10.55,3.918041,0
5/24/1999,10.56,10.56,10.56,10.56,3.921757,0
5/25/1999,10.56,10.56,10.56,10.56,3.921757,0
5/26/1999,10.52,10.52,10.52,10.52,3.906899,0
5/27/1999,10.48,10.48,10.48,10.48,3.892042,0
5/28/1999,10.48,10.48,10.48,10.48,3.912952,0
6/1/1999,10.36,10.36,10.36,10.36,3.868149,0
6/2/1999,10.36,10.36,10.36,10.36,3.868149,0
6/3/1999,10.35,10.35,10.35,10.35,3.864413,0
6/4/1999,10.34,10.34,10.34,10.34,3.860679,0
6/7/1999,10.34,10.34,10.34,10.34,3.860679,0
6/8/1999,10.3,10.3,10.3,10.3,3.845743,0
6/9/1999,10.28,10.28,10.28,10.28,3.838277,0
6/10/1999,10.23,10.23,10.23,10.23,3.819609,0
6/11/1999,10.13,10.13,10.13,10.13,3.782274,0
6/14/1999,10.18,10.18,10.18,10.18,3.800941,0
6/15/1999,10.18,10.18,10.18,10.18,3.800941,0
6/16/1999,10.2,10.2,10.2,10.2,3.808405,0
6/17/1999,10.33,10.33,10.33,10.33,3.856944,0
6/18/1999,10.3,10.3,10.3,10.3,3.845743,0
6/21/1999,10.23,10.23,10.23,10.23,3.819609,0
6/22/1999,10.2,10.2,10.2,10.2,3.808405,0
6/23/1999,10.13,10.13,10.13,10.13,3.782274,0
6/24/1999,10.09,10.09,10.09,10.09,3.767337,0
6/25/1999,10.1,10.1,10.1,10.1,3.771072,0
6/28/1999,10.17,10.17,10.17,10.17,3.797206,0
6/29/1999,10.21,10.21,10.21,10.21,3.812141,0
6/30/1999,10.3,10.3,10.3,10.3,3.866196,0
7/1/1999,10.27,10.27,10.27,10.27,3.854933,0
7/2/1999,10.29,10.29,10.29,10.29,3.862438,0
7/6/1999,10.25,10.25,10.25,10.25,3.847425,0
7/7/1999,10.22,10.22,10.22,10.22,3.836166,0
7/8/1999,10.29,10.29,10.29,10.29,3.862438,0
7/9/1999,10.28,10.28,10.28,10.28,3.858687,0
7/12/1999,10.39,10.39,10.39,10.39,3.899978,0
7/13/1999,10.41,10.41,10.41,10.41,3.907483,0
7/14/1999,10.39,10.39,10.39,10.39,3.899978,0
7/15/1999,10.4,10.4,10.4,10.4,3.903727,0
7/16/1999,10.42,10.42,10.42,10.42,3.911234,0
7/19/1999,10.41,10.41,10.41,10.41,3.907483,0
7/20/1999,10.41,10.41,10.41,10.41,3.907483,0
7/21/1999,10.39,10.39,10.39,10.39,3.899978,0
7/22/1999,10.3,10.3,10.3,10.3,3.866196,0
7/23/1999,10.24,10.24,10.24,10.24,3.843672,0
7/26/1999,10.23,10.23,10.23,10.23,3.839916,0
7/27/1999,10.26,10.26,10.26,10.26,3.851178,0
7/28/1999,10.26,10.26,10.26,10.26,3.851178,0
7/29/1999,10.2,10.2,10.2,10.2,3.828654,0
7/30/1999,10.16,10.16,10.16,10.16,3.834696,0
8/2/1999,10.16,10.16,10.16,10.16,3.834696,0
8/3/1999,10.13,10.13,10.13,10.13,3.823372,0
8/4/1999,10.14,10.14,10.14,10.14,3.827148,0
8/5/1999,10.18,10.18,10.18,10.18,3.842246,0
8/6/1999,10.07,10.07,10.07,10.07,3.800726,0
8/9/1999,10,10,10,10,3.774305,0
8/10/1999,9.98,9.98,9.98,9.98,3.766757,0
8/11/1999,10.01,10.01,10.01,10.01,3.778081,0
8/12/1999,9.98,9.98,9.98,9.98,3.766757,0
8/13/1999,10.06,10.06,10.06,10.06,3.796955,0
8/16/1999,10.05,10.05,10.05,10.05,3.793179,0
8/17/1999,10.13,10.13,10.13,10.13,3.823372,0
8/18/1999,10.15,10.15,10.15,10.15,3.830921,0
8/19/1999,10.13,10.13,10.13,10.13,3.823372,0
8/20/1999,10.15,10.15,10.15,10.15,3.830921,0
8/23/1999,10.15,10.15,10.15,10.15,3.830921,0
8/24/1999,10.19,10.19,10.19,10.19,3.846017,0
8/25/1999,10.28,10.28,10.28,10.28,3.879987,0
8/26/1999,10.27,10.27,10.27,10.27,3.876212,0
8/27/1999,10.17,10.17,10.17,10.17,3.838472,0
8/30/1999,10.07,10.07,10.07,10.07,3.800726,0
8/31/1999,10.06,10.06,10.06,10.06,3.818186,0
9/1/1999,10.04,10.04,10.04,10.04,3.810595,0
9/2/1999,9.98,9.98,9.98,9.98,3.78782,0
9/3/1999,10.1,10.1,10.1,10.1,3.833368,0
9/7/1999,10.04,10.04,10.04,10.04,3.810595,0
9/8/1999,10.05,10.05,10.05,10.05,3.814391,0
9/9/1999,10.01,10.01,10.01,10.01,3.799209,0
9/10/1999,10.08,10.08,10.08,10.08,3.825776,0
9/13/1999,10.05,10.05,10.05,10.05,3.814391,0
9/14/1999,10,10,10,10,3.795416,0
9/15/1999,10.01,10.01,10.01,10.01,3.799209,0
9/16/1999,10.05,10.05,10.05,10.05,3.814391,0
9/17/1999,10.09,10.09,10.09,10.09,3.829573,0
9/20/1999,10.06,10.06,10.06,10.06,3.818186,0
9/21/1999,10.05,10.05,10.05,10.05,3.814391,0
9/22/1999,10.06,10.06,10.06,10.06,3.818186,0
9/23/1999,10.13,10.13,10.13,10.13,3.844753,0
9/24/1999,10.21,10.21,10.21,10.21,3.875116,0
9/27/1999,10.14,10.14,10.14,10.14,3.848549,0
9/28/1999,10.09,10.09,10.09,10.09,3.829573,0
9/29/1999,10.01,10.01,10.01,10.01,3.799209,0
9/30/1999,10.09,10.09,10.09,10.09,3.85034,0
10/1/1999,9.99,9.99,9.99,9.99,3.812184,0
10/4/1999,10.04,10.04,10.04,10.04,3.831262,0
10/5/1999,9.96,9.96,9.96,9.96,3.800735,0
10/6/1999,9.97,9.97,9.97,9.97,3.804549,0
10/7/1999,9.96,9.96,9.96,9.96,3.800735,0
10/8/1999,9.96,9.96,9.96,9.96,3.800735,0
10/11/1999,9.96,9.96,9.96,9.96,3.800735,0
10/12/1999,9.93,9.93,9.93,9.93,3.789288,0
10/13/1999,9.88,9.88,9.88,9.88,3.770206,0
10/14/1999,9.85,9.85,9.85,9.85,3.758759,0
10/15/1999,9.91,9.91,9.91,9.91,3.781655,0
10/18/1999,9.87,9.87,9.87,9.87,3.76639,0
10/19/1999,9.84,9.84,9.84,9.84,3.754942,0
10/20/1999,9.84,9.84,9.84,9.84,3.754942,0
10/21/1999,9.82,9.82,9.82,9.82,3.747311,0
10/22/1999,9.83,9.83,9.83,9.83,3.751126,0
10/25/1999,9.83,9.83,9.83,9.83,3.751126,0
10/26/1999,9.81,9.81,9.81,9.81,3.743497,0
10/27/1999,9.87,9.87,9.87,9.87,3.76639,0
10/28/1999,9.94,9.94,9.94,9.94,3.793105,0
10/29/1999,10.06,10.06,10.06,10.06,3.860644,0
11/1/1999,10.02,10.02,10.02,10.02,3.845294,0
11/2/1999,10.07,10.07,10.07,10.07,3.86448,0
11/3/1999,10.08,10.08,10.08,10.08,3.868322,0
11/4/1999,10.13,10.13,10.13,10.13,3.887507,0
11/5/1999,10.18,10.18,10.18,10.18,3.906696,0
11/8/1999,10.16,10.16,10.16,10.16,3.899024,0
11/9/1999,10.16,10.16,10.16,10.16,3.899024,0
11/10/1999,10.13,10.13,10.13,10.13,3.887507,0
11/11/1999,10.13,10.13,10.13,10.13,3.887507,0
11/12/1999,10.21,10.21,10.21,10.21,3.918208,0
11/15/1999,10.2,10.2,10.2,10.2,3.914373,0
11/16/1999,10.18,10.18,10.18,10.18,3.906696,0
11/17/1999,10.11,10.11,10.11,10.11,3.879832,0
11/18/1999,10.08,10.08,10.08,10.08,3.868322,0
11/19/1999,10.09,10.09,10.09,10.09,3.872159,0
11/22/1999,10.06,10.06,10.06,10.06,3.860644,0
11/23/1999,10.06,10.06,10.06,10.06,3.860644,0
11/24/1999,10.04,10.04,10.04,10.04,3.852968,0
11/26/1999,10.02,10.02,10.02,10.02,3.845294,0
11/29/1999,9.93,9.93,9.93,9.93,3.810755,0
11/30/1999,9.96,9.96,9.96,9.96,3.843558,0
12/1/1999,9.94,9.94,9.94,9.94,3.835837,0
12/2/1999,9.92,9.92,9.92,9.92,3.828121,0
12/3/1999,9.99,9.99,9.99,9.99,3.855135,0
12/6/1999,10.01,10.01,10.01,10.01,3.862855,0
12/7/1999,10.05,10.05,10.05,10.05,3.878288,0
12/8/1999,10.02,10.02,10.02,10.02,3.866713,0
12/9/1999,10.04,10.04,10.04,10.04,3.874431,0
12/10/1999,10.1,10.1,10.1,10.1,3.897583,0
12/13/1999,10.07,10.07,10.07,10.07,3.886007,0
12/14/1999,9.95,9.95,9.95,9.95,3.839697,0
12/15/1999,9.92,9.92,9.92,9.92,3.828121,0
12/16/1999,9.85,9.85,9.85,9.85,3.801111,0
12/17/1999,9.85,9.85,9.85,9.85,3.801111,0
12/20/1999,9.8,9.8,9.8,9.8,3.781816,0
12/21/1999,9.78,9.78,9.78,9.78,3.774096,0
12/22/1999,9.78,9.78,9.78,9.78,3.774096,0
12/23/1999,9.77,9.77,9.77,9.77,3.770234,0
12/27/1999,9.8,9.8,9.8,9.8,3.781816,0
12/28/1999,9.78,9.78,9.78,9.78,3.774096,0
12/29/1999,9.81,9.81,9.81,9.81,3.785675,0
12/30/1999,9.82,9.82,9.82,9.82,3.789531,0
12/31/1999,9.77,9.77,9.77,9.77,3.792249,0
1/3/2000,9.67,9.67,9.67,9.67,3.753434,0
1/4/2000,9.74,9.74,9.74,9.74,3.780602,0
1/5/2000,9.65,9.65,9.65,9.65,3.745668,0
1/6/2000,9.72,9.72,9.72,9.72,3.772842,0
1/7/2000,9.76,9.76,9.76,9.76,3.788367,0
1/10/2000,9.73,9.73,9.73,9.73,3.776723,0
1/11/2000,9.64,9.64,9.64,9.64,3.741789,0
1/12/2000,9.62,9.62,9.62,9.62,3.734026,0
1/13/2000,9.7,9.7,9.7,9.7,3.765078,0
1/14/2000,9.66,9.66,9.66,9.66,3.749555,0
1/18/2000,9.62,9.62,9.62,9.62,3.734026,0
1/19/2000,9.65,9.65,9.65,9.65,3.745668,0
1/20/2000,9.63,9.63,9.63,9.63,3.737908,0
1/21/2000,9.65,9.65,9.65,9.65,3.745668,0
1/24/2000,9.71,9.71,9.71,9.71,3.768956,0
1/25/2000,9.72,9.72,9.72,9.72,3.772842,0
1/26/2000,9.77,9.77,9.77,9.77,3.792249,0
1/27/2000,9.82,9.82,9.82,9.82,3.811656,0
1/28/2000,9.89,9.89,9.89,9.89,3.838827,0
1/31/2000,9.82,9.82,9.82,9.82,3.833753,0
2/1/2000,9.87,9.87,9.87,9.87,3.85327,0
2/2/2000,9.91,9.91,9.91,9.91,3.86889,0
2/3/2000,9.99,9.99,9.99,9.99,3.900122,0
2/4/2000,9.97,9.97,9.97,9.97,3.892313,0
2/7/2000,9.89,9.89,9.89,9.89,3.861082,0
2/8/2000,9.99,9.99,9.99,9.99,3.900122,0
2/9/2000,9.9,9.9,9.9,9.9,3.864984,0
2/10/2000,9.81,9.81,9.81,9.81,3.829849,0
2/11/2000,9.86,9.86,9.86,9.86,3.849367,0
2/14/2000,9.93,9.93,9.93,9.93,3.876696,0
2/15/2000,9.9,9.9,9.9,9.9,3.864984,0
2/16/2000,9.87,9.87,9.87,9.87,3.85327,0
2/17/2000,9.91,9.91,9.91,9.91,3.86889,0
2/18/2000,9.99,9.99,9.99,9.99,3.900122,0
2/22/2000,10.07,10.07,10.07,10.07,3.931354,0
2/23/2000,10,10,10,10,3.904024,0
2/24/2000,10.02,10.02,10.02,10.02,3.911832,0
2/25/2000,9.99,9.99,9.99,9.99,3.900122,0
2/28/2000,9.93,9.93,9.93,9.93,3.876696,0
2/29/2000,9.99,9.99,9.99,9.99,3.921443,0
3/1/2000,9.97,9.97,9.97,9.97,3.913594,0
3/2/2000,9.99,9.99,9.99,9.99,3.921443,0
3/3/2000,10.03,10.03,10.03,10.03,3.937145,0
3/6/2000,10,10,10,10,3.925368,0
3/7/2000,9.99,9.99,9.99,9.99,3.921443,0
3/8/2000,9.97,9.97,9.97,9.97,3.913594,0
3/9/2000,9.97,9.97,9.97,9.97,3.913594,0
3/10/2000,9.92,9.92,9.92,9.92,3.893968,0
3/13/2000,9.92,9.92,9.92,9.92,3.893968,0
3/14/2000,9.97,9.97,9.97,9.97,3.913594,0
3/15/2000,10.01,10.01,10.01,10.01,3.929295,0
3/16/2000,10.04,10.04,10.04,10.04,3.941071,0
3/17/2000,10.09,10.09,10.09,10.09,3.960701,0
3/20/2000,10.1,10.1,10.1,10.1,3.964621,0
3/21/2000,10.11,10.11,10.11,10.11,3.968548,0
3/22/2000,10.09,10.09,10.09,10.09,3.960701,0
3/23/2000,10.14,10.14,10.14,10.14,3.980325,0
3/24/2000,10.06,10.06,10.06,10.06,3.94892,0
3/27/2000,10.06,10.06,10.06,10.06,3.94892,0
3/28/2000,10.05,10.05,10.05,10.05,3.944996,0
3/29/2000,10.05,10.05,10.05,10.05,3.944996,0
3/30/2000,10.14,10.14,10.14,10.14,3.980325,0
3/31/2000,10.18,10.18,10.18,10.18,4.019016,0
4/3/2000,10.19,10.19,10.19,10.19,4.022961,0
4/4/2000,10.24,10.24,10.24,10.24,4.042702,0
4/5/2000,10.2,10.2,10.2,10.2,4.02691,0
4/6/2000,10.22,10.22,10.22,10.22,4.034805,0
4/7/2000,10.3,10.3,10.3,10.3,4.066389,0
4/10/2000,10.29,10.29,10.29,10.29,4.062443,0
4/11/2000,10.2,10.2,10.2,10.2,4.02691,0
4/12/2000,10.13,10.13,10.13,10.13,3.999277,0
4/13/2000,10.17,10.17,10.17,10.17,4.015068,0
4/14/2000,10.18,10.18,10.18,10.18,4.019016,0
4/17/2000,10.04,10.04,10.04,10.04,3.963746,0
4/18/2000,10.06,10.06,10.06,10.06,3.971642,0
4/19/2000,10.15,10.15,10.15,10.15,4.007169,0
4/20/2000,10.15,10.15,10.15,10.15,4.007169,0
4/24/2000,10.11,10.11,10.11,10.11,3.99138,0
4/25/2000,10.05,10.05,10.05,10.05,3.967695,0
4/26/2000,10.04,10.04,10.04,10.04,3.963746,0
4/27/2000,9.97,9.97,9.97,9.97,3.936109,0
4/28/2000,9.99,9.99,9.99,9.99,3.965884,0
5/1/2000,9.97,9.97,9.97,9.97,3.957942,0
5/2/2000,9.91,9.91,9.91,9.91,3.934123,0
5/3/2000,9.8,9.8,9.8,9.8,3.890455,0
5/4/2000,9.72,9.72,9.72,9.72,3.858696,0
5/5/2000,9.68,9.68,9.68,9.68,3.842818,0
5/8/2000,9.62,9.62,9.62,9.62,3.818994,0
5/9/2000,9.66,9.66,9.66,9.66,3.834877,0
5/10/2000,9.7,9.7,9.7,9.7,3.850757,0
5/11/2000,9.71,9.71,9.71,9.71,3.854723,0
5/12/2000,9.64,9.64,9.64,9.64,3.826938,0
5/15/2000,9.68,9.68,9.68,9.68,3.842818,0
5/16/2000,9.73,9.73,9.73,9.73,3.862665,0
5/17/2000,9.67,9.67,9.67,9.67,3.838849,0
5/18/2000,9.59,9.59,9.59,9.59,3.807086,0
5/19/2000,9.61,9.61,9.61,9.61,3.815028,0
5/22/2000,9.68,9.68,9.68,9.68,3.842818,0
5/23/2000,9.68,9.68,9.68,9.68,3.842818,0
5/24/2000,9.66,9.66,9.66,9.66,3.834877,0
5/25/2000,9.75,9.75,9.75,9.75,3.870605,0
5/26/2000,9.79,9.79,9.79,9.79,3.886487,0
5/30/2000,9.74,9.74,9.74,9.74,3.866634,0
5/31/2000,9.83,9.83,9.83,9.83,3.925339,0
6/1/2000,9.91,9.91,9.91,9.91,3.957282,0
6/2/2000,9.96,9.96,9.96,9.96,3.977247,0
6/5/2000,10,10,10,10,3.99322,0
6/6/2000,10,10,10,10,3.99322,0
6/7/2000,10.03,10.03,10.03,10.03,4.005197,0
6/8/2000,10.04,10.04,10.04,10.04,4.009195,0
6/9/2000,10.03,10.03,10.03,10.03,4.005197,0
6/12/2000,10.07,10.07,10.07,10.07,4.021171,0
6/13/2000,10.01,10.01,10.01,10.01,3.997216,0
6/14/2000,10.06,10.06,10.06,10.06,4.01718,0
6/15/2000,10.05,10.05,10.05,10.05,4.013187,0
6/16/2000,10.1,10.1,10.1,10.1,4.03315,0
6/19/2000,10.08,10.08,10.08,10.08,4.025164,0
6/20/2000,10.06,10.06,10.06,10.06,4.01718,0
6/21/2000,9.99,9.99,9.99,9.99,3.989231,0
6/22/2000,9.97,9.97,9.97,9.97,3.981239,0
6/23/2000,9.92,9.92,9.92,9.92,3.961275,0
6/26/2000,9.97,9.97,9.97,9.97,3.981239,0
6/27/2000,10,10,10,10,3.99322,0
6/28/2000,9.97,9.97,9.97,9.97,3.981239,0
6/29/2000,10.06,10.06,10.06,10.06,4.01718,0
6/30/2000,10.05,10.05,10.05,10.05,4.035652,0
7/3/2000,10.09,10.09,10.09,10.09,4.051715,0
7/5/2000,10.1,10.1,10.1,10.1,4.055731,0
7/6/2000,10.05,10.05,10.05,10.05,4.035652,0
7/7/2000,10.1,10.1,10.1,10.1,4.055731,0
7/10/2000,10.09,10.09,10.09,10.09,4.051715,0
7/11/2000,10.09,10.09,10.09,10.09,4.051715,0
7/12/2000,10.08,10.08,10.08,10.08,4.0477,0
7/13/2000,10.16,10.16,10.16,10.16,4.079825,0
7/14/2000,10.09,10.09,10.09,10.09,4.051715,0
7/17/2000,10.03,10.03,10.03,10.03,4.027621,0
7/18/2000,10.04,10.04,10.04,10.04,4.031637,0
7/19/2000,10.04,10.04,10.04,10.04,4.031637,0
7/20/2000,10.16,10.16,10.16,10.16,4.079825,0
7/21/2000,10.19,10.19,10.19,10.19,4.09187,0
7/24/2000,10.16,10.16,10.16,10.16,4.079825,0
7/25/2000,10.17,10.17,10.17,10.17,4.083837,0
7/26/2000,10.17,10.17,10.17,10.17,4.083837,0
7/27/2000,10.21,10.21,10.21,10.21,4.0999,0
7/28/2000,10.18,10.18,10.18,10.18,4.087855,0
7/31/2000,10.17,10.17,10.17,10.17,4.107244,0
8/1/2000,10.21,10.21,10.21,10.21,4.123396,0
8/2/2000,10.2,10.2,10.2,10.2,4.119356,0
8/3/2000,10.25,10.25,10.25,10.25,4.13955,0
8/4/2000,10.28,10.28,10.28,10.28,4.151663,0
8/7/2000,10.25,10.25,10.25,10.25,4.13955,0
8/8/2000,10.28,10.28,10.28,10.28,4.151663,0
8/9/2000,10.29,10.29,10.29,10.29,4.155705,0
8/10/2000,10.33,10.33,10.33,10.33,4.171857,0
8/11/2000,10.28,10.28,10.28,10.28,4.151663,0
8/14/2000,10.3,10.3,10.3,10.3,4.159742,0
8/15/2000,10.28,10.28,10.28,10.28,4.151663,0
8/16/2000,10.26,10.26,10.26,10.26,4.143588,0
8/17/2000,10.27,10.27,10.27,10.27,4.147626,0
8/18/2000,10.3,10.3,10.3,10.3,4.159742,0
8/21/2000,10.28,10.28,10.28,10.28,4.151663,0
8/22/2000,10.29,10.29,10.29,10.29,4.155705,0
8/23/2000,10.31,10.31,10.31,10.31,4.163781,0
8/24/2000,10.34,10.34,10.34,10.34,4.175898,0
8/25/2000,10.34,10.34,10.34,10.34,4.175898,0
8/28/2000,10.28,10.28,10.28,10.28,4.151663,0
8/29/2000,10.25,10.25,10.25,10.25,4.13955,0
8/30/2000,10.26,10.26,10.26,10.26,4.143588,0
8/31/2000,10.31,10.31,10.31,10.31,4.18745,0
9/1/2000,10.34,10.34,10.34,10.34,4.199636,0
9/5/2000,10.34,10.34,10.34,10.34,4.199636,0
9/6/2000,10.29,10.29,10.29,10.29,4.17933,0
9/7/2000,10.27,10.27,10.27,10.27,4.171205,0
9/8/2000,10.29,10.29,10.29,10.29,4.17933,0
9/11/2000,10.26,10.26,10.26,10.26,4.167146,0
9/12/2000,10.24,10.24,10.24,10.24,4.159021,0
9/13/2000,10.27,10.27,10.27,10.27,4.171205,0
9/14/2000,10.21,10.21,10.21,10.21,4.146833,0
9/15/2000,10.14,10.14,10.14,10.14,4.118408,0
9/18/2000,10.11,10.11,10.11,10.11,4.106221,0
9/19/2000,10.13,10.13,10.13,10.13,4.114344,0
9/20/2000,10.09,10.09,10.09,10.09,4.098097,0
9/21/2000,10.12,10.12,10.12,10.12,4.110281,0
9/22/2000,10.14,10.14,10.14,10.14,4.118408,0
9/25/2000,10.16,10.16,10.16,10.16,4.126527,0
9/26/2000,10.2,10.2,10.2,10.2,4.142776,0
9/27/2000,10.16,10.16,10.16,10.16,4.126527,0
9/28/2000,10.18,10.18,10.18,10.18,4.134652,0
9/29/2000,10.2,10.2,10.2,10.2,4.165689,0
10/2/2000,10.15,10.15,10.15,10.15,4.145271,0
10/3/2000,10.13,10.13,10.13,10.13,4.137099,0
10/4/2000,10.12,10.12,10.12,10.12,4.133018,0
10/5/2000,10.14,10.14,10.14,10.14,4.141188,0
10/6/2000,10.19,10.19,10.19,10.19,4.161605,0
10/9/2000,10.19,10.19,10.19,10.19,4.161605,0
10/10/2000,10.19,10.19,10.19,10.19,4.161605,0
10/11/2000,10.18,10.18,10.18,10.18,4.157525,0
10/12/2000,10.21,10.21,10.21,10.21,4.169778,0
10/13/2000,10.21,10.21,10.21,10.21,4.169778,0
10/16/2000,10.2,10.2,10.2,10.2,4.165689,0
10/17/2000,10.24,10.24,10.24,10.24,4.182026,0
10/18/2000,10.23,10.23,10.23,10.23,4.177941,0
10/19/2000,10.25,10.25,10.25,10.25,4.186111,0
10/20/2000,10.29,10.29,10.29,10.29,4.202446,0
10/23/2000,10.35,10.35,10.35,10.35,4.22695,0
10/24/2000,10.31,10.31,10.31,10.31,4.210615,0
10/25/2000,10.27,10.27,10.27,10.27,4.194279,0
10/26/2000,10.28,10.28,10.28,10.28,4.19836,0
10/27/2000,10.28,10.28,10.28,10.28,4.19836,0
10/30/2000,10.27,10.27,10.27,10.27,4.194279,0
10/31/2000,10.24,10.24,10.24,10.24,4.205777,0
11/1/2000,10.26,10.26,10.26,10.26,4.213993,0
11/2/2000,10.26,10.26,10.26,10.26,4.213993,0
11/3/2000,10.18,10.18,10.18,10.18,4.181136,0
11/6/2000,10.15,10.15,10.15,10.15,4.168814,0
11/7/2000,10.15,10.15,10.15,10.15,4.168814,0
11/8/2000,10.17,10.17,10.17,10.17,4.177028,0
11/9/2000,10.19,10.19,10.19,10.19,4.185244,0
11/10/2000,10.18,10.18,10.18,10.18,4.181136,0
11/13/2000,10.21,10.21,10.21,10.21,4.193458,0
11/14/2000,10.25,10.25,10.25,10.25,4.209884,0
11/15/2000,10.29,10.29,10.29,10.29,4.226314,0
11/16/2000,10.32,10.32,10.32,10.32,4.238636,0
11/17/2000,10.27,10.27,10.27,10.27,4.218101,0
11/20/2000,10.28,10.28,10.28,10.28,4.222207,0
11/21/2000,10.27,10.27,10.27,10.27,4.218101,0
11/22/2000,10.35,10.35,10.35,10.35,4.250956,0
11/24/2000,10.34,10.34,10.34,10.34,4.24685,0
11/27/2000,10.31,10.31,10.31,10.31,4.234529,0
11/28/2000,10.34,10.34,10.34,10.34,4.24685,0
11/29/2000,10.36,10.36,10.36,10.36,4.255064,0
11/30/2000,10.44,10.44,10.44,10.44,4.311224,0
12/1/2000,10.38,10.38,10.38,10.38,4.28645,0
12/4/2000,10.37,10.37,10.37,10.37,4.282317,0
12/5/2000,10.45,10.45,10.45,10.45,4.315357,0
12/6/2000,10.54,10.54,10.54,10.54,4.352521,0
12/7/2000,10.56,10.56,10.56,10.56,4.36078,0
12/8/2000,10.53,10.53,10.53,10.53,4.348391,0
12/11/2000,10.53,10.53,10.53,10.53,4.348391,0
12/12/2000,10.54,10.54,10.54,10.54,4.352521,0
12/13/2000,10.6,10.6,10.6,10.6,4.3773,0
12/14/2000,10.66,10.66,10.66,10.66,4.402077,0
12/15/2000,10.67,10.67,10.67,10.67,4.406204,0
12/18/2000,10.67,10.67,10.67,10.67,4.406204,0
12/19/2000,10.64,10.64,10.64,10.64,4.393818,0
12/20/2000,10.71,10.71,10.71,10.71,4.422723,0
12/21/2000,10.73,10.73,10.73,10.73,4.430983,0
12/22/2000,10.75,10.75,10.75,10.75,4.43924,0
12/26/2000,10.72,10.72,10.72,10.72,4.426853,0
12/27/2000,10.67,10.67,10.67,10.67,4.406204,0
12/28/2000,10.67,10.67,10.67,10.67,4.406204,0
12/29/2000,10.66,10.66,10.66,10.66,4.426136,0
1/2/2001,10.79,10.79,10.79,10.79,4.480114,0
1/3/2001,10.66,10.66,10.66,10.66,4.426136,0
1/4/2001,10.74,10.74,10.74,10.74,4.459354,0
1/5/2001,10.81,10.81,10.81,10.81,4.488417,0
1/8/2001,10.82,10.82,10.82,10.82,4.492573,0
1/9/2001,10.79,10.79,10.79,10.79,4.480114,0
1/10/2001,10.73,10.73,10.73,10.73,4.455202,0
1/11/2001,10.67,10.67,10.67,10.67,4.430283,0
1/12/2001,10.58,10.58,10.58,10.58,4.392918,0
1/16/2001,10.62,10.62,10.62,10.62,4.409527,0
1/17/2001,10.71,10.71,10.71,10.71,4.446896,0
1/18/2001,10.78,10.78,10.78,10.78,4.47596,0
1/19/2001,10.7,10.7,10.7,10.7,4.442745,0
1/22/2001,10.64,10.64,10.64,10.64,4.417833,0
1/23/2001,10.6,10.6,10.6,10.6,4.401221,0
1/24/2001,10.6,10.6,10.6,10.6,4.401221,0
1/25/2001,10.65,10.65,10.65,10.65,4.421986,0
1/26/2001,10.64,10.64,10.64,10.64,4.417833,0
1/29/2001,10.6,10.6,10.6,10.6,4.401221,0
1/30/2001,10.71,10.71,10.71,10.71,4.446896,0
1/31/2001,10.78,10.78,10.78,10.78,4.500331,0
2/1/2001,10.88,10.88,10.88,10.88,4.542081,0
2/2/2001,10.81,10.81,10.81,10.81,4.512858,0
2/5/2001,10.82,10.82,10.82,10.82,4.517031,0
2/6/2001,10.77,10.77,10.77,10.77,4.496157,0
2/7/2001,10.77,10.77,10.77,10.77,4.496157,0
2/8/2001,10.77,10.77,10.77,10.77,4.496157,0
2/9/2001,10.85,10.85,10.85,10.85,4.529554,0
2/12/2001,10.79,10.79,10.79,10.79,4.504509,0
2/13/2001,10.77,10.77,10.77,10.77,4.496157,0
2/14/2001,10.74,10.74,10.74,10.74,4.483636,0
2/15/2001,10.68,10.68,10.68,10.68,4.458584,0
2/16/2001,10.73,10.73,10.73,10.73,4.479457,0
2/20/2001,10.73,10.73,10.73,10.73,4.479457,0
2/21/2001,10.68,10.68,10.68,10.68,4.458584,0
2/22/2001,10.66,10.66,10.66,10.66,4.450237,0
2/23/2001,10.7,10.7,10.7,10.7,4.466937,0
2/26/2001,10.74,10.74,10.74,10.74,4.483636,0
2/27/2001,10.87,10.87,10.87,10.87,4.537906,0
2/28/2001,10.89,10.89,10.89,10.89,4.568108,0
3/1/2001,10.95,10.95,10.95,10.95,4.593273,0
3/2/2001,10.85,10.85,10.85,10.85,4.551328,0
3/5/2001,10.84,10.84,10.84,10.84,4.547137,0
3/6/2001,10.83,10.83,10.83,10.83,4.54294,0
3/7/2001,10.91,10.91,10.91,10.91,4.576494,0
3/8/2001,10.93,10.93,10.93,10.93,4.584887,0
3/9/2001,10.9,10.9,10.9,10.9,4.572299,0
3/12/2001,10.91,10.91,10.91,10.91,4.576494,0
3/13/2001,10.89,10.89,10.89,10.89,4.568108,0
3/14/2001,10.95,10.95,10.95,10.95,4.593273,0
3/15/2001,10.95,10.95,10.95,10.95,4.593273,0
3/16/2001,10.99,10.99,10.99,10.99,4.610058,0
3/19/2001,10.95,10.95,10.95,10.95,4.593273,0
3/20/2001,10.98,10.98,10.98,10.98,4.605861,0
3/21/2001,10.98,10.98,10.98,10.98,4.605861,0
