date,close,volume
"Tue, May 15, 2012",36.24,89659210
"Mon, May 14, 2012",35.79,96347720
"Fri, May 11, 2012",36.96,216833500
"Thu, May 10, 2012",40.74,32445440
"Wed, May 09, 2012",40.64,38730470
"Tue, May 08, 2012",41.38,27991710
"Mon, May 07, 2012",41.78,25814490
"Fri, May 04, 2012",41.75,31278590
"Thu, May 03, 2012",43.01,19493180
"Wed, May 02, 2012",43.2,22459150
"Tue, May 01, 2012",43.79,26339550
"Mon, April 30, 2012",42.98,23505670
"Fri, April 27, 2012",43.34,24233590
"Thu, April 26, 2012",43.8,28076710
"Wed, April 25, 2012",43.16,31676120
"Tue, April 24, 2012",43.28,21406540
"Mon, April 23, 2012",42.85,25522370
"Fri, April 20, 2012",42.72,26164270
"Thu, April 19, 2012",43.22,25946670
"Wed, April 18, 2012",43.29,20222110
"Tue, April 17, 2012",43.9,26728510
"Mon, April 16, 2012",43.33,40363940
"Fri, April 13, 2012",43.21,58129020
"Thu, April 12, 2012",44.84,33475880
"Wed, April 11, 2012",44.01,32097540
"Tue, April 10, 2012",42.96,38793790
"Mon, April 09, 2012",43.89,29343340
"Thu, April 05, 2012",44.34,28749790
"Wed, April 04, 2012",44.41,41214300
"Tue, April 03, 2012",45.42,30944070
"Mon, April 02, 2012",46.13,27896190
"Fri, March 30, 2012",45.98,25910460
"Thu, March 29, 2012",45.67,32173210
"Wed, March 28, 2012",46.27,29736860
"Tue, March 27, 2012",45.89,33014560
"Mon, March 26, 2012",46.17,33526170
"Fri, March 23, 2012",45.16,30635610
"Thu, March 22, 2012",44.65,27426020
"Wed, March 21, 2012",45.12,27242450
"Tue, March 20, 2012",45.38,34777910
"Mon, March 19, 2012",45,41508700
"Fri, March 16, 2012",44.57,48798630
"Thu, March 15, 2012",44.7,57109250
"Wed, March 14, 2012",43.58,67902300
"Tue, March 13, 2012",43.39,76931800
"Mon, March 12, 2012",40.54,30725380
"Fri, March 09, 2012",41.03,33489400
"Thu, March 08, 2012",40.44,22000920
"Wed, March 07, 2012",39.95,22871680
"Tue, March 06, 2012",39.32,33841180
"Mon, March 05, 2012",40.4,30794940
"Fri, March 02, 2012",40.63,34764230
"Thu, March 01, 2012",40.37,44297150
"Wed, February 29, 2012",39.24,41122310
"Tue, February 28, 2012",39.21,37825710
"Mon, February 27, 2012",39.06,33894880
"Fri, February 24, 2012",38.28,17484360
"Thu, February 23, 2012",38.49,31275900
"Wed, February 22, 2012",38.07,23316010
"Tue, February 21, 2012",38.46,22777710
"Fri, February 17, 2012",38.47,27970770
"Thu, February 16, 2012",38,22100110
"Wed, February 15, 2012",37.4,26465410
"Tue, February 14, 2012",37.92,27027490
"Mon, February 13, 2012",38.3,24760230
"Fri, February 10, 2012",37.61,22599170
"Thu, February 09, 2012",37.86,28566040
"Wed, February 08, 2012",38.3,23189000
"Tue, February 07, 2012",37.87,21016290
"Mon, February 06, 2012",38.14,23082940
"Fri, February 03, 2012",38.28,41012730
"Thu, February 02, 2012",37.55,26699960
"Wed, February 01, 2012",37.6,41933270
"Tue, January 31, 2012",37.3,29561750
"Mon, January 30, 2012",37.01,24365910
"Fri, January 27, 2012",37.21,27560910
"Thu, January 26, 2012",37.49,33180000
"Wed, January 25, 2012",37.6,29860610
"Tue, January 24, 2012",37.66,25366590
"Mon, January 23, 2012",37.66,27498690
"Fri, January 20, 2012",37.36,34648230
"Thu, January 19, 2012",36.93,36958100
