"date","Stock","Close"
2017-08-28,"BND",82.37
2017-08-25,"BND",82.33
2017-08-24,"BND",82.23
2017-08-23,"BND",82.35
2017-08-22,"BND",82.11
2017-08-21,"BND",82.21
2017-08-18,"BND",82.17
2017-08-17,"BND",82.21
2017-08-16,"BND",82.06
2017-08-15,"BND",81.94
2017-08-14,"BND",82.08
2017-08-11,"BND",82.14
2017-08-10,"BND",82.07
2017-08-09,"BND",81.95
2017-08-08,"BND",81.89
2017-08-07,"BND",82
2017-08-04,"BND",81.97
2017-08-03,"BND",82.1
2017-08-02,"BND",81.93
2017-08-01,"BND",81.98
2017-07-31,"BND",81.99
2017-07-28,"BND",82
2017-07-27,"BND",81.85
2017-07-26,"BND",81.95
2017-07-25,"BND",81.75
2017-07-24,"BND",82.06
2017-07-21,"BND",82.1
2017-07-20,"BND",82.01
2017-07-19,"BND",81.96
2017-07-18,"BND",81.95
2017-07-17,"BND",81.76
2017-07-14,"BND",81.65
2017-07-13,"BND",81.62
2017-07-12,"BND",81.65
2017-07-11,"BND",81.46
2017-07-10,"BND",81.38
2017-07-07,"BND",81.34
2017-07-06,"BND",81.36
2017-07-05,"BND",81.55
2017-07-03,"BND",81.5
2017-06-30,"BND",81.83
2017-06-29,"BND",81.89
2017-06-28,"BND",82.06
2017-06-27,"BND",82.06
2017-06-26,"BND",82.34
2017-06-23,"BND",82.25
2017-06-22,"BND",82.23
2017-06-21,"BND",82.2
2017-06-20,"BND",82.16
2017-06-19,"BND",82.04
2017-06-16,"BND",82.16
2017-06-15,"BND",82.07
2017-06-14,"BND",82.16
2017-06-13,"BND",81.86
2017-06-12,"BND",81.84
2017-06-09,"BND",81.86
2017-06-08,"BND",81.93
2017-06-07,"BND",81.99
2017-06-06,"BND",82.1
2017-06-05,"BND",81.95
2017-06-02,"BND",82.08
2017-06-01,"BND",81.81
2017-05-31,"BND",81.96
2017-05-30,"BND",81.92
2017-05-26,"BND",81.8
2017-05-25,"BND",81.76
2017-05-24,"BND",81.76
2017-05-23,"BND",81.59
2017-05-22,"BND",81.76
2017-05-19,"BND",81.83
2017-05-18,"BND",81.78
2017-05-17,"BND",81.85
2017-05-16,"BND",81.41
2017-05-15,"BND",81.33
2017-05-12,"BND",81.35
2017-05-11,"BND",81.11
2017-05-10,"BND",81.05
2017-05-09,"BND",81.06
2017-05-08,"BND",81.1
2017-05-05,"BND",81.24
2017-05-04,"BND",81.19
2017-05-03,"BND",81.28
2017-05-02,"BND",81.37
2017-05-01,"BND",81.23
2017-04-28,"BND",81.55
2017-04-27,"BND",81.46
2017-04-26,"BND",81.4
2017-04-25,"BND",81.32
2017-04-24,"BND",81.57
2017-04-21,"BND",81.68
2017-04-20,"BND",81.66
2017-04-19,"BND",81.77
2017-04-18,"BND",81.92
2017-04-17,"BND",81.63
2017-04-13,"BND",81.68
2017-04-12,"BND",81.56
2017-04-11,"BND",81.37
2017-04-10,"BND",81.11
2017-04-07,"BND",81.03
2017-04-06,"BND",81.21
2017-04-05,"BND",81.18
2017-04-04,"BND",81.11
2017-04-03,"BND",81.2
2017-03-31,"BND",81.08
2017-03-30,"BND",81.03
2017-03-29,"BND",81.16
2017-03-28,"BND",81
2017-03-27,"BND",81.15
2017-03-24,"BND",80.98
2017-03-23,"BND",81
2017-03-22,"BND",81.04
2017-03-21,"BND",80.93
2017-03-20,"BND",80.744
2017-03-17,"BND",80.58
2017-03-16,"BND",80.42
2017-03-15,"BND",80.54
2017-03-14,"BND",80.04
2017-03-13,"BND",80.05
2017-03-10,"BND",80.21
2017-03-09,"BND",80.05
2017-03-08,"BND",80.3
2017-03-07,"BND",80.49
2017-03-06,"BND",80.64
2017-03-03,"BND",80.69
2017-03-02,"BND",80.63
2017-03-01,"BND",80.78
2017-02-28,"BND",81.27
2017-02-27,"BND",81.33
2017-02-24,"BND",81.5
2017-02-23,"BND",81.2
2017-02-22,"BND",81.05
2017-02-21,"BND",81
2017-02-17,"BND",81.01
2017-02-16,"BND",80.82
2017-02-15,"BND",80.67
2017-02-14,"BND",80.8
2017-02-13,"BND",80.97
2017-02-10,"BND",81.06
2017-02-09,"BND",81.08
2017-02-08,"BND",81.3
2017-02-07,"BND",81.08
2017-02-06,"BND",80.95
2017-02-03,"BND",80.7
2017-02-02,"BND",80.68
2017-02-01,"BND",80.63
2017-01-31,"BND",80.94
2017-01-30,"BND",80.77
2017-01-27,"BND",80.79
2017-01-26,"BND",80.7
2017-01-25,"BND",80.67
2017-01-24,"BND",80.91
2017-01-23,"BND",81.03
2017-01-20,"BND",80.81
2017-01-19,"BND",80.75
2017-01-18,"BND",80.89
2017-01-17,"BND",81.31
2017-01-13,"BND",81.06
2017-01-12,"BND",81.19
2017-01-11,"BND",81.17
2017-01-10,"BND",81.13
2017-01-09,"BND",81.15
2017-01-06,"BND",80.95
2017-01-05,"BND",81.27
2017-01-04,"BND",80.86
2017-01-03,"BND",80.8
2016-12-30,"BND",80.79
2016-12-29,"BND",80.62
2016-12-28,"BND",80.4
2016-12-27,"BND",80.2
2016-12-23,"BND",80.26
2016-12-22,"BND",80.22
2016-12-21,"BND",80.48
2016-12-20,"BND",80.36
2016-12-19,"BND",80.35
2016-12-16,"BND",80.14
2016-12-15,"BND",80.07
2016-12-14,"BND",80.19
2016-12-13,"BND",80.6
2016-12-12,"BND",80.51
2016-12-09,"BND",80.6
2016-12-08,"BND",80.84
2016-12-07,"BND",81
2016-12-06,"BND",80.81
2016-12-05,"BND",80.82
2016-12-02,"BND",80.72
2016-12-01,"BND",80.43
2016-11-30,"BND",80.89
2016-11-29,"BND",81.17
2016-11-28,"BND",81.11
2016-11-25,"BND",80.92
2016-11-23,"BND",80.89
2016-11-22,"BND",81.1
2016-11-21,"BND",81.03
2016-11-18,"BND",81.04
2016-11-17,"BND",81.24
2016-11-16,"BND",81.57
2016-11-15,"BND",81.4
2016-11-14,"BND",81.29
2016-11-11,"BND",81.6
2016-11-10,"BND",81.75
2016-11-09,"BND",82.1
2016-11-08,"BND",82.92
2016-11-07,"BND",83.07
2016-11-04,"BND",83.18
2016-11-03,"BND",83.03
2016-11-02,"BND",83.08
2016-11-01,"BND",83
2016-10-31,"BND",83.19
2016-10-28,"BND",83.1
2016-10-27,"BND",83.14
2016-10-26,"BND",83.37
2016-10-25,"BND",83.52
2016-10-24,"BND",83.52
2016-10-21,"BND",83.64
2016-10-20,"BND",83.57
2016-10-19,"BND",83.62
2016-10-18,"BND",83.56
2016-10-17,"BND",83.45
2016-10-14,"BND",83.27
2016-10-13,"BND",83.44
2016-10-12,"BND",83.34
2016-10-11,"BND",83.29
2016-10-10,"BND",83.42
2016-10-07,"BND",83.51
2016-10-06,"BND",83.44
2016-10-05,"BND",83.47
2016-10-04,"BND",83.61
2016-10-03,"BND",83.89
2016-09-30,"BND",84.14
2016-09-29,"BND",84.25
2016-09-28,"BND",84.24
2016-09-27,"BND",84.24
2016-09-26,"BND",84.14
2016-09-23,"BND",84
2016-09-22,"BND",84.02
2016-09-21,"BND",83.85
2016-09-20,"BND",83.61
2016-09-19,"BND",83.59
2016-09-16,"BND",83.65
2016-09-15,"BND",83.58
2016-09-14,"BND",83.51
2016-09-13,"BND",83.4
2016-09-12,"BND",83.64
2016-09-09,"BND",83.61
2016-09-08,"BND",83.98
2016-09-07,"BND",84.3
2016-09-06,"BND",84.29
2016-09-02,"BND",84.04
2016-09-01,"BND",84.16
2016-08-31,"BND",84.21
2016-08-30,"BND",84.27
2016-08-29,"BND",84.34
2016-08-26,"BND",84.05
2016-08-25,"BND",84.26
2016-08-24,"BND",84.35
2016-08-23,"BND",84.36
2016-08-22,"BND",84.32
2016-08-19,"BND",84.2
2016-08-18,"BND",84.37
2016-08-17,"BND",84.28
2016-08-16,"BND",84.15
2016-08-15,"BND",84.19
2016-08-12,"BND",84.33
2016-08-11,"BND",84.14
2016-08-10,"BND",84.36
2016-08-09,"BND",84.25
2016-08-08,"BND",84.01
2016-08-05,"BND",84
2016-08-04,"BND",84.28
2016-08-03,"BND",84.13
2016-08-02,"BND",84.13
2016-08-01,"BND",84.21
2016-07-29,"BND",84.64
2016-07-28,"BND",84.37
2016-07-27,"BND",84.42
2016-07-26,"BND",84.17
2016-07-25,"BND",84.18
2016-07-22,"BND",84.23
2016-07-21,"BND",84.22
2016-07-20,"BND",84.12
2016-07-19,"BND",84.21
2016-07-18,"BND",84.08
2016-07-15,"BND",84.05
2016-07-14,"BND",84.32
2016-07-13,"BND",84.45
2016-07-12,"BND",84.3
2016-07-11,"BND",84.64
2016-07-08,"BND",84.89
2016-07-07,"BND",84.67
2016-07-06,"BND",84.81
2016-07-05,"BND",84.66
2016-07-01,"BND",84.37
2016-06-30,"BND",84.3
2016-06-29,"BND",84.19
2016-06-28,"BND",84.22
2016-06-27,"BND",84.12
2016-06-24,"BND",83.69
2016-06-23,"BND",83.23
2016-06-22,"BND",83.38
2016-06-21,"BND",83.35
2016-06-20,"BND",83.46
2016-06-17,"BND",83.65
2016-06-16,"BND",83.77
2016-06-15,"BND",83.68
2016-06-14,"BND",83.49
2016-06-13,"BND",83.5
2016-06-10,"BND",83.48
2016-06-09,"BND",83.4
2016-06-08,"BND",83.32
2016-06-07,"BND",83.22
2016-06-06,"BND",83.21
2016-06-03,"BND",83.34
2016-06-02,"BND",82.82
2016-06-01,"BND",82.66
2016-05-31,"BND",82.8
2016-05-27,"BND",82.73
2016-05-26,"BND",82.76
2016-05-25,"BND",82.62
2016-05-24,"BND",82.65
2016-05-23,"BND",82.69
2016-05-20,"BND",82.67
2016-05-19,"BND",82.67
2016-05-18,"BND",82.58
2016-05-17,"BND",82.97
2016-05-16,"BND",83.03
2016-05-13,"BND",83.21
2016-05-12,"BND",83.12
2016-05-11,"BND",83.11
2016-05-10,"BND",83.09
2016-05-09,"BND",83.09
2016-05-06,"BND",83.03
2016-05-05,"BND",83.07
2016-05-04,"BND",82.92
2016-05-03,"BND",82.89
2016-05-02,"BND",82.66
2016-04-29,"BND",82.97
2016-04-28,"BND",82.91
2016-04-27,"BND",82.76
2016-04-26,"BND",82.51
2016-04-25,"BND",82.63
2016-04-22,"BND",82.73
2016-04-21,"BND",82.76
2016-04-20,"BND",82.86
2016-04-19,"BND",83.09
2016-04-18,"BND",83.04
2016-04-15,"BND",83.07
2016-04-14,"BND",82.88
2016-04-13,"BND",82.95
2016-04-12,"BND",82.9
2016-04-11,"BND",83.03
2016-04-08,"BND",83.04
2016-04-07,"BND",83.11
2016-04-06,"BND",82.84
2016-04-05,"BND",82.88
2016-04-04,"BND",82.73
2016-04-01,"BND",82.73
2016-03-31,"BND",82.805
2016-03-30,"BND",82.65
2016-03-29,"BND",82.68
2016-03-28,"BND",82.34
2016-03-24,"BND",82.3
2016-03-23,"BND",82.4
2016-03-22,"BND",82.22
2016-03-21,"BND",82.24
2016-03-18,"BND",82.39
2016-03-17,"BND",82.32
2016-03-16,"BND",82.14
2016-03-15,"BND",81.82
2016-03-14,"BND",81.9
2016-03-11,"BND",81.72
2016-03-10,"BND",81.83
2016-03-09,"BND",81.87
2016-03-08,"BND",82.01
2016-03-07,"BND",81.74
2016-03-04,"BND",81.76
2016-03-03,"BND",81.8
2016-03-02,"BND",81.76
2016-03-01,"BND",81.81
2016-02-29,"BND",82.25
2016-02-26,"BND",82.2
2016-02-25,"BND",82.28
2016-02-24,"BND",82.16
2016-02-23,"BND",82.1
2016-02-22,"BND",82.05
2016-02-19,"BND",82.03
2016-02-18,"BND",82.14
2016-02-17,"BND",81.86
2016-02-16,"BND",81.88
2016-02-12,"BND",82
2016-02-11,"BND",82.27
2016-02-10,"BND",82.22
2016-02-09,"BND",82.05
2016-02-08,"BND",82.06
2016-02-05,"BND",81.71
2016-02-04,"BND",81.79
2016-02-03,"BND",81.73
2016-02-02,"BND",81.67
2016-02-01,"BND",81.39
2016-01-29,"BND",81.73
2016-01-28,"BND",81.49
2016-01-27,"BND",81.43
2016-01-26,"BND",81.43
2016-01-25,"BND",81.31
2016-01-22,"BND",81.31
2016-01-21,"BND",81.34
2016-01-20,"BND",81.39
2016-01-19,"BND",81.3
2016-01-15,"BND",81.4
2016-01-14,"BND",81.26
2016-01-13,"BND",81.36
2016-01-12,"BND",81.16
2016-01-11,"BND",80.95
2016-01-08,"BND",81.29
2016-01-07,"BND",81.19
2016-01-06,"BND",81.18
2016-01-05,"BND",80.82
2016-01-04,"BND",80.725
2015-12-31,"BND",80.76
2015-12-30,"BND",80.6
2015-12-29,"BND",80.55
2015-12-28,"BND",80.8
2015-12-24,"BND",80.8
2015-12-23,"BND",80.74
2015-12-22,"BND",80.96
2015-12-21,"BND",81.07
2015-12-18,"BND",81.161
2015-12-17,"BND",80.98
2015-12-16,"BND",80.81
2015-12-15,"BND",80.9
2015-12-14,"BND",80.99
2015-12-11,"BND",81.37
2015-12-10,"BND",81.15
2015-12-09,"BND",81.16
2015-12-08,"BND",81.19
2015-12-07,"BND",81.17
2015-12-04,"BND",81.03
2015-12-03,"BND",80.71
2015-12-02,"BND",81.34
2015-12-01,"BND",81.44
2015-11-30,"BND",81.3
2015-11-27,"BND",81.34
2015-11-25,"BND",81.3
2015-11-24,"BND",81.29
2015-11-23,"BND",81.26
2015-11-20,"BND",81.23
2015-11-19,"BND",81.25
2015-11-18,"BND",81.14
2015-11-17,"BND",81.18
2015-11-16,"BND",81.09
2015-11-13,"BND",81.09
2015-11-12,"BND",80.94
2015-11-11,"BND",80.93
2015-11-10,"BND",80.92
2015-11-09,"BND",80.83
2015-11-06,"BND",80.9
2015-11-05,"BND",81.22
2015-11-04,"BND",81.37
2015-11-03,"BND",81.32
2015-11-02,"BND",81.46
2015-10-30,"BND",81.79
2015-10-29,"BND",81.61
2015-10-28,"BND",81.9
2015-10-27,"BND",82.13
2015-10-26,"BND",82.11
2015-10-23,"BND",82.02
2015-10-22,"BND",82.23
2015-10-21,"BND",82.09
2015-10-20,"BND",81.94
2015-10-19,"BND",82.07
2015-10-16,"BND",82.07
2015-10-15,"BND",82.1
2015-10-14,"BND",82.26
2015-10-13,"BND",81.96
2015-10-12,"BND",81.91
2015-10-09,"BND",81.77
2015-10-08,"BND",81.78
2015-10-07,"BND",81.91
2015-10-06,"BND",81.91
2015-10-05,"BND",81.8
2015-10-02,"BND",82.12
2015-10-01,"BND",81.81
2015-09-30,"BND",81.93
2015-09-29,"BND",81.77
2015-09-28,"BND",81.71
2015-09-25,"BND",81.5
2015-09-24,"BND",81.65
2015-09-23,"BND",81.62
2015-09-22,"BND",81.62
2015-09-21,"BND",81.47
2015-09-18,"BND",81.77
2015-09-17,"BND",81.54
2015-09-16,"BND",81.08
2015-09-15,"BND",81.13
2015-09-14,"BND",81.47
2015-09-11,"BND",81.45
2015-09-10,"BND",81.28
2015-09-09,"BND",81.45
2015-09-08,"BND",81.47
2015-09-04,"BND",81.67
2015-09-03,"BND",81.47
2015-09-02,"BND",81.41
2015-09-01,"BND",81.47
2015-08-31,"BND",81.44
2015-08-28,"BND",81.55
2015-08-27,"BND",81.51
2015-08-26,"BND",81.4
2015-08-25,"BND",81.75
2015-08-24,"BND",82.02
2015-08-21,"BND",82.04
2015-08-20,"BND",81.91
2015-08-19,"BND",81.84
2015-08-18,"BND",81.55
2015-08-17,"BND",81.7
2015-08-14,"BND",81.55
2015-08-13,"BND",81.58
2015-08-12,"BND",81.75
2015-08-11,"BND",81.78
2015-08-10,"BND",81.47
2015-08-07,"BND",81.64
2015-08-06,"BND",81.47
2015-08-05,"BND",81.42
2015-08-04,"BND",81.55
2015-08-03,"BND",81.83
2015-07-31,"BND",81.81
2015-07-30,"BND",81.53
2015-07-29,"BND",81.5
2015-07-28,"BND",81.57
2015-07-27,"BND",81.71
2015-07-24,"BND",81.55
2015-07-23,"BND",81.5
2015-07-22,"BND",81.31
2015-07-21,"BND",81.28
2015-07-20,"BND",81.13
2015-07-17,"BND",81.24
2015-07-16,"BND",81.23
2015-07-15,"BND",81.23
2015-07-14,"BND",81
2015-07-13,"BND",80.85
2015-07-10,"BND",81.04
2015-07-09,"BND",81.42
2015-07-08,"BND",81.69
2015-07-07,"BND",81.46
2015-07-06,"BND",81.38
2015-07-02,"BND",81.1
2015-07-01,"BND",80.9
2015-06-30,"BND",81.26
2015-06-29,"BND",81.34
2015-06-26,"BND",80.93
2015-06-25,"BND",81.08
2015-06-24,"BND",81.19
2015-06-23,"BND",81.04
2015-06-22,"BND",81.23
2015-06-19,"BND",81.62
2015-06-18,"BND",81.39
2015-06-17,"BND",81.45
2015-06-16,"BND",81.42
2015-06-15,"BND",81.21
2015-06-12,"BND",81.2
2015-06-11,"BND",81.26
2015-06-10,"BND",80.88
2015-06-09,"BND",81.05
2015-06-08,"BND",81.29
2015-06-05,"BND",81.19
2015-06-04,"BND",81.51
2015-06-03,"BND",81.31
2015-06-02,"BND",81.67
2015-06-01,"BND",81.9
2015-05-29,"BND",82.34
2015-05-28,"BND",82.31
2015-05-27,"BND",82.3
2015-05-26,"BND",82.26
2015-05-22,"BND",82.06
2015-05-21,"BND",82.11
2015-05-20,"BND",81.85
2015-05-19,"BND",81.85
2015-05-18,"BND",82.03
2015-05-15,"BND",82.33
2015-05-14,"BND",82
2015-05-13,"BND",81.84
2015-05-12,"BND",81.88
2015-05-11,"BND",81.98
2015-05-08,"BND",82.41
2015-05-07,"BND",82.19
2015-05-06,"BND",82.02
2015-05-05,"BND",82.25
2015-05-04,"BND",82.38
2015-05-01,"BND",82.5
2015-04-30,"BND",82.91
2015-04-29,"BND",82.82
2015-04-28,"BND",83.08
2015-04-27,"BND",83.34
2015-04-24,"BND",83.4
2015-04-23,"BND",83.27
2015-04-22,"BND",83.11
2015-04-21,"BND",83.42
2015-04-20,"BND",83.52
2015-04-17,"BND",83.61
2015-04-16,"BND",83.47
2015-04-15,"BND",83.49
2015-04-14,"BND",83.41
2015-04-13,"BND",83.26
2015-04-10,"BND",83.24
2015-04-09,"BND",83.28
2015-04-08,"BND",83.46
2015-04-07,"BND",83.52
2015-04-06,"BND",83.47
2015-04-02,"BND",83.4
2015-04-01,"BND",83.51
2015-03-31,"BND",83.37
2015-03-30,"BND",83.28
2015-03-27,"BND",83.18
2015-03-26,"BND",83.1
2015-03-25,"BND",83.37
2015-03-24,"BND",83.5
2015-03-23,"BND",83.36
2015-03-20,"BND",83.32
2015-03-19,"BND",83.1
2015-03-18,"BND",83.35
2015-03-17,"BND",82.84
2015-03-16,"BND",82.77
2015-03-13,"BND",82.61
2015-03-12,"BND",82.69
2015-03-11,"BND",82.63
2015-03-10,"BND",82.54
2015-03-09,"BND",82.22
2015-03-06,"BND",82.12
2015-03-05,"BND",82.6
2015-03-04,"BND",82.55
2015-03-03,"BND",82.55
2015-03-02,"BND",82.65
2015-02-27,"BND",83.08
2015-02-26,"BND",83.01
2015-02-25,"BND",83.24
2015-02-24,"BND",83.16
2015-02-23,"BND",82.82
2015-02-20,"BND",82.65
2015-02-19,"BND",82.63
2015-02-18,"BND",82.7
2015-02-17,"BND",82.47
2015-02-13,"BND",82.8
2015-02-12,"BND",82.99
2015-02-11,"BND",82.95
2015-02-10,"BND",82.95
2015-02-09,"BND",83.1
2015-02-06,"BND",83.13
2015-02-05,"BND",83.67
2015-02-04,"BND",83.85
2015-02-03,"BND",83.82
2015-02-02,"BND",84.08
2015-01-30,"BND",84.35
2015-01-29,"BND",83.89
2015-01-28,"BND",83.98
2015-01-27,"BND",83.68
2015-01-26,"BND",83.63
2015-01-23,"BND",83.73
2015-01-22,"BND",83.46
2015-01-21,"BND",83.44
2015-01-20,"BND",83.6
2015-01-16,"BND",83.69
2015-01-15,"BND",83.94
2015-01-14,"BND",83.57
2015-01-13,"BND",83.38
2015-01-12,"BND",83.3
2015-01-09,"BND",83.19
2015-01-08,"BND",83.05
2015-01-07,"BND",83.18
2015-01-06,"BND",83.13
2015-01-05,"BND",82.89
2015-01-02,"BND",82.65
2014-12-31,"BND",82.37
2014-12-30,"BND",82.31
2014-12-29,"BND",82.25
2014-12-26,"BND",82.11
2014-12-24,"BND",82.04
2014-12-23,"BND",82.01
2014-12-22,"BND",82.75
2014-12-19,"BND",82.79
2014-12-18,"BND",82.61
2014-12-17,"BND",82.74
2014-12-16,"BND",82.94
2014-12-15,"BND",82.75
2014-12-12,"BND",82.9
2014-12-11,"BND",82.62
2014-12-10,"BND",82.7
2014-12-09,"BND",82.48
2014-12-08,"BND",82.45
2014-12-05,"BND",82.28
2014-12-04,"BND",82.52
2014-12-03,"BND",82.375
2014-12-02,"BND",82.4
2014-12-01,"BND",82.58
2014-11-28,"BND",82.87
2014-11-26,"BND",82.73
2014-11-25,"BND",82.61
2014-11-24,"BND",82.46
2014-11-21,"BND",82.45
2014-11-20,"BND",82.27
2014-11-19,"BND",82.17
2014-11-18,"BND",82.38
2014-11-17,"BND",82.26
2014-11-14,"BND",82.26
2014-11-13,"BND",82.24
2014-11-12,"BND",82.18
2014-11-11,"BND",82.19
2014-11-10,"BND",82.15
2014-11-07,"BND",82.32
2014-11-06,"BND",82.04
2014-11-05,"BND",82.23
2014-11-04,"BND",82.13
2014-11-03,"BND",82.15
2014-10-31,"BND",82.36
2014-10-30,"BND",82.5
2014-10-29,"BND",82.44
2014-10-28,"BND",82.58
2014-10-27,"BND",82.63
2014-10-24,"BND",82.66
2014-10-23,"BND",82.59
2014-10-22,"BND",82.84
2014-10-21,"BND",82.86
2014-10-20,"BND",82.98
2014-10-17,"BND",82.91
2014-10-16,"BND",82.97
2014-10-15,"BND",83.11
2014-10-14,"BND",82.92
2014-10-13,"BND",82.81
2014-10-10,"BND",82.57
2014-10-09,"BND",82.5
2014-10-08,"BND",82.63
2014-10-07,"BND",82.41
2014-10-06,"BND",82.2
2014-10-03,"BND",82.01
2014-10-02,"BND",82.06
2014-10-01,"BND",82.12
2014-09-30,"BND",81.93
2014-09-29,"BND",81.95
2014-09-26,"BND",81.85
2014-09-25,"BND",81.93
2014-09-24,"BND",81.73
2014-09-23,"BND",81.78
2014-09-22,"BND",81.74
2014-09-19,"BND",81.64
2014-09-18,"BND",81.47
2014-09-17,"BND",81.46
2014-09-16,"BND",81.56
2014-09-15,"BND",81.59
2014-09-12,"BND",81.55
2014-09-11,"BND",81.68
2014-09-10,"BND",81.74
2014-09-09,"BND",81.89
2014-09-08,"BND",82.03
2014-09-05,"BND",82.09
2014-09-04,"BND",82.12
2014-09-03,"BND",82.26
2014-09-02,"BND",82.12
2014-08-29,"BND",82.58
2014-08-28,"BND",82.58
2014-08-27,"BND",82.47
2014-08-26,"BND",82.34
2014-08-25,"BND",82.3
2014-08-22,"BND",82.27
2014-08-21,"BND",82.27
2014-08-20,"BND",82.18
2014-08-19,"BND",82.3
2014-08-18,"BND",82.31
2014-08-15,"BND",82.48
2014-08-14,"BND",82.33
2014-08-13,"BND",82.25
2014-08-12,"BND",82.1
2014-08-11,"BND",82.17
2014-08-08,"BND",82.13
2014-08-07,"BND",82.19
2014-08-06,"BND",82.01
2014-08-05,"BND",81.92
2014-08-04,"BND",82.03
2014-08-01,"BND",81.92
2014-07-31,"BND",81.82
2014-07-30,"BND",81.91
2014-07-29,"BND",82.22
2014-07-28,"BND",82.15
2014-07-25,"BND",82.17
2014-07-24,"BND",82.02
2014-07-23,"BND",82.18
2014-07-22,"BND",82.22
2014-07-21,"BND",82.11
2014-07-18,"BND",82.11
2014-07-17,"BND",82.11
2014-07-16,"BND",81.89
2014-07-15,"BND",81.86
2014-07-14,"BND",81.92
2014-07-11,"BND",82.04
2014-07-10,"BND",81.92
2014-07-09,"BND",81.9
2014-07-08,"BND",81.82
2014-07-07,"BND",81.67
2014-07-03,"BND",81.57
2014-07-02,"BND",81.67
2014-07-01,"BND",81.89
2014-06-30,"BND",82.22
2014-06-27,"BND",82.15
2014-06-26,"BND",82.15
2014-06-25,"BND",82.04
2014-06-24,"BND",81.93
2014-06-23,"BND",81.78
2014-06-20,"BND",81.81
2014-06-19,"BND",81.76
2014-06-18,"BND",81.83
2014-06-17,"BND",81.62
2014-06-16,"BND",81.81
2014-06-13,"BND",81.83
2014-06-12,"BND",81.85
2014-06-11,"BND",81.64
2014-06-10,"BND",81.61
2014-06-09,"BND",81.77
2014-06-06,"BND",81.84
2014-06-05,"BND",81.85
2014-06-04,"BND",81.76
2014-06-03,"BND",81.75
2014-06-02,"BND",81.95
2014-05-30,"BND",82.33
2014-05-29,"BND",82.41
2014-05-28,"BND",82.48
2014-05-27,"BND",82.21
2014-05-23,"BND",82.13
2014-05-22,"BND",82.05
2014-05-21,"BND",82.1
2014-05-20,"BND",82.17
2014-05-19,"BND",82.13
2014-05-16,"BND",82.16
2014-05-15,"BND",82.16
2014-05-14,"BND",82.01
2014-05-13,"BND",81.8
2014-05-12,"BND",81.65
2014-05-09,"BND",81.73
2014-05-08,"BND",81.83
2014-05-07,"BND",81.79
2014-05-06,"BND",81.75
2014-05-05,"BND",81.67
2014-05-02,"BND",81.76
2014-05-01,"BND",81.67
2014-04-30,"BND",81.65
2014-04-29,"BND",81.47
2014-04-28,"BND",81.43
2014-04-25,"BND",81.52
2014-04-24,"BND",81.49
2014-04-23,"BND",81.465
2014-04-22,"BND",81.34
2014-04-21,"BND",81.34
2014-04-17,"BND",81.32
2014-04-16,"BND",81.53
2014-04-15,"BND",81.58
2014-04-14,"BND",81.54
2014-04-11,"BND",81.55
2014-04-10,"BND",81.5
2014-04-09,"BND",81.25
2014-04-08,"BND",81.27
2014-04-07,"BND",81.21
2014-04-04,"BND",81.06
2014-04-03,"BND",80.82
2014-04-02,"BND",80.75
2014-04-01,"BND",80.91
2014-03-31,"BND",81.19
2014-03-28,"BND",81.19
2014-03-27,"BND",81.34
2014-03-26,"BND",81.26
2014-03-25,"BND",81.04
2014-03-24,"BND",81.06
2014-03-21,"BND",81.05
2014-03-20,"BND",80.82
2014-03-19,"BND",80.89
2014-03-18,"BND",81.27
2014-03-17,"BND",81.18
2014-03-14,"BND",81.29
2014-03-13,"BND",81.34
2014-03-12,"BND",81.1
2014-03-11,"BND",80.93
2014-03-10,"BND",80.94
2014-03-07,"BND",80.89
2014-03-06,"BND",81.13
2014-03-05,"BND",81.33
2014-03-04,"BND",81.22
2014-03-03,"BND",81.5
2014-02-28,"BND",81.5
2014-02-27,"BND",81.56
2014-02-26,"BND",81.46
2014-02-25,"BND",81.29
2014-02-24,"BND",81.13
2014-02-21,"BND",81.15
2014-02-20,"BND",81.09
2014-02-19,"BND",81.1
2014-02-18,"BND",81.17
2014-02-14,"BND",81.06
2014-02-13,"BND",81.09
2014-02-12,"BND",80.89
2014-02-11,"BND",81.03
2014-02-10,"BND",81.2
2014-02-07,"BND",81.15
2014-02-06,"BND",81.05
2014-02-05,"BND",81.08
2014-02-04,"BND",81.25
2014-02-03,"BND",81.38
2014-01-31,"BND",81.29
2014-01-30,"BND",81.18
2014-01-29,"BND",81.18
2014-01-28,"BND",81
2014-01-27,"BND",80.93
2014-01-24,"BND",81.08
2014-01-23,"BND",80.87
2014-01-22,"BND",80.65
2014-01-21,"BND",80.79
2014-01-17,"BND",80.79
2014-01-16,"BND",80.7
2014-01-15,"BND",80.52
2014-01-14,"BND",80.57
2014-01-13,"BND",80.69
2014-01-10,"BND",80.58
2014-01-09,"BND",80.19
2014-01-08,"BND",80.04
2014-01-07,"BND",80.3
2014-01-06,"BND",80.2
2014-01-03,"BND",80.13
2014-01-02,"BND",80.12
2013-12-31,"BND",80.05
2013-12-30,"BND",80.08
2013-12-27,"BND",79.95
2013-12-26,"BND",79.95
2013-12-24,"BND",80.07
2013-12-23,"BND",80.48
2013-12-20,"BND",80.58
2013-12-19,"BND",80.43
2013-12-18,"BND",80.58
2013-12-17,"BND",80.61
2013-12-16,"BND",80.46
2013-12-13,"BND",80.43
2013-12-12,"BND",80.34
