"SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL","SOURCE","MLS.","FAVORITE","INTERESTED","LIST.DATE","ADDRESS","ZIP_CODE","LAT_LON","CITY_STATE","LOCATION","CITY","STATE","LATITUDE","LONGITUDE"
"PAST SALE","September-5-2017","Townhouse",550000,2,2,1036,1036,2017,172,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/711-Jackson-St-NE-20017/unit-4/home/113618816","MRIS","DC9903065","N","Y","Wednesday- Aug 09, 2017","711 Jackson St NE #4","'200170000","38.9292155&-76.9954437","Washington, DC","Brookland","Washington","DC","38.9292155","-76.9954437"
"PAST SALE","","Condo/Co-op",170700,0,1,363,363,1967,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/3000-7th-St-NE-20017/unit-120/home/10076571","","","N","Y",NA,"3000 7th St NE Apt 120","'200170000","38.9278553&-76.9963847","Washington, DC","","Washington","DC","38.9278553","-76.9963847"
"PAST SALE","","Condo/Co-op",250000,1,1,956,956,1951,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/4301-Massachusetts-Ave-NW-20016/unit-600/home/9960690","","","N","Y",NA,"4301 Massachusetts Ave NW #600","'200160000","38.9366635&-77.0830799","Washington, DC","","Washington","DC","38.9366635","-77.0830799"
"PAST SALE","September-15-2017","Condo/Co-op",64050,2,1,751,751,1940,309,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3937-S-St-SE-20020/unit-8A/home/11745499","MRIS","DC9980797","N","Y","Tuesday- Aug 29, 2017","3937 S St SE Unit 8A","'200200000","38.8652764&-76.9483731","Washington, DC","Fort Dupont Park","Washington","DC","38.8652764","-76.9483731"
"PAST SALE","September-8-2017","Townhouse",254900,2,1,800,2375,1945,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/256-56th-Pl-NE-20019/home/113158026","MRIS","DC9963528","N","Y","Tuesday- Aug 15, 2017","256 56th Pl NE","'200190000","38.8926753&-76.9203856","Washington, DC","Deanwood","Washington","DC","38.8926753","-76.9203856"
"PAST SALE","September-19-2017","Condo/Co-op",345500,2,1,720,720,2016,252,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1710-Gales-St-NE-20002/unit-1/home/112845971","MRIS","DC9834069","N","Y","Wednesday- Sep 06, 2017","1710 Gales St NE #1","'200020000","38.898145&-76.978807","Washington, DC","Capitol Hill / Kingman Park","Washington","DC","38.898145","-76.978807"
"PAST SALE","September-18-2017","Condo/Co-op",240000,1,1,421,421,1964,463,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1440-N-St-NW-20005/unit-610/home/9871070","MRIS","DC10022548","N","Y","Monday- Sep 04, 2017","1440 N St NW #610","'200050000","38.9070428&-77.0336369","Washington, DC","Old City #2","Washington","DC","38.9070428","-77.0336369"
"PAST SALE","September-19-2017","Single Family Residential",206000,2,1,464,2600,1926,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4020-Grant-St-NE-20019/home/10119673","MRIS","DC10039660","N","Y","Wednesday- Sep 06, 2017","4020 Grant St NE","'200190000","38.8985812&-76.9454577","Washington, DC","Deanwood","Washington","DC","38.8985812","-76.9454577"
"PAST SALE","September-20-2017","Condo/Co-op",271500,0,1,486,486,1959,324,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-N-703/home/143092562","MRIS","DC10023073","N","Y","Friday- Sep 08, 2017","800 4th St SW Unit N-703","'200240000","38.8802745&-77.017125","Washington, DC","Sw Waterfront","Washington","DC","38.8802745","-77.017125"
"PAST SALE","September-20-2017","Condo/Co-op",65000,1,1,629,629,1940,485,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2311-Altamont-Pl-SE-20020/unit-1/home/10151177","MRIS","DC10036685","N","Y","Friday- Sep 08, 2017","2311 Altamont Pl SE #1","'200200000","38.8633519&-76.9722769","Washington, DC","Randle Heights","Washington","DC","38.8633519","-76.9722769"
"PAST SALE","","Condo/Co-op",380000,1,1,672,672,2005,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/355-I-St-SW-20024/unit-214/home/10348532","","","N","Y",NA,"355 I St SW Apt 214","'200240000","38.8798038&-77.0165647","Washington, DC","","Washington","DC","38.8798038","-77.0165647"
"PAST SALE","September-22-2017","Townhouse",489900,2,2,1015,1015,1910,259,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1014-10th-St-NE-20002/unit-1/home/143214781","MRIS","DC10029103","N","Y","Tuesday- Sep 12, 2017","1014 10th St NE #1","'200020000","38.903264&-76.9928413","Washington, DC","H Street Coridor","Washington","DC","38.903264","-76.9928413"
"PAST SALE","September-22-2017","Condo/Co-op",271000,0,1,428,428,1926,300,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1101-L-St-NW-20005/unit-510/home/9876072","MRIS","DC10025087","N","Y","Tuesday- Sep 12, 2017","1101 L St NW #510","'200050000","38.9042969&-77.0272973","Washington, DC","Old City #2","Washington","DC","38.9042969","-77.0272973"
"PAST SALE","September-22-2017","Townhouse",820000,2,2.5,1348,1312,1900,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1508-E-St-SE-20003/home/9919148","MRIS","DC10005574","N","Y","Tuesday- Sep 12, 2017","1508 E St SE","'200030000","38.8830232&-76.9832316","Washington, DC","Old City #1","Washington","DC","38.8830232","-76.9832316"
"PAST SALE","September-25-2017","Condo/Co-op",450000,1,1,752,752,2006,359,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/150-V-St-NW-20001/unit-V309/home/12530641","MRIS","DC10034203","N","Y","Monday- Sep 18, 2017","150 V St NW Unit V309","'200010000","38.9179571&-77.014256","Washington, DC","Ledroit Park","Washington","DC","38.9179571","-77.014256"
"PAST SALE","September-22-2017","Townhouse",1040000,2,2.5,1756,1673,1900,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/510-9th-St-SE-20003/home/9905495","MRIS","DC10066677","N","Y","Tuesday- Sep 12, 2017","510 9th St SE","'200030000","38.8822651&-76.9935027","Washington, DC","Capitol Hill","Washington","DC","38.8822651","-76.9935027"
"PAST SALE","September-27-2017","Condo/Co-op",335000,0,1,540,540,2004,423,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/631-D-St-NW-20004/unit-638/home/10342615","MRIS","DC10015818","N","Y","Friday- Sep 22, 2017","631 D St NW #638","'200040000","38.8953272&-77.0210685","Washington, DC","Penn Quarter","Washington","DC","38.8953272","-77.0210685"
"PAST SALE","September-27-2017","Townhouse",730000,2,2.5,1600,1600,1907,197,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/136-Quincy-Pl-NE-20002/unit-2/home/44656418","MRIS","DC10051428","N","Y","Friday- Sep 22, 2017","136 Quincy Pl NE #2","'200020000","38.9120356&-77.0053625","Washington, DC","Eckington","Washington","DC","38.9120356","-77.0053625"
"PAST SALE","September-26-2017","Condo/Co-op",341500,0,1,473,473,1986,238,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/649-C-St-SE-20003/unit-105/home/9900274","MRIS","DC9950483","N","Y","Wednesday- Sep 20, 2017","649 C St SE #105","'200030000","38.8857054&-76.9968702","Washington, DC","Capitol Hill","Washington","DC","38.8857054","-76.9968702"
"PAST SALE","September-29-2017","Condo/Co-op",289000,2,1,734,734,1937,325,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1300-Childress-St-NE-20002/unit-000003/home/10097885","MRIS","DC10021088","N","Y","Tuesday- Sep 26, 2017","1300 Childress St NE #3","'200020000","38.906565&-76.983632","Washington, DC","Trinidad","Washington","DC","38.906565","-76.983632"
"PAST SALE","September-28-2017","Townhouse",203000,2,1,800,2064,1945,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4684-A-St-SE-20019/home/10135686","MRIS","DC10046889","N","Y","Sunday- Sep 24, 2017","4684 A St SE","'200190000","38.8881902&-76.9337543","Washington, DC","Marshall Heights","Washington","DC","38.8881902","-76.9337543"
"PAST SALE","September-5-2017","Condo/Co-op",336000,1,1,717,717,1965,781,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1425-4th-St-SW-20024/home/9882906","MRIS","DC10017260","N","Y","Wednesday- Aug 09, 2017","1425 4th St SW Unit A414","'200240000","38.8727449&-77.0187373","Washington, DC","Rla (sw)","Washington","DC","38.8727449","-77.0187373"
"PAST SALE","","Condo/Co-op",279000,2,1,827,827,1967,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/700-7th-St-SW-20024/unit-813/home/9880665","","","N","Y",NA,"700 7th St SW Apt 813","'200240000","38.8802668&-77.0215354","Washington, DC","","Washington","DC","38.8802668","-77.0215354"
"PAST SALE","","Townhouse",640000,2,2.5,1410,1064,1980,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/1416-E-Capitol-St-SE-20003/unit-1416/home/9917066","","","N","Y",NA,"1416 E Capitol St SE #1416","'200030000","38.8898024&-76.9851759","Washington, DC","","Washington","DC","38.8898024","-76.9851759"
"PAST SALE","September-15-2017","Townhouse",1060000,2,2,1805,1517,1890,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1460-T-St-NW-20009/home/10175961","MRIS","DC10027594","N","Y","Tuesday- Aug 29, 2017","1460 T St NW","'200090000","38.915316&-77.034111","Washington, DC","Old City #2","Washington","DC","38.915316","-77.034111"
"PAST SALE","September-12-2017","Condo/Co-op",692000,2,2,1100,1100,2007,614,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1010-Massachusetts-Ave-NW-20001/unit-202/home/12533459","MRIS","DC10033027","N","Y","Wednesday- Aug 23, 2017","1010 Massachusetts Ave NW #202","'200010000","38.9033359&-77.0266747","Washington, DC","Central","Washington","DC","38.9033359","-77.0266747"
"PAST SALE","September-15-2017","Townhouse",549900,2,1,780,835,1918,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1611-Massachusetts-Ave-SE-20003/home/9920361","MRIS","DC10002599","N","Y","Tuesday- Aug 29, 2017","1611 Massachusetts Ave SE","'200030000","38.886086&-76.981852","Washington, DC","Old City #1","Washington","DC","38.886086","-76.981852"
"PAST SALE","September-18-2017","Single Family Residential",325000,2,2,1248,1782,1944,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4513-Eads-Pl-NE-20019/home/10122912","MRIS","DC10028280","N","Y","Monday- Sep 04, 2017","4513 Eads Pl NE","'200190000","38.8958194&-76.9369329","Washington, DC","Deanwood","Washington","DC","38.8958194","-76.9369329"
"PAST SALE","September-28-2017","Condo/Co-op",642000,2,2,937,937,2004,583,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1111-11th-St-NW-20001/unit-901/home/10342074","MRIS","DC9945592","N","Y","Sunday- Sep 24, 2017","1111 11th St NW #901","'200010000","38.9049937&-77.026715","Washington, DC","Old City #2","Washington","DC","38.9049937","-77.026715"
"PAST SALE","September-7-2017","Townhouse",490000,2,1,805,805,1938,210,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3924-W-St-NW-20007/unit-2/home/142957083","MRIS","DC10011078","N","Y","Sunday- Aug 13, 2017","3924 W St NW #2","'200070000","38.9189577&-77.0780636","Washington, DC","Glover Park","Washington","DC","38.9189577","-77.0780636"
"PAST SALE","September-13-2017","Condo/Co-op",220000,0,1,440,440,1960,370,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4000-Tunlaw-Rd-NW-20007/unit-804/home/9959575","MRIS","DC10027625","N","Y","Friday- Aug 25, 2017","4000 Tunlaw Rd NW #804","'200070000","38.9253425&-77.0803709","Washington, DC","Glover Park","Washington","DC","38.9253425","-77.0803709"
"PAST SALE","September-15-2017","Condo/Co-op",377000,1,1.5,863,863,1942,435,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3680-38th-St-NW-20016/unit-A241/home/142415276","MRIS","DC10004451","N","Y","Tuesday- Aug 29, 2017","3680 38th St NW Unit A241","'200160000","38.9388746&-77.0758084","Washington, DC","Cleveland Park","Washington","DC","38.9388746","-77.0758084"
"PAST SALE","September-22-2017","Single Family Residential",825000,2,1.5,1937,2970,1934,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4849-Brandywine-St-NW-20016/home/9946121","MRIS","DC10034363","N","Y","Tuesday- Sep 12, 2017","4849 Brandywine St NW","'200160000","38.9498612&-77.0962534","Washington, DC","American University Park","Washington","DC","38.9498612","-77.0962534"
"PAST SALE","","Condo/Co-op",299000,1,1,726,726,1957,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/5410-Connecticut-Ave-NW-20015/unit-516/home/9969653","","","N","Y",NA,"5410 Connecticut Ave NW Apt 516","'200150000","38.9618075&-77.0743918","Washington, DC","","Washington","DC","38.9618075","-77.0743918"
"PAST SALE","September-11-2017","Condo/Co-op",370000,1,1,629,629,2010,369,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/5201-Wisconsin-Ave-20015/unit-213/home/40501593","MRIS","DC10016828","N","Y","Monday- Aug 21, 2017","5201-B Wisconsin Ave NW #213","'200150000","38.9572488&-77.0836308","Washington, DC","Chevy Chase","Washington","DC","38.9572488","-77.0836308"
"PAST SALE","September-22-2017","Condo/Co-op",324900,1,1,774,774,1959,560,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2725-39th-St-NW-20007/unit-307/home/11747261","MRIS","DC10030164","N","Y","Tuesday- Sep 12, 2017","2725 39th St NW #307","'200070000","38.925285&-77.0785607","Washington, DC","Glover Park","Washington","DC","38.925285","-77.0785607"
"PAST SALE","September-29-2017","Condo/Co-op",249000,1,1,600,600,1942,282,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2339-40th-Pl-NW-20007/unit-002/home/81949110","MRIS","DC10035731","N","Y","Tuesday- Sep 26, 2017","2339 40th Pl NW #002","'200070000","38.922062&-77.0795354","Washington, DC","Glover Park","Washington","DC","38.922062","-77.0795354"
"PAST SALE","","Condo/Co-op",377000,1,1.5,863,863,1942,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/3680-38th-St-NW-20016/unit-A241/home/9968154","","","N","Y",NA,"3680 38th St NW Apt A241","'200160000","38.9389491&-77.0760724","Washington, DC","","Washington","DC","38.9389491","-77.0760724"
"PAST SALE","September-13-2017","Condo/Co-op",529000,2,2,1261,1261,1942,635,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3831-Rodman-St-NW-20016/unit-A25/home/9968352","MRIS","DC10021368","N","Y","Friday- Aug 25, 2017","3831 Rodman St NW Unit A25","'200160000","38.939548&-77.075926","Washington, DC","Cleveland Park","Washington","DC","38.939548","-77.075926"
"PAST SALE","September-29-2017","Condo/Co-op",282000,1,1,798,798,1957,635,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/5410-Connecticut-Ave-NW-20015/unit-914/home/9969823","MRIS","DC9965459","N","Y","Tuesday- Sep 26, 2017","5410 Connecticut Ave NW #914","'200150000","38.9618075&-77.0743918","Washington, DC","Chevy Chase","Washington","DC","38.9618075","-77.0743918"
"PAST SALE","September-22-2017","Condo/Co-op",449900,2,1,650,650,1925,298,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2535-13th-St-NW-20009/unit-102/home/10349666","MRIS","DC10011824","N","Y","Tuesday- Sep 12, 2017","2535 13th St NW #102","'200090000","38.9233306&-77.0292653","Washington, DC","Columbia Heights","Washington","DC","38.9233306","-77.0292653"
"PAST SALE","September-7-2017","Condo/Co-op",298970,0,1,410,410,1962,434,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1601-18th-St-NW-20009/unit-518/home/9860921","MRIS","DC9927229","N","Y","Sunday- Aug 13, 2017","1601 18th St NW #518","'200090000","38.9113829&-77.0412216","Washington, DC","Dupont Circle","Washington","DC","38.9113829","-77.0412216"
"PAST SALE","September-22-2017","Condo/Co-op",339500,1,1,485,485,1962,511,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1601-18th-St-NW-20009/unit-201/home/9860745","MRIS","DC9972099","N","Y","Tuesday- Sep 12, 2017","1601 18th St NW #201","'200090000","38.911383&-77.0412216","Washington, DC","Old City #2","Washington","DC","38.911383","-77.0412216"
"PAST SALE","September-22-2017","Townhouse",681000,2,1.5,1191,1191,1980,409,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1688-Euclid-St-NW-20009/unit-B/home/10005991","MRIS","DC10034967","N","Y","Tuesday- Sep 12, 2017","1688 Euclid St NW Unit B","'200090000","38.9231624&-77.0387768","Washington, DC","Adams Morgan","Washington","DC","38.9231624","-77.0387768"
"PAST SALE","September-22-2017","Condo/Co-op",292000,1,1,506,506,1966,645,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1260-21st-St-NW-20036/unit-906/home/9052421","MRIS","DC9997797","N","Y","Tuesday- Sep 12, 2017","1260 21st St NW #906","'200360000","38.9067387&-77.0469768","Washington, DC","Dupont","Washington","DC","38.9067387","-77.0469768"
"PAST SALE","September-27-2017","Condo/Co-op",360000,1,1,540,540,1915,168,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2032-15th-St-NW-20009/unit-7/home/9867557","MRIS","DC9998556","N","Y","Friday- Sep 22, 2017","2032 15th St NW #7","'200090000","38.9179532&-77.034754","Washington, DC","Old City #2","Washington","DC","38.9179532","-77.034754"
"PAST SALE","September-29-2017","Condo/Co-op",699000,2,2.5,1100,1100,1985,841,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1099-22nd-St-NW-20037/unit-403/home/9053910","MRIS","DC10038758","N","Y","Tuesday- Sep 26, 2017","1099 22nd St NW #403","'200370000","38.9033953&-77.0485658","Washington, DC","West End","Washington","DC","38.9033953","-77.0485658"
"PAST SALE","September-29-2017","Condo/Co-op",660235,2,2,1404,1404,2006,305,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3240-Hiatt-Pl-NW-20010/unit-5/home/113011921","MRIS","DC9854134","N","Y","Tuesday- Sep 26, 2017","3240 Hiatt Pl NW #5","'200100000","38.9308286&-77.0350201","Washington, DC","Columbia Heights","Washington","DC","38.9308286","-77.0350201"
"PAST SALE","September-29-2017","Condo/Co-op",254000,0,1,505,505,1960,548,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2030-F-St-NW-20006/unit-1004/home/9058675","MRIS","DC10043845","N","Y","Tuesday- Sep 26, 2017","2030 F St NW #1004","'200060000","38.8972032&-77.0463373","Washington, DC","Foggy Bottom","Washington","DC","38.8972032","-77.0463373"
"PAST SALE","September-28-2017","Condo/Co-op",387000,1,1,667,667,1920,580,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-209/home/25692169","MRIS","DC10023638","N","Y","Sunday- Sep 24, 2017","1701 16th St NW #209","'200090000","38.9130203&-77.036064","Washington, DC","Dupont Circle","Washington","DC","38.9130203","-77.036064"
"PAST SALE","September-29-2017","Condo/Co-op",274000,0,1,504,504,1963,435,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1330-New-Hampshire-Ave-NW-20036/unit-521/home/9057027","MRIS","DC10023167","N","Y","Tuesday- Sep 26, 2017","1330 New Hampshire Ave NW #521","'200360000","38.90816&-77.0452812","Washington, DC","Central","Washington","DC","38.90816","-77.0452812"
"PAST SALE","September-13-2017","Condo/Co-op",205000,1,1,628,628,1940,364,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/939-Longfellow-St-NW-20011/unit-208/home/10345506","MRIS","DC10001308","N","Y","Friday- Aug 25, 2017","939 Longfellow St NW #208","'200110000","38.9576181&-77.0272529","Washington, DC","Petworth","Washington","DC","38.9576181","-77.0272529"
"PAST SALE","September-15-2017","Condo/Co-op",695000,1,1.5,987,987,2006,544,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1401-Q-St-NW-20009/unit-101/home/11745938","MRIS","DC10027593","N","Y","Tuesday- Aug 29, 2017","1401 Q St NW #101","'200090000","38.9113199&-77.0323466","Washington, DC","Logan Circle","Washington","DC","38.9113199","-77.0323466"
"PAST SALE","","Condo/Co-op",340000,1,1.5,750,750,2000,NA,"",NA,NA,"http://www.redfin.com/DC/Washington/6827-4th-St-NW-20012/unit-210/home/10184590","","","N","Y",NA,"6827 4th St NW Apt 210","'200120000","38.9729594&-77.0174318","Washington, DC","","Washington","DC","38.9729594","-77.0174318"
"PAST SALE","September-29-2017","Condo/Co-op",4550000,2,2.5,1264,1264,2005,580,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/343-Cedar-St-NW-20012/unit-103/home/10349836","MRIS","DC10023576","N","Y","Tuesday- Sep 26, 2017","343 Cedar St NW #103","'200120000","38.9748603&-77.018094","Washington, DC","Brightwood","Washington","DC","38.9748603","-77.018094"
"PAST SALE","September-29-2017","Condo/Co-op",335000,1,1,609,609,1926,343,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4800-Georgia-Ave-NW-20011/unit-403/home/53448699","MRIS","DC10000768","N","Y","Tuesday- Sep 26, 2017","4800 Georgia Ave NW #403","'200110000","38.948505&-77.027306","Washington, DC","16th Street Heights","Washington","DC","38.948505","-77.027306"
"PAST SALE","September-18-2017","Condo/Co-op",305000,1,1,605,605,1954,300,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2004-3rd-St-NE-20002/unit-103/home/12529985","MRIS","DC10028918","N","Y","Monday- Sep 04, 2017","2004 3rd St NE #103","'200020000","38.917342&-77.0023291","Washington, DC","Eckington","Washington","DC","38.917342","-77.0023291"
"PAST SALE","September-6-2017","Townhouse",168000,2,1.5,800,1550,1945,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/6132-Banks-Pl-NE-20019/home/10131920","MRIS","DC9955089","N","Y","Friday- Aug 11, 2017","6132 Banks Pl NE","'200190000","38.892192&-76.912692","Washington, DC","Deanwood","Washington","DC","38.892192","-76.912692"
"PAST SALE","September-8-2017","Single Family Residential",150000,2,1,768,4515,1920,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/5722-Foote-St-NE-20019/home/10129366","MRIS","DC9984739","N","Y","Tuesday- Aug 15, 2017","5722 Foote St NE","'200190000","38.8974059&-76.918151","Washington, DC","Deanwood","Washington","DC","38.8974059","-76.918151"
"PAST SALE","","Condo/Co-op",837400,2,2,1175,1175,2008,NA,"",NA,NA,"http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2008/home/16898366","","","N","Y",NA,"1111 19th St N Apt 2008","'222090000","38.897304&-77.069227","Arlington, va","","Arlington","VA","38.897304","-77.069227"
"PAST SALE","","Condo/Co-op",837400,2,2,1175,1175,2008,NA,"",NA,NA,"http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2008/home/16898366","","","N","Y",NA,"1111 19th St N Apt 2008","'222090000","38.897304&-77.069227","Arlington, VA","","Arlington","VA","38.897304","-77.069227"
"PAST SALE","September-18-2017","Condo/Co-op",289000,1,1,648,648,1940,398,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3925-Davis-Pl-NW-20007/unit-104/home/10186739","MRIS","DC10002148","N","Y","Monday- Sep 04, 2017","3925 Davis Pl NW #104","'200070000","38.9239187&-77.07831","Washington, DC","Glover Park","Washington","DC","38.9239187","-77.07831"
"PAST SALE","September-26-2017","Condo/Co-op",692500,2,2.5,1662,1662,1966,1807,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2801-New-Mexico-Ave-NW-20007/unit-601/home/9964296","MRIS","DC10066568","N","Y","Wednesday- Sep 20, 2017","2801 New Mexico Ave NW #601","'200070000","38.9267359&-77.0805026","Washington, DC","Observatory Circle","Washington","DC","38.9267359","-77.0805026"
"PAST SALE","September-29-2017","Condo/Co-op",504000,1,1,768,768,1900,500,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1625-15th-St-NW-20009/unit-2/home/9870224","MRIS","DC10048760","N","Y","Tuesday- Sep 26, 2017","1625 15th St NW #2","'200090000","38.9118807&-77.0345296","Washington, DC","Old City #2","Washington","DC","38.9118807","-77.0345296"
"PAST SALE","September-29-2017","Condo/Co-op",384000,2,1,557,557,1955,297,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/327-10th-St-SE-20003/unit-4/home/9905224","MRIS","DC10002057","N","Y","Tuesday- Sep 26, 2017","327 10th St SE #4","'200030000","38.8852647&-76.9929134","Washington, DC","Capitol Hill","Washington","DC","38.8852647","-76.9929134"
"PAST SALE","September-8-2017","Condo/Co-op",762000,2,2,947,947,2008,725,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2001/home/16898372","MRIS","AR9996535","N","Y","Tuesday- Aug 15, 2017","1111 19th St N #2001","'222090000","38.897304&-77.069227","Arlington, va","Waterview","Arlington","VA","38.897304","-77.069227"
"PAST SALE","September-8-2017","Condo/Co-op",762000,2,2,947,947,2008,725,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2001/home/16898372","MRIS","AR9996535","N","Y","Tuesday- Aug 15, 2017","1111 19th St N #2001","'222090000","38.897304&-77.069227","Arlington, VA","Waterview","Arlington","VA","38.897304","-77.069227"
"PAST SALE","September-29-2017","Condo/Co-op",331000,1,1,700,700,1962,671,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/922-24th-St-NW-20037/unit-121/home/9044740","MRIS","DC10040087","N","Y","Tuesday- Sep 26, 2017","922 24th St NW #121","'200370000","38.9014794&-77.0516208","Washington, DC","Foggy Bottom","Washington","DC","38.9014794","-77.0516208"
"PAST SALE","September-8-2017","Townhouse",345000,2,2,884,1906,1950,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4502-Texas-Ave-SE-20019/home/10141111","MRIS","DC9999203","N","Y","Tuesday- Aug 15, 2017","4502 Texas Ave SE","'200190000","38.885094&-76.941063","Washington, DC","Fort Dupont Park","Washington","DC","38.885094","-76.941063"
"PAST SALE","September-15-2017","Townhouse",2e+05,2,1.5,832,1671,1940,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3354-Baker-St-NE-20019/home/10116331","MRIS","DC10033090","N","Y","Tuesday- Aug 29, 2017","3354 Baker St NE","'200190000","38.892975&-76.9581498","Washington, DC","Lily Ponds","Washington","DC","38.892975","-76.9581498"
"PAST SALE","September-15-2017","Condo/Co-op",85000,2,1,673,673,1939,330,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4210-Benning-Rd-NE-20019/unit-3/home/10346002","MRIS","DC10010661","N","Y","Tuesday- Aug 29, 2017","4210 Benning Rd NE #3","'200190000","38.8930948&-76.9420711","Washington, DC","Deanwood","Washington","DC","38.8930948","-76.9420711"
"PAST SALE","September-26-2017","Townhouse",330000,2,2,832,2173,1950,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4341-F-St-SE-20019/home/10139907","MRIS","DC10036673","N","Y","Wednesday- Sep 20, 2017","4341 F St SE","'200190000","38.881599&-76.9418584","Washington, DC","Fort Dupont Park","Washington","DC","38.881599","-76.9418584"
"PAST SALE","September-29-2017","Condo/Co-op",1490,1,1,700,700,1950,900,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2711-Q-St-SE-20020/unit-203/home/102651540","MRIS","DC9896992","N","Y","Tuesday- Sep 26, 2017","2711 Q St SE #203","'200200000","38.8705138&-76.9683584","Washington, DC","Hill Crest","Washington","DC","38.8705138","-76.9683584"
"PAST SALE","September-15-2017","Townhouse",620000,2,1.5,980,1088,1915,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/237-14th-Pl-NE-20002/home/9916546","MRIS","DC10026073","N","Y","Tuesday- Aug 29, 2017","237 14th Pl NE","'200020000","38.8930025&-76.9843395","Washington, DC","Capitol Hill","Washington","DC","38.8930025","-76.9843395"
