"","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL","SOURCE","MLS.","FAVORITE","INTERESTED","LIST.DATE","ADDRESS","ZIP_CODE","LAT_LON","CITY_STATE","LOCATION","CITY","STATE","LATITUDE","LONGITUDE","PROPERTY.SIZE","metro_distance","days_on_market"
"1","PAST SALE",2017-09-29,"Condo/Co-op",280000,2,1,1055,1055,1964,584,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1830-Columbia-Pike-22204/unit-205/home/11272669","MRIS","AR9928984","N","Y",2017-09-26,"1830 Columbia Pike #205",22204,"38.8649114&-77.0760334","Arlington, va","Lancaster Condominiums","Arlington","VA",38.8649114,-77.0760334,1055,0.867205291407525,3
"2","PAST SALE",2017-09-06,"Condo/Co-op",405000,2,2,1030,1030,1966,392,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4139-S-Four-Mile-Run-Dr-22204/unit-204/home/21971541","MRIS","AR10019137","N","Y",2017-08-11,"4139 Four Mile Run Dr S #204",22204,"38.85081965&-77.09750803","Arlington, va","West Village At Shirlington","Arlington","VA",38.85081965,-77.09750803,1030,2.18504165491735,26
"3","PAST SALE",2017-09-19,"Condo/Co-op",510000,2,2,1209,1209,2006,551,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3600-S-Glebe-Rd-22202/unit-432W/home/12042691","MRIS","AR9926090","N","Y",2017-09-06,"3600 S Glebe Rd Unit 432W",22202,"38.8422316&-77.0516627","Arlington, va","Eclipse On Center","Arlington","VA",38.8422316,-77.0516627,1209,0.791870502627026,13
"4","PAST SALE",2017-09-29,"Condo/Co-op",395000,2,2,1135,1135,1966,445,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4141-S-Four-Mile-Run-Dr-22204/unit-103/home/23385384","MRIS","AR10037560","N","Y",2017-09-26,"4141 Four Mile Run Dr #103",22204,"38.8504067&-77.097965","Arlington, va","West Village Of Shirlington","Arlington","VA",38.8504067,-77.097965,1135,2.21886787813348,3
"5","PAST SALE",2017-09-25,"Condo/Co-op",339900,2,1,930,930,1983,345,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2909-S-Woodley-St-22206/unit-116-13/home/11267504","MRIS","AR10037567","N","Y",2017-09-18,"2909-F Woodley St S Unit 116-13",22206,"38.8414273&-77.0960413","Arlington, va","Courtbridge I&ii","Arlington","VA",38.8414273,-77.0960413,930,2.44636029195784,7
"6","PAST SALE",2017-09-12,"Condo/Co-op",415000,2,2.5,1606,1606,1976,911,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1101-S-Arlington-Ridge-Rd-22202/unit-106/home/11274704","MRIS","AR9812459","N","Y",2017-08-23,"1101 Arlington Ridge Rd #106",22202,"38.8635823&-77.0657803","Arlington, va","The Representative","Arlington","VA",38.8635823,-77.0657803,1606,0.307599552464332,20
"7","PAST SALE",2017-09-07,"Condo/Co-op",319000,2,1,800,800,1950,300,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2831-S-Wakefield-St-22206/unit-D/home/11267147","MRIS","AR10012918","N","Y",2017-08-13,"2831 S Wakefield St Unit D",22206,"38.8430515&-77.0965773","Arlington, va","The Arlington","Arlington","VA",38.8430515,-77.0965773,800,2.40284442503625,25
"8","PAST SALE",2017-09-08,"Condo/Co-op",505000,2,2,1164,1164,2006,505,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3600-S-Glebe-Rd-22202/unit-317W/home/12042626","MRIS","AR9932245","N","Y",2017-08-15,"3600 Glebe Rd S Unit 317W",22202,"38.8422316&-77.0516627","Arlington, va","Eclipse On Center Park","Arlington","VA",38.8422316,-77.0516627,1164,0.791870502627026,24
"9","PAST SALE",2017-09-15,"Condo/Co-op",357500,2,2,1253,1253,1965,754,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1300-Army-Navy-Dr-22202/unit-509/home/11275106","MRIS","AR9992144","N","Y",2017-08-29,"1300 Army Navy Dr #509",22202,"38.8635617&-77.0669817","Arlington, va","Horizon House","Arlington","VA",38.8635617,-77.0669817,1253,0.371793482441868,17
"10","PAST SALE",2017-09-15,"Condo/Co-op",570000,2,2,1009,1009,1998,552,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/901-N-Monroe-St-22201/unit-1008/home/11278119","MRIS","AR10004072","N","Y",2017-08-29,"901 Monroe St N #1008",22201,"38.8831242&-77.1026914","Arlington, va","Virginia Square","Arlington","VA",38.8831242,-77.1026914,1009,0.0498637838752491,17
"11","PAST SALE",2017-09-22,"Condo/Co-op",310000,2,2,1152,1152,2005,560,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-514/home/11281906","MRIS","AR10013805","N","Y",2017-09-12,"4500 Four Mile Run Dr S #514",22204,"38.8541521&-77.1060381","Arlington, va","The Brittany","Arlington","VA",38.8541521,-77.1060381,1152,1.94593548141539,10
"12","PAST SALE",2017-09-22,"Condo/Co-op",312500,1,1,851,851,1973,549,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4141-N-Henderson-Rd-22203/unit-804/home/11257352","MRIS","AR10014359","N","Y",2017-09-12,"4141 Henderson Rd #804",22203,"38.8757817&-77.1093699","Arlington, va","Hyde Park","Arlington","VA",38.8757817,-77.1093699,851,0.442425141390559,10
"13","PAST SALE",2017-09-22,"Townhouse",464000,2,2.5,1296,1296,1981,358,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2119-N-Monroe-St-22207/unit-3/home/11233188","MRIS","AR10024098","N","Y",2017-09-12,"2119 Monroe St #3",22207,"38.896489&-77.104132","Arlington, va","Maywood","Arlington","VA",38.896489,-77.104132,1296,0.806586939652124,10
"14","PAST SALE",2017-09-13,"Condo/Co-op",1700000,2,2.5,1922,1922,2012,605,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1700-N-Clarendon-Blvd-22209/unit-117/home/49797926","MRIS","AR9983747","N","Y",2017-08-25,"1700 Clarendon Blvd #117",22209,"38.8928825&-77.0779242","Arlington, va","Gaslight Square","Arlington","VA",38.8928825,-77.0779242,1922,0.385448600040971,19
"15","PAST SALE",2017-09-15,"Single Family Residential",613000,2,1,1652,3572,1937,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4020-20th-St-N-22207/home/11233933","MRIS","AR9989911","N","Y",2017-08-29,"4020 20th St N",22207,"38.8944718&-77.10875","Arlington, va","Cherrydale","Arlington","VA",38.8944718,-77.10875,3572,0.854532782571517,17
"16","PAST SALE",NA,"Condo/Co-op",365000,2,1,796,796,1987,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/2050-N-Calvert-St-22201/unit-408/home/11279735",NA,NA,"N","Y",NA,"2050 N Calvert St Apt 408",22201,"38.8974418&-77.0932656","Arlington, va",NA,"Arlington","VA",38.8974418,-77.0932656,796,0.608956724455969,NA
"17","PAST SALE",2017-09-14,"Condo/Co-op",2e+05,0,1,480,480,1964,362,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2030-N-Adams-St-22201/unit-1210/home/11247033","MRIS","AR10016081","N","Y",2017-08-27,"2030 Adams St #1210",22201,"38.8976118&-77.0896071","Arlington, va","Circle","Arlington","VA",38.8976118,-77.0896071,480,0.491297792355984,18
"18","PAST SALE",2017-09-07,"Condo/Co-op",325000,0,1,532,532,2006,323,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2001-15th-St-N-22201/unit-413/home/12041203","MRIS","AR9956988","N","Y",2017-08-13,"2001 15th St N #413",22201,"38.8911907&-77.0818047","Arlington, va","Odyssey","Arlington","VA",38.8911907,-77.0818047,532,0.166930326035595,25
"19","PAST SALE",2017-09-12,"Townhouse",295000,1,1,840,840,1939,328,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1110-S-Barton-St-22204/unit-309/home/11272883","MRIS","AR9994260","N","Y",2017-08-23,"1110 Barton St #309",22204,"38.8615459&-77.08366","Arlington, va","Arlington Village","Arlington","VA",38.8615459,-77.08366,840,1.27273868460249,20
"20","PAST SALE",2017-09-22,"Condo/Co-op",460000,1,1,738,738,2007,349,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1020-N-Highland-St-22201/unit-707/home/16897789","MRIS","AR10029443","N","Y",2017-09-12,"1020 Highland St N #707",22201,"38.8848595&-77.0951384","Arlington, va","The Pheonix","Arlington","VA",38.8848595,-77.0951384,738,0.159217250709314,10
"21","PAST SALE",2017-09-15,"Condo/Co-op",349000,2,1,904,904,1959,530,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3000-Spout-Run-Pkwy-22201/unit-B601/home/11247275","MRIS","AR10003815","N","Y",2017-08-29,"3000 Spout Run Pkwy Unit B601",22201,"38.896264&-77.0943045","Arlington, va","Cardinal House","Arlington","VA",38.896264,-77.0943045,904,0.603838223703766,17
"22","PAST SALE",NA,"Condo/Co-op",874900,2,2.5,1800,1800,2010,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/1811-14th-St-N-22209/unit-103/home/28681872",NA,NA,"N","Y",NA,"1811 14th St N Apt 103",22209,"38.8901561&-77.0795","Arlington, va",NA,"Arlington","VA",38.8901561,-77.0795,1800,0.304679956980151,NA
"23","PAST SALE",2017-09-18,"Condo/Co-op",280000,2,1.5,962,962,1964,726,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2030-N-Adams-St-22201/unit-606/home/11246960","MRIS","AR10030734","N","Y",2017-09-04,"2030 Adams St N #606",22201,"38.8976118&-77.0896071","Arlington, va","The Circle Condominium","Arlington","VA",38.8976118,-77.0896071,962,0.491297792355984,14
"24","PAST SALE",2017-09-15,"Townhouse",370000,2,1,1103,1103,1979,50,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3121-17th-St-S-22204/home/11273756","MRIS","AR10029790","N","Y",2017-08-29,"3121 17th St S",22204,"38.8558098&-77.0877377","Arlington, va","Laurel Place","Arlington","VA",38.8558098,-77.0877377,1103,1.57027218731114,17
"25","PAST SALE",NA,"Condo/Co-op",385000,1,1,935,935,1987,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/1600-N-Oak-St-22209/unit-728/home/11251057",NA,NA,"N","Y",NA,"1600 N Oak St Apt 728",22209,"38.8925121&-77.0738352","Arlington, va",NA,"Arlington","VA",38.8925121,-77.0738352,935,0.316537920253227,NA
"26","PAST SALE",NA,"Condo/Co-op",380000,1,1,818,818,2006,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/2720-S-Arlington-Mill-Dr-22206/unit-306/home/12042353",NA,NA,"N","Y",NA,"2720 S Arlington Mill Dr Unit 306",22206,"38.8419412&-77.0899621","Arlington, va",NA,"Arlington","VA",38.8419412,-77.0899621,818,2.17234912982433,NA
"27","PAST SALE",2017-09-22,"Condo/Co-op",228000,1,1,826,826,1990,400,"Sold",NA,NA,"http://www.redfin.com/VA/Alexandria/3313-Wyndham-Cir-22302/unit-4205/home/11876786","MRIS","AX9987264","N","Y",2017-09-12,"3313 Wyndham Cir #4205",22302,"38.8352728&-77.1010704","Alexandria, va","Pointe At Park C","Alexandria","VA",38.8352728,-77.1010704,826,2.87119364105691,10
"28","PAST SALE",2017-09-08,"Townhouse",388000,2,2,1383,1383,1944,387,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4805-28th-St-S-22206/home/11267825","MRIS","AR9922995","N","Y",2017-08-15,"4805 28th St S",22206,"38.8419913&-77.1018333","Arlington, va","Fairlington Villages","Arlington","VA",38.8419913,-77.1018333,1383,2.6785419394116,24
"29","PAST SALE",2017-09-15,"Condo/Co-op",315000,2,1,810,810,1950,287,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4646-28th-Rd-S-22206/unit-A/home/11267036","MRIS","AR10022166","N","Y",2017-08-29,"4646-A 28th Rd S Unit A",22206,"38.8426595&-77.0985569","Arlington, va","The Arlington","Arlington","VA",38.8426595,-77.0985569,810,2.50595015499092,17
"30","PAST SALE",2017-09-22,"Condo/Co-op",382000,2,1,912,912,1983,335,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2600-S-Arlington-Mill-Dr-22206/unit-C/home/142975846","MRIS","AR10012478","N","Y",2017-09-12,"2600 Arlington Mill Dr S Unit C",22206,"38.8439661&-77.0945237","Arlington, va","Windgate Of Arlington Iii","Arlington","VA",38.8439661,-77.0945237,912,2.27599682760672,10
"31","PAST SALE",2017-09-21,"Townhouse",415000,1,2,1400,1400,1940,320,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4323-35th-St-S-22206/home/11270394","MRIS","AR9998251","N","Y",2017-09-10,"4323 35th St S",22206,"38.8316574&-77.0888905","Arlington, va","Fairlington Mdws","Arlington","VA",38.8316574,-77.0888905,1400,2.26779559779259,11
"32","PAST SALE",2017-09-15,"Condo/Co-op",320000,1,1,669,669,2006,323,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3650-S-Glebe-Rd-22202/unit-148/home/16896939","MRIS","AR10029270","N","Y",2017-08-29,"3650 Glebe Rd #148",22202,"38.8422531&-77.0506468","Arlington, va","Eclipse On Center Park Condo","Arlington","VA",38.8422531,-77.0506468,669,0.76083160625039,17
"33","PAST SALE",2017-09-15,"Condo/Co-op",527500,2,1.5,1232,1232,1979,395,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/706-15th-St-S-22202/unit-5-E-1/home/11275537","MRIS","AR9990339","N","Y",2017-08-29,"706 15th St S #1",22202,"38.859284&-77.058402","Arlington, va","Southampton","Arlington","VA",38.859284,-77.058402,1232,0.276636112172654,17
"34","PAST SALE",2017-09-19,"Townhouse",420000,2,2,2030,2030,1944,426,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2873-S-Abingdon-St-22206/unit-B1/home/11266819","MRIS","AR10038577","N","Y",2017-09-06,"2873 Abingdon St S Unit B1",22206,"38.8407424&-77.0979322","Arlington, va","Fairlington","Arlington","VA",38.8407424,-77.0979322,2030,2.55605194634669,13
"35","PAST SALE",NA,"Condo/Co-op",385000,1,2,1490,1490,1940,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/4437-36th-St-S-22206/unit-A1/home/11269816",NA,NA,"N","Y",NA,"4437 36th St S Apt A1",22206,"38.8317651&-77.0905349","Arlington, va",NA,"Arlington","VA",38.8317651,-77.0905349,1490,2.34693374997932,NA
"36","PAST SALE",NA,"Condo/Co-op",1e+05,1,1,633,633,1967,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/3404-25th-St-S-22206/unit-41/home/11272309",NA,NA,"N","Y",NA,"3404 25th St S Apt 41",22206,"38.845243&-77.084441","Arlington, va",NA,"Arlington","VA",38.845243,-77.084441,633,1.79888264934874,NA
"37","PAST SALE",2017-09-13,"Condo/Co-op",402500,1,1,872,872,2006,371,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-231/home/143216439","MRIS","AR10029873","N","Y",2017-08-25,"2200 Westmoreland St N #231",22213,"38.8862777&-77.162736","Arlington, va","Westlee","Arlington","VA",38.8862777,-77.162736,872,0.34899759740303,19
"38","PAST SALE",2017-09-13,"Condo/Co-op",522000,2,2,1186,1186,2005,562,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1001-N-Vermont-St-22201/unit-607/home/11280175","MRIS","AR10002235","N","Y",2017-08-25,"1001 Vermont St N #607",22201,"38.8828742&-77.1143324","Arlington, va","Westview","Arlington","VA",38.8828742,-77.1143324,1186,0.166137914545994,19
"39","PAST SALE",NA,"Condo/Co-op",205000,2,2,960,960,1992,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1627/home/11246661",NA,NA,"N","Y",NA,"900 N Taylor St Apt 1627",22203,"38.8811585&-77.1133023","Arlington, va",NA,"Arlington","VA",38.8811585,-77.1133023,960,0.112970711974707,NA
"40","PAST SALE",2017-09-11,"Condo/Co-op",485000,1,1,839,839,2005,330,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-429/home/11281285","MRIS","AR9978007","N","Y",2017-08-21,"1021 Garfield St #429",22201,"38.8854624&-77.0932922","Arlington, va","Clarendon 1021","Arlington","VA",38.8854624,-77.0932922,839,0.154018257037243,21
"41","PAST SALE",2017-09-08,"Condo/Co-op",510000,2,2,1040,1040,2000,502,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/880-N-Pollard-St-22203/unit-925/home/11280667","MRIS","AR9952211","N","Y",2017-08-15,"880 Pollard St N #925",22203,"38.8809516&-77.1069293","Arlington, va","Ballston 880","Arlington","VA",38.8809516,-77.1069293,1040,0.223855996838483,24
"42","PAST SALE",2017-09-13,"Condo/Co-op",335000,2,1,935,935,1983,335,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2429-S-Walter-Reed-Dr-22206/unit-17-9/home/11267687","MRIS","AR10014298","N","Y",2017-08-25,"2429 Walter Reed Dr Unit 17-9",22206,"38.844655&-77.0977723","Arlington, va","Heatherlea","Arlington","VA",38.844655,-77.0977723,935,2.39498835091665,19
"43","PAST SALE",2017-09-05,"Condo/Co-op",280000,2,1.5,1000,1000,1963,588,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4343-Lee-Hwy-22207/unit-305/home/11233382","MRIS","AR9934507","N","Y",2017-08-09,"4343 Lee Hwy #305",22207,"38.8977863&-77.1149104","Arlington, va","Yorktown","Arlington","VA",38.8977863,-77.1149104,1000,1.1099469357528,27
"44","PAST SALE",2017-09-20,"Townhouse",740000,2,3.5,2257,1618,1982,155,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1015-N-George-Mason-Dr-22205/home/11235861","MRIS","AR9998460","N","Y",2017-09-08,"1015 George Mason Dr",22205,"38.8829629&-77.122272","Arlington, va","Westwind","Arlington","VA",38.8829629,-77.122272,1618,0.585343817693473,12
"45","PAST SALE",2017-09-22,"Condo/Co-op",105000,1,1,887,887,1992,310,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1431/home/11246623","MRIS","AR9821741","N","Y",2017-09-12,"900 Taylor St #1431",22203,"38.8811585&-77.1133023","Arlington, va","The Jefferson","Arlington","VA",38.8811585,-77.1133023,887,0.112970711974707,10
"46","PAST SALE",NA,"Condo/Co-op",402500,1,1,872,872,2006,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-231/home/12040687",NA,NA,"N","Y",NA,"2200 N Westmoreland St Unit 231",22213,"38.8862777&-77.162736","Arlington, va",NA,"Arlington","VA",38.8862777,-77.162736,872,0.34899759740303,NA
"47","PAST SALE",2017-09-06,"Townhouse",610000,2,2,1400,620,1984,100,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1109-N-Vernon-St-22201/home/11244216","MRIS","AR10015880","N","Y",2017-08-11,"1109 Vernon St",22201,"38.884057&-77.115733","Arlington, va","Vernon Corner","Arlington","VA",38.884057,-77.115733,620,0.271061783423886,26
"48","PAST SALE",2017-09-14,"Condo/Co-op",225000,1,1,690,690,1965,474,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4201-Lee-Hwy-22207/unit-704/home/11233485","MRIS","AR9983011","N","Y",2017-08-27,"4201 Lee Hwy #704",22207,"38.8972373&-77.1124791","Arlington, va","Stoneridge Knoll","Arlington","VA",38.8972373,-77.1124791,690,1.05784861766036,18
"49","PAST SALE",2017-09-22,"Condo/Co-op",542000,2,2,1166,1166,2006,425,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2200-N-Westmoreland-St-22213/unit-417/home/12040737","MRIS","AR10035710","N","Y",2017-09-12,"2200 N Westmoreland St #417",22213,"38.8862777&-77.162736","Arlington, va","Westlee Condo","Arlington","VA",38.8862777,-77.162736,1166,0.34899759740303,10
"50","PAST SALE",2017-09-22,"Condo/Co-op",97000,1,1,634,634,1992,219,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1609/home/11246649","MRIS","AR9835714","N","Y",2017-09-12,"900 Taylor St #1609",22203,"38.8811585&-77.1133023","Arlington, va","The Jefferson","Arlington","VA",38.8811585,-77.1133023,634,0.112970711974707,10
"51","PAST SALE",2017-09-21,"Condo/Co-op",210000,1,1,809,809,1965,584,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4201-Lee-Hwy-22207/unit-803/home/11233494","MRIS","AR10016108","N","Y",2017-09-10,"4201 Lee Hwy #408",22207,"38.8972373&-77.1124791","Arlington, va","Stone Ridge Knoll","Arlington","VA",38.8972373,-77.1124791,809,1.05784861766036,11
"52","PAST SALE",NA,"Single Family Residential",515000,2,1.5,1158,9438,1947,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/5220-11th-St-S-22204/home/11265151",NA,NA,"N","Y",NA,"5220 11th St S",22204,"38.8511847&-77.1156887","Arlington, va",NA,"Arlington","VA",38.8511847,-77.1156887,9438,2.14106830048265,NA
"53","PAST SALE",2017-09-13,"Single Family Residential",6e+05,2,2,1058,6200,1953,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5933-1st-St-N-22203/home/11241400","MRIS","AR9987969","N","Y",2017-08-25,"5933 1st St N",22203,"38.8673063&-77.135738","Arlington, va","Spy Hill Blvd Manor","Arlington","VA",38.8673063,-77.135738,6200,1.65372649128091,19
"54","PAST SALE",2017-09-29,"Condo/Co-op",260000,1,1,758,758,1947,436,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1336-N-Ode-St-22209/unit-3/home/11251962","MRIS","AR9924134","N","Y",2017-09-26,"1336 Ode St #3",22209,"38.8902222&-77.0760213","Arlington, va","Westmoreland Terrace","Arlington","VA",38.8902222,-77.0760213,758,0.485182202252154,3
"55","PAST SALE",2017-09-06,"Condo/Co-op",340000,1,1,721,721,1987,491,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2100-Lee-Hwy-22201/unit-321/home/11249870","MRIS","AR10026661","N","Y",2017-08-11,"2100 Lee Hwy #321",22201,"38.8958533&-77.0836163","Arlington, va","Arlington","Arlington","VA",38.8958533,-77.0836163,721,0.305945623202338,26
"56","PAST SALE",2017-09-08,"Condo/Co-op",762000,2,2,947,947,2008,725,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2001/home/16898372","MRIS","AR9996535","N","Y",2017-08-15,"1111 19th St N #2001",22209,"38.897304&-77.069227","Arlington, va","Waterview","Arlington","VA",38.897304,-77.069227,947,0.151332690091467,24
"57","PAST SALE",2017-09-08,"Condo/Co-op",762000,2,2,947,947,2008,725,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2001/home/16898372","MRIS","AR9996535","N","Y",2017-08-15,"1111 19th St N #2001",22209,"38.897304&-77.069227","Arlington, VA","Waterview","Arlington","VA",38.897304,-77.069227,947,0.151332690091467,24
"58","PAST SALE",2017-09-22,"Condo/Co-op",139000,0,1,383,383,1955,313,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-1026/home/11254048","MRIS","AR9953400","N","Y",2017-09-12,"1021 Arlington Blvd #1026",22209,"38.8930028&-77.0689457","Arlington, va","River Place","Arlington","VA",38.8930028,-77.0689457,383,0.312430524849002,10
"59","PAST SALE",2017-09-29,"Condo/Co-op",370000,2,2,834,834,2005,320,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/231-N-Thomas-St-22203/unit-304/home/11281556","MRIS","AR9972541","N","Y",2017-09-26,"231 Thomas St #304",22203,"38.8718069&-77.1052714","Arlington, va","The Gatehouse Condo","Arlington","VA",38.8718069,-77.1052714,834,0.766687620724218,3
"60","PAST SALE",2017-09-20,"Townhouse",285000,2,1,756,756,1939,387,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2600-16th-St-S-22204/unit-714/home/11273051","MRIS","AR9938409","N","Y",2017-09-08,"2600 16th St S #714",22204,"38.8572047&-77.0830238","Arlington, va","Arlington Village Courtyard","Arlington","VA",38.8572047,-77.0830238,756,1.2988843550743,12
"61","PAST SALE",NA,"Townhouse",452000,2,2.5,1315,1315,1984,NA,NA,NA,NA,"http://www.redfin.com/VA/Arlington/4923-7th-Rd-S-22204/home/11259602",NA,NA,"N","Y",NA,"4923 7th Rd S",22204,"38.8598498&-77.115834","Arlington, va",NA,"Arlington","VA",38.8598498,-77.115834,1315,1.54753922218183,NA
"62","PAST SALE",2017-09-19,"Condo/Co-op",430000,1,1,781,781,2006,370,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/820-N-Pollard-St-22203/unit-515/home/12040926","MRIS","AR10011387","N","Y",2017-09-06,"820 Pollard St #515",22203,"38.8803547&-77.106745","Arlington, va","The Hawthorn","Arlington","VA",38.8803547,-77.106745,781,0.242636373391366,13
"63","PAST SALE",2017-09-29,"Condo/Co-op",250000,1,1,673,673,1983,335,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4512-28th-Rd-S-22206/unit-11-13/home/11267788","MRIS","AR9951569","N","Y",2017-09-26,"4512-C 28th Rd S Unit 11-13",22206,"38.8447768&-77.0963392","Arlington, va","Heatherlea","Arlington","VA",38.8447768,-77.0963392,673,2.3253640901527,3
"64","PAST SALE",2017-09-29,"Condo/Co-op",330000,2,1,875,875,1950,325,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2657-S-Walter-Reed-Dr-22206/unit-B/home/11268024","MRIS","AR10039876","N","Y",2017-09-26,"2657 Walter Reed Dr Unit B",22206,"38.8413406&-77.1047337","Arlington, va","The Arlington","Arlington","VA",38.8413406,-77.1047337,875,2.8333191756386,3
"65","PAST SALE",2017-09-28,"Townhouse",475000,2,2,1500,1500,1940,324,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4502-34th-St-S-22206/home/11269930","MRIS","AR10038344","N","Y",2017-09-24,"4502 34th St S",22206,"38.8339324&-77.0901395","Arlington, va","Fairlington Arbor","Arlington","VA",38.8339324,-77.0901395,1500,2.41094493381815,4
"66","PAST SALE",2017-09-06,"Condo/Co-op",230000,2,2,981,981,1992,355,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1220/home/11246595","MRIS","AR10009989","N","Y",2017-08-11,"900 Taylor St #1220",22203,"38.8811585&-77.1133023","Arlington, va","The Jefferson","Arlington","VA",38.8811585,-77.1133023,981,0.112970711974707,26
"67","PAST SALE",2017-09-18,"Condo/Co-op",874900,2,2.5,1800,1800,2010,513,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1811-14th-St-N-22209/unit-C103/home/142516545","MRIS","AR10005568","N","Y",2017-09-04,"1811 14th St N Unit C103",22209,"38.8901561&-77.0795","Arlington, va","Rhodes Hill Square","Arlington","VA",38.8901561,-77.0795,1800,0.304679956980151,14
"68","PAST SALE",2017-09-21,"Condo/Co-op",620000,2,2,1242,1242,2006,515,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/820-N-Pollard-St-22203/unit-408/home/12040904","MRIS","AR9964951","N","Y",2017-09-10,"820 Pollard St N #408",22203,"38.8803547&-77.106745","Arlington, va","The Hawthorn","Arlington","VA",38.8803547,-77.106745,1242,0.242636373391366,11
