"","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL","SOURCE","MLS.","FAVORITE","INTERESTED","LIST.DATE","ADDRESS","ZIP_CODE","LAT_LON","CITY_STATE","LOCATION","CITY","STATE","LATITUDE","LONGITUDE","PROPERTY.SIZE","metro_distance","days_on_market"
"572","PAST SALE",2017-09-08,"Condo/Co-op",762000,2,2,947,947,2008,725,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1111-19th-St-N-22209/unit-2001/home/16898372","MRIS","AR9996535","N","Y",2017-08-15,"1111 19th St N #2001",22209,"38.897304&-77.069227","Arlington, VA","Waterview","Arlington","VA",38.897304,-77.069227,947,0.151332690091467,24
"573","PAST SALE",2017-09-29,"Condo/Co-op",331000,1,1,700,700,1962,671,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/922-24th-St-NW-20037/unit-121/home/9044740","MRIS","DC10040087","N","Y",2017-09-26,"922 24th St NW #121",20037,"38.9014794&-77.0516208","Washington, DC","Foggy Bottom","Washington","DC",38.9014794,-77.0516208,700,0.062882944718985,3
"574","PAST SALE",2017-09-08,"Townhouse",345000,2,2,884,1906,1950,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4502-Texas-Ave-SE-20019/home/10141111","MRIS","DC9999203","N","Y",2017-08-15,"4502 Texas Ave SE",20019,"38.885094&-76.941063","Washington, DC","Fort Dupont Park","Washington","DC",38.885094,-76.941063,1906,0.404195884440131,24
"575","PAST SALE",2017-09-15,"Townhouse",2e+05,2,1.5,832,1671,1940,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3354-Baker-St-NE-20019/home/10116331","MRIS","DC10033090","N","Y",2017-08-29,"3354 Baker St NE",20019,"38.892975&-76.9581498","Washington, DC","Lily Ponds","Washington","DC",38.892975,-76.9581498,1671,0.511300044737224,17
"576","PAST SALE",2017-09-15,"Condo/Co-op",85000,2,1,673,673,1939,330,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4210-Benning-Rd-NE-20019/unit-3/home/10346002","MRIS","DC10010661","N","Y",2017-08-29,"4210 Benning Rd NE #3",20019,"38.8930948&-76.9420711","Washington, DC","Deanwood","Washington","DC",38.8930948,-76.9420711,673,0.317993416492169,17
"577","PAST SALE",2017-09-26,"Townhouse",330000,2,2,832,2173,1950,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4341-F-St-SE-20019/home/10139907","MRIS","DC10036673","N","Y",2017-09-20,"4341 F St SE",20019,"38.881599&-76.9418584","Washington, DC","Fort Dupont Park","Washington","DC",38.881599,-76.9418584,2173,0.641662695931643,6
"578","PAST SALE",2017-09-29,"Condo/Co-op",1490,1,1,700,700,1950,900,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2711-Q-St-SE-20020/unit-203/home/102651540","MRIS","DC9896992","N","Y",2017-09-26,"2711 Q St SE #203",20020,"38.8705138&-76.9683584","Washington, DC","Hill Crest","Washington","DC",38.8705138,-76.9683584,700,1.18577894979211,3
"579","PAST SALE",2017-09-15,"Townhouse",620000,2,1.5,980,1088,1915,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/237-14th-Pl-NE-20002/home/9916546","MRIS","DC10026073","N","Y",2017-08-29,"237 14th Pl NE",20002,"38.8930025&-76.9843395","Washington, DC","Capitol Hill","Washington","DC",38.8930025,-76.9843395,1088,0.572433305910439,17
"580","PAST SALE",2017-09-29,"Townhouse",330000,2,1,864,2044,1930,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/5253-Banks-Pl-NE-20019/home/10130079","MRIS","DC9962081","N","Y",2017-09-26,"5253 Banks Pl NE",20019,"38.892465&-76.9258668","Washington, DC","Deanwood","Washington","DC",38.892465,-76.9258668,2044,0.643221879059191,3
"581","PAST SALE",2017-09-29,"Condo/Co-op",322100,1,1,600,600,1947,271,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/420-16th-St-SE-20003/unit-103/home/28583397","MRIS","DC10049062","N","Y",2017-09-26,"420 16th St SE #103",20003,"38.883393&-76.9818206","Washington, DC","Old City #1","Washington","DC",38.883393,-76.9818206,600,0.247499198812184,3
"582","PAST SALE",2017-09-18,"Townhouse",615000,2,2,1100,1100,1926,147,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1709-Bay-St-SE-20003/unit-1/home/113979782","MRIS","DC9952240","N","Y",2017-09-04,"1709 Bay St SE #1",20003,"38.886425&-76.980272","Washington, DC","Capitol Hill","Washington","DC",38.886425,-76.980272,1100,0.303790969432759,14
"583","PAST SALE",2017-09-19,"Condo/Co-op",350000,1,1,752,752,1939,276,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4000-8th-St-NE-20017/unit-2/home/143347210","MRIS","DC10060676","N","Y",2017-09-06,"4000 8th St NE #2",20017,"38.9396255&-76.9947288","Washington, DC","Brookland","Washington","DC",38.9396255,-76.9947288,752,0.400235870086927,13
"584","PAST SALE",2017-09-22,"Condo/Co-op",121000,1,1,584,584,1978,132,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3052-Pineview-Ct-NE-20018/unit-3052/home/10107400","MRIS","DC9823127","N","Y",2017-09-12,"3052 Pineview Ct NE #3052",20018,"38.9288792&-76.9572737","Washington, DC","Fort Lincoln","Washington","DC",38.9288792,-76.9572737,584,1.89195658215788,10
"585","PAST SALE",2017-09-28,"Condo/Co-op",430000,1,1,792,792,2007,411,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/401-13th-St-NE-20002/unit-301/home/12531505","MRIS","DC10051879","N","Y",2017-09-24,"401 13th St NE #301",20002,"38.8951405&-76.9880191","Washington, DC","Capitol Hill","Washington","DC",38.8951405,-76.9880191,792,0.819126924045695,4
"586","PAST SALE",2017-09-28,"Condo/Co-op",163000,1,1,425,425,1913,169,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/219-T-St-NE-20002/unit-T2/home/28497538","MRIS","DC10014866","N","Y",2017-09-24,"219 T St NE Unit T2",20002,"38.915307&-77.002685","Washington, DC","Eckington","Washington","DC",38.915307,-77.002685,425,0.553645250807205,4
"587","PAST SALE",2017-09-18,"Townhouse",515000,2,2,1224,1655,1948,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/641-Emerson-St-NE-20017/home/10084386","MRIS","DC10023290","N","Y",2017-09-04,"641 Emerson St NE",20017,"38.9498761&-76.9975249","Washington, DC","Brookland","Washington","DC",38.9498761,-76.9975249,1655,0.211325509881726,14
"588","PAST SALE",2017-09-22,"Condo/Co-op",420000,1,1,744,744,1984,490,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2320-Wisconsin-Ave-NW-20007/unit-402/home/9933809","MRIS","DC10032121","N","Y",2017-09-12,"2320 Wisconsin Ave NW #402",20007,"38.9204558&-77.072113","Washington, DC","Glover Park","Washington","DC",38.9204558,-77.072113,744,1.07808488159065,10
"589","PAST SALE",2017-09-22,"Condo/Co-op",329000,2,1,800,800,1927,510,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/5112-Connecticut-Ave-NW-20008/unit-110/home/25676551","MRIS","DC9936700","N","Y",2017-09-12,"5112 Connecticut Ave NW #110",20008,"38.9563637&-77.0710951","Washington, DC","Chevy Chase","Washington","DC",38.9563637,-77.0710951,800,0.720916232391975,10
"590","PAST SALE",2017-09-25,"Condo/Co-op",825000,2,2,1381,1381,1971,2372,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/700-New-Hampshire-Ave-NW-20037/unit-307/home/39582939","MRIS","DC9973376","N","Y",2017-09-18,"700 New Hampshire Ave NW #307",20037,"38.8980961&-77.0546367","Washington, DC","Watergate","Washington","DC",38.8980961,-77.0546367,1381,0.306877950568438,7
"591","PAST SALE",2017-09-26,"Condo/Co-op",267000,2,1,824,824,1948,385,"Sold",NA,NA,"http://www.redfin.com/MD/Silver-Spring/8203-Grubb-Rd-20910/unit-G-101/home/21943240","MRIS","MC10033903","N","Y",2017-09-20,"8203 Grubb Rd Unit G-101",20910,"38.9918937&-77.0476173","Silver Spring, MD","Rock Creek Gardens","Silver Spring","MD",38.9918937,-77.0476173,824,0.836771387312894,6
"592","PAST SALE",2017-09-26,"Condo/Co-op",267000,2,1,824,824,1948,385,"Sold",NA,NA,"http://www.redfin.com/MD/Silver-Spring/8203-Grubb-Rd-20910/unit-G-101/home/21943240","MRIS","MC10033903","N","Y",2017-09-20,"8203 Grubb Rd Unit G-101",20910,"38.9918937&-77.0476173","Silver Spring, MD","Rock Creek Gardens","Silver Spring","MD",38.9918937,-77.0476173,824,0.836771387312894,6
"593","PAST SALE",2017-09-26,"Condo/Co-op",228000,0,1,462,462,1963,407,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2829-Connecticut-Ave-NW-20008/unit-508/home/9989214","MRIS","DC10051123","N","Y",2017-09-20,"2829 Connecticut Ave NW #508",20008,"38.927532&-77.0536371","Washington, DC","Woodley Park/garfield","Washington","DC",38.927532,-77.0536371,462,0.110471895154101,6
"594","PAST SALE",2017-09-25,"Condo/Co-op",390000,1,1,747,747,1989,574,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2725-Connecticut-Ave-NW-20008/unit-107/home/9989430","MRIS","DC9975245","N","Y",2017-09-18,"2725 Connecticut Ave NW #107",20008,"38.9263787&-77.0527254","Washington, DC","Garfield","Washington","DC",38.9263787,-77.0527254,747,0.0454756772799566,7
"595","PAST SALE",2017-09-26,"Condo/Co-op",582500,2,2,830,830,1936,539,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1725-New-Hampshire-Ave-NW-20009/unit-502/home/9859702","MRIS","DC10033947","N","Y",2017-09-20,"1725 New Hampshire Ave NW #502",20009,"38.91314&-77.0396905","Washington, DC","Old City #2","Washington","DC",38.91314,-77.0396905,830,0.315852530679522,6
"596","PAST SALE",2017-09-29,"Condo/Co-op",415000,1,1,745,745,1968,762,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1718-P-St-NW-20036/unit-704/home/9862733","MRIS","DC10039441","N","Y",2017-09-26,"1718 P St NW #704",20036,"38.9093944&-77.0392914","Washington, DC","Dupont Circle","Washington","DC",38.9093944,-77.0392914,745,0.322490838499811,3
"597","PAST SALE",2017-09-29,"Condo/Co-op",285000,1,1,619,619,1930,228,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/400-Evarts-St-NE-20017/unit-304/home/12530335","MRIS","DC10044621","N","Y",2017-09-26,"400 Evarts St NE #304",20017,"38.9246956&-77.0002338","Washington, DC","Brookland","Washington","DC",38.9246956,-77.0002338,619,0.416939517054314,3
"598","PAST SALE",2017-09-28,"Townhouse",6e+05,2,2.5,1120,1253,1948,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1734-Gales-St-NE-20002/home/10112325","MRIS","DC10041363","N","Y",2017-09-24,"1734 Gales St NE",20002,"38.898082&-76.978453","Washington, DC","Old City #1","Washington","DC",38.898082,-76.978453,1253,0.678229866242824,4
"599","PAST SALE",2017-09-29,"Condo/Co-op",564000,1,1,700,700,1901,330,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1830-17th-St-NW-20009/unit-607/home/9859067","MRIS","DC10063824","N","Y",2017-09-26,"1830 17th St NW #607",20009,"38.915249&-77.0385369","Washington, DC","Dupont","Washington","DC",38.915249,-77.0385369,700,0.449623952150206,3
"600","PAST SALE",2017-09-28,"Condo/Co-op",1065000,2,2,1734,1734,1985,1383,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1015-33rd-St-NW-20007/unit-509/home/9923016","MRIS","DC10014947","N","Y",2017-09-24,"1015 33rd St NW #509",20007,"38.9038172&-77.0656245","Washington, DC","Georgetown","Washington","DC",38.9038172,-77.0656245,1734,0.590730438857716,4
"601","PAST SALE",2017-09-29,"Condo/Co-op",424000,1,1,693,693,2006,329,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2022-Flagler-Pl-NW-20001/unit-F202/home/12530627","MRIS","DC10008822","N","Y",2017-09-26,"2022 Flagler Pl NW Unit F202",20001,"38.9175624&-77.0137556","Washington, DC","Ledroit Park","Washington","DC",38.9175624,-77.0137556,693,0.580310172835049,3
"602","PAST SALE",2017-09-29,"Condo/Co-op",468000,1,1.5,870,870,1981,800,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1080-Wisconsin-Ave-NW-20007/unit-2006/home/9924890","MRIS","DC9904150","N","Y",2017-09-26,"1080 Wisconsin Ave NW #2006",20007,"38.9046353&-77.0631079","Washington, DC","Georgetown","Washington","DC",38.9046353,-77.0631079,870,0.718624419985458,3
"603","PAST SALE",2017-09-29,"Townhouse",512000,2,1,784,840,1908,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/425-Elm-St-NW-20001/home/10045455","MRIS","DC10070097","N","Y",2017-09-26,"425 Elm St NW",20001,"38.917417&-77.018347","Washington, DC","Ledroit Park","Washington","DC",38.917417,-77.018347,840,0.393947491819653,3
"604","PAST SALE",2017-09-29,"Condo/Co-op",563000,2,2,1350,1350,1931,1139,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4000-Cathedral-Ave-NW-20016/unit-809B/home/12061142","MRIS","DC10029262","N","Y",2017-09-26,"4000 Cathedral Ave NW Unit 809B",20016,"38.9289777&-77.0791557","Washington, DC","Observatory Circle","Washington","DC",38.9289777,-77.0791557,1350,1.19797415839401,3
"605","PAST SALE",2017-09-15,"Townhouse",669000,2,1,1200,703,1890,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/927-W-St-NW-20001/home/9876883","MRIS","DC10058479","N","Y",2017-08-29,"927 W St NW",20001,"38.9193601&-77.0258155","Washington, DC","Old City #2","Washington","DC",38.9193601,-77.0258155,703,0.236127321460401,17
"606","PAST SALE",NA,"Condo/Co-op",710000,2,1,986,986,1904,NA,NA,NA,NA,"http://www.redfin.com/DC/Washington/2107-S-St-NW-20008/unit-J/home/9999274",NA,NA,"N","Y",NA,"2107 S St NW Apt J",20008,"38.9142829&-77.0468857","Washington, DC",NA,"Washington","DC",38.9142829,-77.0468857,986,0.248718581511342,NA
"607","PAST SALE",2017-09-15,"Condo/Co-op",293000,0,1,385,385,2006,189,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/929-Florida-Ave-NW-20001/unit-5006/home/21644100","MRIS","DC9942813","N","Y",2017-08-29,"929 Florida Ave NW #5006",20001,"38.918672&-77.0242293","Washington, DC","Shaw","Washington","DC",38.918672,-77.0242293,385,0.280450831412675,17
"608","PAST SALE",2017-09-19,"Townhouse",770000,2,2,1300,1300,1900,170,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1339-Irving-St-NW-20010/unit-C/home/49670699","MRIS","DC10009638","N","Y",2017-09-06,"1339 Irving St NW Unit C",20010,"38.9288605&-77.0310799","Washington, DC","Columbia Heights","Washington","DC",38.9288605,-77.0310799,1300,0.10170865531114,13
"609","PAST SALE",2017-09-19,"Townhouse",511000,2,2,1320,1320,1956,207,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4108-14th-St-NW-20011/unit-3/home/12530813","MRIS","DC10040123","N","Y",2017-09-06,"4108 14th St NW #3",20011,"38.9408965&-77.0328963","Washington, DC","Columbia Heights","Washington","DC",38.9408965,-77.0328963,1320,0.509698073607369,13
"610","PAST SALE",2017-09-20,"Townhouse",650000,2,2.5,1140,900,1997,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/12-Hanover-Pl-NW-20001/home/9888703","MRIS","DC10023380","N","Y",2017-09-08,"12 Hanover Pl NW",20001,"38.9077553&-77.0097976","Washington, DC","Truxton Circle","Washington","DC",38.9077553,-77.0097976,900,0.351372699666672,12
"611","PAST SALE",2017-09-20,"Condo/Co-op",595000,2,2,934,934,2004,611,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1001-L-St-NW-20001/unit-704/home/10192837","MRIS","DC10061805","N","Y",2017-09-08,"1001 L St NW #704",20001,"38.9045642&-77.0262807","Washington, DC","Old City #2","Washington","DC",38.9045642,-77.0262807,934,0.245399835302765,12
"612","PAST SALE",2017-09-21,"Condo/Co-op",449900,2,2,NA,NA,1910,363,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2422-17th-St-NW-20009/unit-202/home/113619110","MRIS","DC9903171","N","Y",2017-09-10,"2422 17th St NW #202",20009,"38.922255&-77.0392789","Washington, DC","Adams Morgan","Washington","DC",38.922255,-77.0392789,NA,0.556028530165421,11
"613","PAST SALE",2017-09-20,"Condo/Co-op",510000,1,1,1012,1012,2005,605,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/777-7th-St-NW-20001/unit-736/home/10193143","MRIS","DC9997160","N","Y",2017-09-08,"777 7th St NW #736",20001,"38.899494&-77.0217858","Washington, DC","Residences At Gallery Place","Washington","DC",38.899494,-77.0217858,1012,0.0586383001329145,12
"614","PAST SALE",2017-09-25,"Townhouse",669900,2,2,1019,1019,1885,278,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1825-19th-St-NW-20009/unit-1/home/9061579","MRIS","DC10016797","N","Y",2017-09-18,"1825 19th St NW #1",20009,"38.9150691&-77.0431718","Washington, DC","Dupont Circle","Washington","DC",38.9150691,-77.0431718,1019,0.29402878148491,7
"615","PAST SALE",2017-09-25,"Townhouse",720000,2,2.5,1260,1740,1900,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/242-14th-Pl-NE-20002/home/9916446","MRIS","DC10040649","N","Y",2017-09-18,"242 14th Pl NE",20002,"38.8931767&-76.9847712","Washington, DC","Old City #1","Washington","DC",38.8931767,-76.9847712,1740,0.598520640415289,7
"616","PAST SALE",2017-09-27,"Condo/Co-op",457500,2,2,NA,NA,2017,250,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3101-Sherman-Ave-NW-20010/unit-205/home/113757925","MRIS","DC10023535","N","Y",2017-09-22,"3101 Sherman Ave NW #205",20010,"38.9290059&-77.0259519","Washington, DC","Columbia Heights","Washington","DC",38.9290059,-77.0259519,NA,0.377109660585634,5
"617","PAST SALE",2017-09-26,"Condo/Co-op",67725,2,1,697,697,1968,1200,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2320-Chester-St-SE-20020/unit-102/home/21647580","MRIS","DC10013081","N","Y",2017-09-20,"2320 Chester St SE #102",20020,"38.8622574&-76.9879311","Washington, DC","Anacostia","Washington","DC",38.8622574,-76.9879311,697,0.529407819271038,6
"618","PAST SALE",2017-09-28,"Condo/Co-op",317000,2,1,725,725,1941,195,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1343-Bryant-St-NE-20018/unit-4/home/113114834","MRIS","DC9865486","N","Y",2017-09-24,"1343 Bryant St NE #4",20018,"38.9208793&-76.9870342","Washington, DC","Brentwood","Washington","DC",38.9208793,-76.9870342,725,0.344211098941147,4
"619","PAST SALE",2017-09-28,"Condo/Co-op",297000,1,1,738,738,1928,403,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1457-Park-Rd-NW-20010/unit-000102/home/11748154","MRIS","DC10029058","N","Y",2017-09-24,"1457 Park Rd NW #102",20010,"38.931238&-77.0346133","Washington, DC","Columbia Heights","Washington","DC",38.931238,-77.0346133,738,0.203224208979057,4
"620","PAST SALE",2017-09-29,"Condo/Co-op",130000,2,1,1200,1200,1940,297,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2115-Suitland-Ter-SE-20020/unit-102/home/10153975","MRIS","DC10035934","N","Y",2017-09-26,"2115 Suitland Ter SE #102",20020,"38.8632498&-76.949154","Washington, DC","Hill Crest","Washington","DC",38.8632498,-76.949154,1200,0.909149745789065,3
"621","PAST SALE",2017-09-29,"Condo/Co-op",339000,1,1,718,718,1967,673,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1250-4th-St-SW-20024/unit-W203/home/9885995","MRIS","DC10034692","N","Y",2017-09-26,"1250 4th St SW Unit W203",20024,"38.8751976&-77.0172765","Washington, DC","Sw Waterfront","Washington","DC",38.8751976,-77.0172765,718,0.123875203595128,3
"622","PAST SALE",2017-09-29,"Condo/Co-op",346000,1,1,680,680,1966,935,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/560-N-St-SW-20024/unit-N409/home/81865043","MRIS","DC10023487","N","Y",2017-09-26,"560 N St SW Unit N409",20024,"38.8744909&-77.0189432","Washington, DC","Harbor Square","Washington","DC",38.8744909,-77.0189432,680,0.214758172752261,3
"623","PAST SALE",2017-09-29,"Condo/Co-op",365976,2,1.5,1029,1029,1905,340,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1519-Park-Rd-NW-20010/unit-B5/home/23062130","MRIS","DC9970621","N","Y",2017-09-26,"1519 Park Rd NW Unit B5",20010,"38.931557&-77.035486","Washington, DC","Columbia Heights","Washington","DC",38.931557,-77.035486,1029,0.24593619174851,3
"624","PAST SALE",2017-09-29,"Townhouse",301500,2,2.5,1468,560,2006,119,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4252-Martin-Luther-King-Junior-Ave-SW-20032/home/21647339","MRIS","DC9926223","N","Y",2017-09-26,"4252 Martin Luther King Jr Ave SW",20032,"38.828073&-77.01228","Washington, DC","Congress Heights","Washington","DC",38.828073,-77.01228,560,1.66646026776503,3
"625","PAST SALE",2017-09-08,"Townhouse",253000,2,1.5,832,1600,1941,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3421-Baker-St-NE-20019/home/10117690","MRIS","DC9962211","N","Y",2017-08-15,"3421 Baker St NE",20019,"38.892558&-76.956679","Washington, DC","Lily Ponds","Washington","DC",38.892558,-76.956679,1600,0.447418119399232,24
"626","PAST SALE",2017-09-13,"Townhouse",229000,2,1,956,956,1978,171,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3138-Apple-Rd-NE-20018/unit-16/home/10107664","MRIS","DC10005530","N","Y",2017-08-25,"3138 Apple Rd NE #16",20018,"38.9249486&-76.9629532","Washington, DC","Fort Lincoln","Washington","DC",38.9249486,-76.9629532,956,1.64087582657419,19
"627","PAST SALE",2017-09-15,"Townhouse",484000,2,3,1664,1471,2013,107,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3723-Commodore-Joshua-Barney-Dr-NE-20018/home/96344685","MRIS","DC10025407","N","Y",2017-08-29,"3723 Commodore Joshua Barney Dr NE",20018,"38.9234736&-76.9523823","Washington, DC","The Villages At Dakota Crossing","Washington","DC",38.9234736,-76.9523823,1471,1.43606410355392,17
"628","PAST SALE",2017-09-22,"Condo/Co-op",1e+05,1,1,2444,2444,1951,235,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/429-60th-St-NE-20019/unit-1/home/113437265","MRIS","DC9889877","N","Y",2017-09-12,"429 60th St NE #1",20019,"38.895582&-76.91472","Washington, DC","Deanwood","Washington","DC",38.895582,-76.91472,2444,1.198035775111,10
"629","PAST SALE",2017-09-15,"Townhouse",375000,2,1.5,1024,1440,1942,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/3315-Ames-St-NE-20019/home/10117734","MRIS","DC10034847","N","Y",2017-08-29,"3315 Ames St NE",20019,"38.890417&-76.959627","Washington, DC","Lily Ponds","Washington","DC",38.890417,-76.959627,1440,0.656551339657145,17
"630","PAST SALE",NA,"Townhouse",254900,2,1,800,2375,1945,NA,NA,NA,NA,"http://www.redfin.com/DC/Washington/256-56th-Pl-NE-20019/home/10130925",NA,NA,"N","Y",NA,"256 56th Pl NE",20019,"38.892741&-76.920639","Washington, DC",NA,"Washington","DC",38.892741,-76.920639,2375,0.922287750772282,NA
"631","PAST SALE",NA,"Single Family Residential",173470,2,1,1040,2923,1947,NA,NA,NA,NA,"http://www.redfin.com/DC/Washington/5522-Bass-Pl-SE-20019/home/10133369",NA,NA,"N","Y",NA,"5522 Bass Pl SE",20019,"38.884951&-76.921274","Washington, DC",NA,"Washington","DC",38.884951,-76.921274,2923,0.944686668170494,NA
"632","PAST SALE",2017-09-07,"Condo/Co-op",280000,1,1,700,700,1930,315,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/500-25th-Pl-NE-20002/unit-103/home/39956219","MRIS","DC9922176","N","Y",2017-08-13,"500 25th Pl NE #103",20002,"38.896289&-76.972012","Washington, DC","H Street Corrodor","Washington","DC",38.896289,-76.972012,700,0.562902040939642,25
"633","PAST SALE",2017-09-14,"Townhouse",90000,2,1,986,1607,1941,50,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/4903-Just-St-NE-20019/home/10126648","MRIS","DC9884481","N","Y",2017-08-27,"4903 Just St NE",20019,"38.9018469&-76.930641","Washington, DC","Deanwood","Washington","DC",38.9018469,-76.930641,1607,0.467484054412451,18
"634","PAST SALE",NA,"Condo/Co-op",180000,2,1,832,832,1939,NA,NA,NA,NA,"http://www.redfin.com/DC/Washington/234-34th-St-NE-20019/home/10116312",NA,NA,"N","Y",NA,"234 34th St NE",20019,"38.8931517&-76.9577759","Washington, DC",NA,"Washington","DC",38.8931517,-76.9577759,832,0.488457815858787,NA
"635","PAST SALE",2017-09-05,"Condo/Co-op",370000,1,1,650,650,1980,190,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1688-Euclid-St-NW-20009/unit-A/home/12057440","MRIS","DC9985413","N","Y",2017-08-09,"1688 Euclid St NW Unit A",20009,"38.9231624&-77.0387768","Washington, DC","Mount Pleasant","Washington","DC",38.9231624,-77.0387768,650,0.490183237267466,27
"636","PAST SALE",2017-09-06,"Condo/Co-op",590000,1,1.5,860,860,2007,467,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1209-13th-St-NW-20005/unit-407/home/21646033","MRIS","DC10001197","N","Y",2017-08-11,"1209 13th St NW #407",20005,"38.9061635&-77.029122","Washington, DC","Logan Circle","Washington","DC",38.9061635,-77.029122,860,0.388798679480255,26
"637","PAST SALE",2017-09-06,"Condo/Co-op",355000,1,1,750,750,2006,898,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1000-New-Jersey-Ave-SE-20003/unit-604/home/142148273","MRIS","DC10002529","N","Y",2017-08-11,"1000 New Jersey Ave SE #604",20003,"38.8780119&-77.0042672","Washington, DC","Old City #1","Washington","DC",38.8780119,-77.0042672,750,0.099553823177042,26
"638","PAST SALE",2017-09-08,"Condo/Co-op",594500,1,1,730,730,1917,576,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1801-16th-St-NW-20009/unit-209/home/56759596","MRIS","DC10007648","N","Y",2017-08-15,"1801 16th St NW #209",20009,"38.9143561&-77.0363653","Washington, DC","Dupont Circle","Washington","DC",38.9143561,-77.0363653,730,0.437689774287637,24
"639","PAST SALE",2017-09-11,"Condo/Co-op",179888,0,1,320,320,1920,439,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-204/home/12075525","MRIS","DC9896399","N","Y",2017-08-21,"1701 16th St NW #204",20009,"38.9130203&-77.036064","Washington, DC","Dupont Circle","Washington","DC",38.9130203,-77.036064,320,0.470198635361924,21
"640","PAST SALE",2017-09-12,"Single Family Residential",207000,2,1,868,4630,1910,NA,"Sold",NA,NA,"http://www.redfin.com/DC/Washington/2640-Stanton-Rd-SE-20020/home/10161134","MRIS","DC9996260","N","Y",2017-08-23,"2640 Stanton Rd SE",20020,"38.8585767&-76.9887868","Washington, DC","Randle Heights","Washington","DC",38.8585767,-76.9887868,4630,0.602343463786129,20
