SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE
PAST SALE,September-8-2017,propertytype:Condo/Co-op,USD625000,3,2.5,1610,NA,1973,1327,Sold,NA,NA,http://www.redfin.com/MD/Chevy-Chase/4620-N-Park-Ave-20815/unit-307W/home/10683599,MRIS,MC10023728,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-13-2017,propertytype:Townhouse,USD675000,3,2.5,1408,NA,1979,398,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6678-Hillandale-Rd-20815/unit-35/home/10688928,MRIS,MC10012352,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-13-2017,propertytype:Single Family Residential,USD945000,5,3.0,2984,11765,1956,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5812-Marbury-Rd-20817/home/10668848,MRIS,MC9997889,N,Y,"Friday- Aug 25, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD2395000,NA,NA,2355,NA,2015,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/7171-Woodmont-Ave-20814/unit-501/home/108439258,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD1490000,NA,3.0,3136,20370,1958,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/5312-Goldsboro-Rd-20817/home/10639160,,,N,Y,NA
PAST SALE,,propertytype:Townhouse,USD805000,NA,NA,2419,3568,1967,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/4925-Crescent-St-20816/unit-B-11/home/10637423,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD791000,NA,3.0,1081,5308,1938,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/4513-Fairfield-Dr-20814/home/10647378,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD1795000,NA,4.5,3301,14603,1962,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/5114-Cammack-Dr-20816/home/10680541,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD1500000,NA,3.5,2346,6514,1938,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/6300-Broad-St-20816/home/10640068,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD789000,NA,2.0,1188,5668,1940,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/4724-River-Rd-20816/home/10674315,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD902000,NA,3.5,1920,10528,1960,NA,,NA,NA,http://www.redfin.com/MD/Kensington/9601-Culver-St-20895/home/11061937,,,N,Y,NA
PAST SALE,September-25-2017,propertytype:Single Family Residential,USD810000,4,3.0,1505,8737,1954,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6201-Wiscasset-Rd-20816/home/10648355,MRIS,MC10038632,N,Y,"Monday- Sep 18, 2017"
PAST SALE,September-26-2017,propertytype:Single Family Residential,USD915000,5,3.0,2703,9875,1960,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/8405-Whitman-Dr-20817/home/10670183,MRIS,MC9984988,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-28-2017,propertytype:Single Family Residential,USD679000,4,2.5,1700,8017,1948,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6214-Greentree-Rd-20817/home/10664150,MRIS,MC9976959,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-28-2017,propertytype:Single Family Residential,USD745000,5,3.0,2222,11466,1959,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/9414-Wadsworth-Dr-20817/home/10671371,MRIS,MC10039686,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-29-2017,propertytype:Single Family Residential,USD900000,7,4.5,3838,15041,1953,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/9322-W-Parkhill-Dr-20814/home/10664429,MRIS,MC10038459,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,,propertytype:Single Family Residential,USD1019000,NA,4.5,3043,20084,1979,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/7000-Greentree-Rd-20817/home/10688056,,,N,Y,NA
PAST SALE,September-12-2017,propertytype:Single Family Residential,USD1000000,4,2.5,2160,10349,1936,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6408-Winston-Dr-20817/home/10676406,MRIS,MC9954017,N,Y,"Wednesday- Aug 23, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD2900000,5,5.5,7649,22556,2004,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7004-Darby-Rd-20817/home/10661606,MRIS,MC9874820,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-29-2017,propertytype:Single Family Residential,USD965000,5,4.5,2890,7295,1955,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/10016-Clue-Ct-20817/home/10675749,MRIS,MC9954352,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-7-2017,propertytype:Single Family Residential,USD700000,3,1.5,1288,10198,1953,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6206-E-Halbert-Rd-20817/home/10678615,MRIS,MC10051262,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD965000,3,3.0,1420,8143,1942,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5619-Glenwood-Rd-20817/home/10674242,MRIS,MC10022333,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-12-2017,propertytype:Single Family Residential,USD1899000,5,5.5,5034,9393,1981,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5105-Cape-Cod-Ct-20816/home/10655216,MRIS,MC9946678,N,Y,"Wednesday- Aug 23, 2017"
PAST SALE,September-18-2017,propertytype:Single Family Residential,USD785000,4,3.0,2820,8250,1972,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6311-Marywood-Rd-20817/home/10674473,MRIS,MC10033348,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-20-2017,propertytype:Single Family Residential,USD600000,3,2.0,1194,12492,1953,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/9904-Parkwood-Dr-20814/home/10994978,MRIS,MC10005622,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-20-2017,propertytype:Single Family Residential,USD1425000,5,4.5,3026,6959,1955,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5414-Blackistone-Rd-20816/home/10655062,MRIS,MC9970224,N,Y,"Friday- Sep 08, 2017"
PAST SALE,,propertytype:Single Family Residential,USD1457000,NA,4.0,5432,42440,2002,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/8719-Burdette-Rd-20817/home/11157945,,,N,Y,NA
PAST SALE,,propertytype:Townhouse,USD1185000,NA,4.0,2820,2082,2000,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/8629-Terrace-Garden-Way-20814/home/10701777,,,N,Y,NA
PAST SALE,September-7-2017,propertytype:Single Family Residential,USD919500,3,3.0,1931,10660,1959,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/8012-Beech-Tree-Rd-20817/home/10673890,MRIS,MC10000248,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-25-2017,propertytype:Single Family Residential,USD872500,4,3.0,1342,5426,1934,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/8017-Glenbrook-Rd-20814/home/10637388,MRIS,MC10018152,N,Y,"Monday- Sep 18, 2017"
PAST SALE,September-22-2017,propertytype:Single Family Residential,USD920000,4,3.0,1980,8050,1950,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6309-Winston-Dr-20817/home/10676370,MRIS,MC10049910,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-26-2017,propertytype:Single Family Residential,USD865000,4,3.0,1461,20001,1958,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7514-Nevis-Rd-20817/home/10667144,MRIS,MC9943646,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,,propertytype:Single Family Residential,USD1160000,NA,3.5,2731,16985,1981,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/7700-Zulima-Ct-20817/home/10687770,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD642500,4,3.0,1497,8613,1962,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/10135-Ashburton-Ln-20817/home/10671019,,,N,Y,NA
PAST SALE,September-15-2017,propertytype:Single Family Residential,USD1000000,5,3.5,5106,26403,1967,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/10010-Carter-Rd-20817/home/10888114,MRIS,MC9980614,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-15-2017,propertytype:Single Family Residential,USD1550000,6,4.5,3847,9023,2006,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/8609-Rayburn-Rd-20817/home/10662515,MRIS,MC9953303,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-14-2017,propertytype:Single Family Residential,USD1310000,5,4.0,3783,74470,1983,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6825-Capri-Pl-20817/home/10911872,MRIS,MC9997062,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,September-15-2017,propertytype:Single Family Residential,USD845000,6,4.5,4194,10478,1938,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7904-Radnor-Rd-20817/home/10646123,MRIS,MC10060224,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-21-2017,propertytype:Single Family Residential,USD1599000,6,4.5,5502,7541,2017,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/9508-Milstead-Dr-20817/home/10659134,MRIS,MC9765967,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD665000,3,3.5,2160,NA,1994,377,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5423-Whitley-Park-Ter-20814/unit-41/home/10701163,MRIS,MC10022928,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-22-2017,propertytype:Single Family Residential,USD1265000,4,4.0,3680,57652,1939,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6719-Selkirk-Dr-20817/home/10679188,MRIS,MC9846136,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,September-22-2017,propertytype:Single Family Residential,USD699900,4,3.0,1302,6790,1960,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5604-Alta-Vista-Rd-20817/home/10656366,MRIS,MC10035255,N,Y,"Tuesday- Sep 12, 2017"
PAST SALE,,propertytype:Single Family Residential,USD1210000,NA,4.0,3025,23617,1954,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/6809-Selkirk-Dr-20817/home/10679116,,,N,Y,NA
PAST SALE,,propertytype:Townhouse,USD690000,NA,3.0,2792,9082,1990,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/9703-Whitley-Park-Pl-20814/unit-TH-17/home/10700594,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD1075000,NA,2.0,1152,8805,1953,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/9517-Singleton-Dr-20817/home/10659479,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD789000,NA,3.0,1544,7176,1953,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/9303-Wadsworth-Dr-20817/home/10659198,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD1100000,NA,4.0,2751,24393,1953,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/7609-Glennon-Dr-20817/home/10887712,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD835000,4,2.5,2461,15080,1963,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/8809-Honeybee-Ln-20817/home/10890068,,,N,Y,NA
PAST SALE,September-14-2017,propertytype:Townhouse,USD1500000,3,3.5,2582,1131,1999,441,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7447-Arlington-Rd-20814/home/10701893,MRIS,MC9936952,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,,propertytype:Single Family Residential,USD1550000,NA,4.5,3644,7006,2004,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/5108-Saratoga-Ave-20816/home/10674333,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD1750000,NA,5.0,2547,21500,1956,NA,,NA,NA,http://www.redfin.com/MD/Chevy-Chase/5300-Chamberlin-Ave-20815/home/10650525,,,N,Y,NA
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD1380000,5,4.5,2560,6295,1940,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/7201-Clarendon-Rd-20814/home/10645876,MRIS,MC9916222,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-14-2017,propertytype:Single Family Residential,USD899000,3,3.5,3163,12486,1949,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/4822-Broad-Brook-Dr-20814/home/10664427,MRIS,MC10030579,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD1627000,6,4.5,4685,5087,2007,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/4613-Sleaford-Rd-20814/home/10654126,MRIS,MC9958575,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-15-2017,propertytype:Townhouse,USD690000,3,3.5,1408,NA,1979,490,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6660-Hillandale-Rd-20815/unit-43/home/142944139,MRIS,MC10008954,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-27-2017,propertytype:Single Family Residential,USD1521608,5,5.5,4158,5018,2017,185,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/10005-Fleming-Ave-20814/home/114081483,MRIS,MC9963563,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-14-2017,propertytype:Single Family Residential,USD1028000,5,3.5,2264,10687,1959,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6024-Onondaga-Rd-20816/home/10648072,MRIS,MC10005214,N,Y,"Sunday- Aug 27, 2017"
PAST SALE,,propertytype:Single Family Residential,USD949000,NA,2.5,1450,8569,1941,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/6008-Wynnwood-Rd-20816/home/10658894,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD2210000,NA,7.0,5170,12000,2012,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/5313-Wehawken-Rd-20816/home/10648980,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD840000,NA,3.0,1708,19150,1959,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/6604-Virginia-View-Ct-20816/home/10648593,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD1790000,NA,6.5,7117,44047,1990,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/7013-Mountain-Gate-Dr-20817/home/10917988,,,N,Y,NA
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD1135000,3,3.5,2979,11250,1938,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5137-Massachusetts-Ave-20816/home/10655454,MRIS,MC9989808,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD2850000,5,6.5,6700,27274,1967,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5416-Falmouth-Rd-20816/home/10680510,MRIS,MC9946017,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD2100000,5,6.5,4878,11628,1980,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5111-Cape-Cod-Ct-20816/home/10655210,MRIS,MC9993068,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-7-2017,propertytype:Single Family Residential,USD1200000,4,3.5,3330,12983,1961,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6129-Overlea-Rd-20816/home/10675456,MRIS,MC9974728,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-18-2017,propertytype:Single Family Residential,USD670000,3,2.5,2428,6505,1956,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5003-Rodman-Rd-20816/home/10654445,MRIS,MC10035911,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD1140000,3,2.5,3050,1166,1999,321,Sold,NA,NA,http://www.redfin.com/DC/Washington/5346-43rd-St-NW-20015/home/9957243,MRIS,DC9982257,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-2-2017,propertytype:Single Family Residential,USD1102000,8,6.0,4242,25521,1983,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6409-Wiscasset-Rd-20816/home/10649221,MRIS,MC9912542,N,Y,"Thursday- Aug 03, 2017"
PAST SALE,September-15-2017,propertytype:Single Family Residential,USD1193000,4,4.0,2500,23796,1938,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6520-Hillmead-Rd-20817/home/10661807,MRIS,MC9947385,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-18-2017,propertytype:Single Family Residential,USD840000,4,3.0,2733,13011,1963,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/9815-Inglemere-Dr-20817/home/10672074,MRIS,MC10020891,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-26-2017,propertytype:Single Family Residential,USD835000,4,3.0,3120,9443,1957,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6821-Algonquin-Ave-20817/home/10674061,MRIS,MC10010404,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-18-2017,propertytype:Single Family Residential,USD895000,3,3.0,1691,16614,1954,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/5906-Wilson-Ln-20817/home/10672780,MRIS,MC10036404,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-28-2017,propertytype:Single Family Residential,USD1400000,4,5.5,7150,30443,1939,NA,Sold,NA,NA,http://www.redfin.com/MD/Bethesda/6730-Greentree-Rd-20817/home/10661797,MRIS,MC9767111,N,Y,"Sunday- Sep 24, 2017"
